wins,league,division_id,name,gameID,name_full,code,league_id,teamID,type,losses,file_code,abbrev,name_brief
16,NL,204,NY Mets,2012/05/07/gid_2012_05_07_nynmlb_phimlb_1/,New York Mets,nyn,104,121,away,13,nym,NYM,Mets
14,NL,204,Philadelphia,2012/05/07/gid_2012_05_07_nynmlb_phimlb_1/,Philadelphia Phillies,phi,104,143,home,16,phi,PHI,Phillies
19,NL,203,LA Dodgers,2012/05/07/gid_2012_05_07_sfnmlb_lanmlb_1/,Los Angeles Dodgers,lan,104,119,home,10,la,LAD,Dodgers
14,NL,203,San Francisco,2012/05/07/gid_2012_05_07_sfnmlb_lanmlb_1/,San Francisco Giants,sfn,104,137,away,15,sf,SF,Giants
14,NL,203,Arizona,2012/05/07/gid_2012_05_07_slnmlb_arimlb_1/,Arizona Diamondbacks,ari,104,109,home,16,ari,ARI,D-backs
18,NL,205,St. Louis,2012/05/07/gid_2012_05_07_slnmlb_arimlb_1/,St. Louis Cardinals,sln,104,138,away,11,stl,STL,Cardinals
19,AL,201,Baltimore,2012/05/07/gid_2012_05_07_texmlb_balmlb_1/,Baltimore Orioles,bal,103,110,home,10,bal,BAL,Orioles
19,AL,200,Texas,2012/05/07/gid_2012_05_07_texmlb_balmlb_1/,Texas Rangers,tex,103,140,away,10,tex,TEX,Rangers
13,AL,200,LA Angels,2012/05/08/gid_2012_05_08_anamlb_minmlb_1/,Los Angeles Angels,ana,103,108,away,18,ana,LAA,Angels
8,AL,202,Minnesota,2012/05/08/gid_2012_05_08_anamlb_minmlb_1/,Minnesota Twins,min,103,142,home,21,min,MIN,Twins
12,NL,205,Chi Cubs,2012/05/08/gid_2012_05_08_atlmlb_chnmlb_1/,Chicago Cubs,chn,104,112,home,18,chc,CHC,Cubs
19,NL,204,Atlanta,2012/05/08/gid_2012_05_08_atlmlb_chnmlb_1/,Atlanta Braves,atl,104,144,away,12,atl,ATL,Braves
12,AL,201,Boston,2012/05/08/gid_2012_05_08_bosmlb_kcamlb_1/,Boston Red Sox,bos,103,111,away,17,bos,BOS,Red Sox
10,AL,202,Kansas City,2012/05/08/gid_2012_05_08_bosmlb_kcamlb_1/,Kansas City Royals,kca,103,118,home,19,kc,KC,Royals
17,AL,202,Cleveland,2012/05/08/gid_2012_05_08_chamlb_clemlb_1/,Cleveland Indians,cle,103,114,home,12,cle,CLE,Indians
14,AL,202,Chi White Sox,2012/05/08/gid_2012_05_08_chamlb_clemlb_1/,Chicago White Sox,cha,103,145,away,17,cws,CWS,White Sox
15,NL,205,Cincinnati,2012/05/08/gid_2012_05_08_cinmlb_milmlb_1/,Cincinnati Reds,cin,104,113,away,14,cin,CIN,Reds
13,NL,205,Milwaukee,2012/05/08/gid_2012_05_08_cinmlb_milmlb_1/,Milwaukee Brewers,mil,104,158,home,17,mil,MIL,Brewers
12,NL,203,Colorado,2012/05/08/gid_2012_05_08_colmlb_sdnmlb_1/,Colorado Rockies,col,104,115,away,17,col,COL,Rockies
11,NL,203,San Diego,2012/05/08/gid_2012_05_08_colmlb_sdnmlb_1/,San Diego Padres,sdn,104,135,home,20,sd,SD,Padres
15,AL,202,Detroit,2012/05/08/gid_2012_05_08_detmlb_seamlb_1/,Detroit Tigers,det,103,116,away,14,det,DET,Tigers
14,AL,200,Seattle,2012/05/08/gid_2012_05_08_detmlb_seamlb_1/,Seattle Mariners,sea,103,136,home,18,sea,SEA,Mariners
14,NL,205,Houston,2012/05/08/gid_2012_05_08_miamlb_houmlb_1/,Houston Astros,hou,104,117,home,16,hou,HOU,Astros
15,NL,204,Miami,2012/05/08/gid_2012_05_08_miamlb_houmlb_1/,Miami Marlins,mia,104,146,away,15,mia,MIA,Marlins
17,NL,204,NY Mets,2012/05/08/gid_2012_05_08_nynmlb_phimlb_1/,New York Mets,nyn,104,121,away,13,nym,NYM,Mets
14,NL,204,Philadelphia,2012/05/08/gid_2012_05_08_nynmlb_phimlb_1/,Philadelphia Phillies,phi,104,143,home,17,phi,PHI,Phillies
19,NL,203,LA Dodgers,2012/05/08/gid_2012_05_08_sfnmlb_lanmlb_1/,Los Angeles Dodgers,lan,104,119,home,11,la,LAD,Dodgers
15,NL,203,San Francisco,2012/05/08/gid_2012_05_08_sfnmlb_lanmlb_1/,San Francisco Giants,sfn,104,137,away,15,sf,SF,Giants
14,NL,203,Arizona,2012/05/08/gid_2012_05_08_slnmlb_arimlb_1/,Arizona Diamondbacks,ari,104,109,home,17,ari,ARI,D-backs
19,NL,205,St. Louis,2012/05/08/gid_2012_05_08_slnmlb_arimlb_1/,St. Louis Cardinals,sln,104,138,away,11,stl,STL,Cardinals
19,AL,201,Tampa Bay,2012/05/08/gid_2012_05_08_tbamlb_nyamlb_1/,Tampa Bay Rays,tba,103,139,away,11,tb,TB,Rays
16,AL,201,NY Yankees,2012/05/08/gid_2012_05_08_tbamlb_nyamlb_1/,New York Yankees,nya,103,147,home,13,nyy,NYY,Yankees
19,AL,201,Baltimore,2012/05/08/gid_2012_05_08_texmlb_balmlb_1/,Baltimore Orioles,bal,103,110,home,11,bal,BAL,Orioles
20,AL,200,Texas,2012/05/08/gid_2012_05_08_texmlb_balmlb_1/,Texas Rangers,tex,103,140,away,10,tex,TEX,Rangers
16,AL,200,Oakland,2012/05/08/gid_2012_05_08_tormlb_oakmlb_1/,Oakland Athletics,oak,103,133,home,14,oak,OAK,Athletics
16,AL,201,Toronto,2012/05/08/gid_2012_05_08_tormlb_oakmlb_1/,Toronto Blue Jays,tor,103,141,away,14,tor,TOR,Blue Jays
18,NL,204,Washington,2012/05/08/gid_2012_05_08_wasmlb_pitmlb_1/,Washington Nationals,was,104,120,away,11,was,WSH,Nationals
13,NL,205,Pittsburgh,2012/05/08/gid_2012_05_08_wasmlb_pitmlb_1/,Pittsburgh Pirates,pit,104,134,home,16,pit,PIT,Pirates
14,AL,200,LA Angels,2012/05/09/gid_2012_05_09_anamlb_minmlb_1/,Los Angeles Angels,ana,103,108,away,18,ana,LAA,Angels
8,AL,202,Minnesota,2012/05/09/gid_2012_05_09_anamlb_minmlb_1/,Minnesota Twins,min,103,142,home,22,min,MIN,Twins
13,NL,205,Chi Cubs,2012/05/09/gid_2012_05_09_atlmlb_chnmlb_1/,Chicago Cubs,chn,104,112,home,18,chc,CHC,Cubs
19,NL,204,Atlanta,2012/05/09/gid_2012_05_09_atlmlb_chnmlb_1/,Atlanta Braves,atl,104,144,away,13,atl,ATL,Braves
12,AL,201,Boston,2012/05/09/gid_2012_05_09_bosmlb_kcamlb_1/,Boston Red Sox,bos,103,111,away,18,bos,BOS,Red Sox
11,AL,202,Kansas City,2012/05/09/gid_2012_05_09_bosmlb_kcamlb_1/,Kansas City Royals,kca,103,118,home,19,kc,KC,Royals
17,AL,202,Cleveland,2012/05/09/gid_2012_05_09_chamlb_clemlb_1/,Cleveland Indians,cle,103,114,home,13,cle,CLE,Indians
15,AL,202,Chi White Sox,2012/05/09/gid_2012_05_09_chamlb_clemlb_1/,Chicago White Sox,cha,103,145,away,17,cws,CWS,White Sox
16,NL,205,Cincinnati,2012/05/09/gid_2012_05_09_cinmlb_milmlb_1/,Cincinnati Reds,cin,104,113,away,14,cin,CIN,Reds
13,NL,205,Milwaukee,2012/05/09/gid_2012_05_09_cinmlb_milmlb_1/,Milwaukee Brewers,mil,104,158,home,18,mil,MIL,Brewers
13,NL,203,Colorado,2012/05/09/gid_2012_05_09_colmlb_sdnmlb_1/,Colorado Rockies,col,104,115,away,17,col,COL,Rockies
11,NL,203,San Diego,2012/05/09/gid_2012_05_09_colmlb_sdnmlb_1/,San Diego Padres,sdn,104,135,home,21,sd,SD,Padres
15,AL,202,Detroit,2012/05/09/gid_2012_05_09_detmlb_seamlb_1/,Detroit Tigers,det,103,116,away,15,det,DET,Tigers
15,AL,200,Seattle,2012/05/09/gid_2012_05_09_detmlb_seamlb_1/,Seattle Mariners,sea,103,136,home,18,sea,SEA,Mariners
14,NL,205,Houston,2012/05/09/gid_2012_05_09_miamlb_houmlb_1/,Houston Astros,hou,104,117,home,17,hou,HOU,Astros
16,NL,204,Miami,2012/05/09/gid_2012_05_09_miamlb_houmlb_1/,Miami Marlins,mia,104,146,away,15,mia,MIA,Marlins
18,NL,204,NY Mets,2012/05/09/gid_2012_05_09_nynmlb_phimlb_1/,New York Mets,nyn,104,121,away,13,nym,NYM,Mets
14,NL,204,Philadelphia,2012/05/09/gid_2012_05_09_nynmlb_phimlb_1/,Philadelphia Phillies,phi,104,143,home,18,phi,PHI,Phillies
20,NL,203,LA Dodgers,2012/05/09/gid_2012_05_09_sfnmlb_lanmlb_1/,Los Angeles Dodgers,lan,104,119,home,11,la,LAD,Dodgers
15,NL,203,San Francisco,2012/05/09/gid_2012_05_09_sfnmlb_lanmlb_1/,San Francisco Giants,sfn,104,137,away,16,sf,SF,Giants
14,NL,203,Arizona,2012/05/09/gid_2012_05_09_slnmlb_arimlb_1/,Arizona Diamondbacks,ari,104,109,home,18,ari,ARI,D-backs
20,NL,205,St. Louis,2012/05/09/gid_2012_05_09_slnmlb_arimlb_1/,St. Louis Cardinals,sln,104,138,away,11,stl,STL,Cardinals
20,AL,201,Tampa Bay,2012/05/09/gid_2012_05_09_tbamlb_nyamlb_1/,Tampa Bay Rays,tba,103,139,away,11,tb,TB,Rays
16,AL,201,NY Yankees,2012/05/09/gid_2012_05_09_tbamlb_nyamlb_1/,New York Yankees,nya,103,147,home,14,nyy,NYY,Yankees
19,AL,201,Baltimore,2012/05/09/gid_2012_05_09_texmlb_balmlb_1/,Baltimore Orioles,bal,103,110,home,11,bal,BAL,Orioles
20,AL,200,Texas,2012/05/09/gid_2012_05_09_texmlb_balmlb_1/,Texas Rangers,tex,103,140,away,10,tex,TEX,Rangers
16,AL,200,Oakland,2012/05/09/gid_2012_05_09_tormlb_oakmlb_1/,Oakland Athletics,oak,103,133,home,15,oak,OAK,Athletics
17,AL,201,Toronto,2012/05/09/gid_2012_05_09_tormlb_oakmlb_1/,Toronto Blue Jays,tor,103,141,away,14,tor,TOR,Blue Jays
18,NL,204,Washington,2012/05/09/gid_2012_05_09_wasmlb_pitmlb_1/,Washington Nationals,was,104,120,away,12,was,WSH,Nationals
14,NL,205,Pittsburgh,2012/05/09/gid_2012_05_09_wasmlb_pitmlb_1/,Pittsburgh Pirates,pit,104,134,home,16,pit,PIT,Pirates
12,AL,201,Boston,2012/05/10/gid_2012_05_10_clemlb_bosmlb_1/,Boston Red Sox,bos,103,111,home,19,bos,BOS,Red Sox
18,AL,202,Cleveland,2012/05/10/gid_2012_05_10_clemlb_bosmlb_1/,Cleveland Indians,cle,103,114,away,13,cle,CLE,Indians
16,AL,202,Detroit,2012/05/10/gid_2012_05_10_detmlb_oakmlb_1/,Detroit Tigers,det,103,116,away,15,det,DET,Tigers
16,AL,200,Oakland,2012/05/10/gid_2012_05_10_detmlb_oakmlb_1/,Oakland Athletics,oak,103,133,home,16,oak,OAK,Athletics
20,AL,201,Tampa Bay,2012/05/10/gid_2012_05_10_tbamlb_nyamlb_1/,Tampa Bay Rays,tba,103,139,away,12,tb,TB,Rays
17,AL,201,NY Yankees,2012/05/10/gid_2012_05_10_tbamlb_nyamlb_1/,New York Yankees,nya,103,147,home,14,nyy,NYY,Yankees
20,AL,201,Baltimore,2012/05/10/gid_2012_05_10_texmlb_balmlb_1/,Baltimore Orioles,bal,103,110,home,11,bal,BAL,Orioles
20,AL,200,Texas,2012/05/10/gid_2012_05_10_texmlb_balmlb_1/,Texas Rangers,tex,103,140,away,11,tex,TEX,Rangers
20,AL,201,Baltimore,2012/05/10/gid_2012_05_10_texmlb_balmlb_2/,Baltimore Orioles,bal,103,110,home,12,bal,BAL,Orioles
21,AL,200,Texas,2012/05/10/gid_2012_05_10_texmlb_balmlb_2/,Texas Rangers,tex,103,140,away,11,tex,TEX,Rangers
18,AL,201,Toronto,2012/05/10/gid_2012_05_10_tormlb_minmlb_1/,Toronto Blue Jays,tor,103,141,away,14,tor,TOR,Blue Jays
8,AL,202,Minnesota,2012/05/10/gid_2012_05_10_tormlb_minmlb_1/,Minnesota Twins,min,103,142,home,23,min,MIN,Twins
19,NL,204,Washington,2012/05/10/gid_2012_05_10_wasmlb_pitmlb_1/,Washington Nationals,was,104,120,away,12,was,WSH,Nationals
14,NL,205,Pittsburgh,2012/05/10/gid_2012_05_10_wasmlb_pitmlb_1/,Pittsburgh Pirates,pit,104,134,home,17,pit,PIT,Pirates
14,AL,200,LA Angels,2012/05/11/gid_2012_05_11_anamlb_texmlb_1/,Los Angeles Angels,ana,103,108,away,19,ana,LAA,Angels
22,AL,200,Texas,2012/05/11/gid_2012_05_11_anamlb_texmlb_1/,Texas Rangers,tex,103,140,home,11,tex,TEX,Rangers
20,NL,205,St. Louis,2012/05/11/gid_2012_05_11_atlmlb_slnmlb_1/,St. Louis Cardinals,sln,104,138,home,12,stl,STL,Cardinals
20,NL,204,Atlanta,2012/05/11/gid_2012_05_11_atlmlb_slnmlb_1/,Atlanta Braves,atl,104,144,away,13,atl,ATL,Braves
13,NL,205,Chi Cubs,2012/05/11/gid_2012_05_11_chnmlb_milmlb_1/,Chicago Cubs,chn,104,112,away,19,chc,CHC,Cubs
14,NL,205,Milwaukee,2012/05/11/gid_2012_05_11_chnmlb_milmlb_1/,Milwaukee Brewers,mil,104,158,home,18,mil,MIL,Brewers
13,AL,201,Boston,2012/05/11/gid_2012_05_11_clemlb_bosmlb_1/,Boston Red Sox,bos,103,111,home,19,bos,BOS,Red Sox
18,AL,202,Cleveland,2012/05/11/gid_2012_05_11_clemlb_bosmlb_1/,Cleveland Indians,cle,103,114,away,14,cle,CLE,Indians
13,NL,203,Colorado,2012/05/11/gid_2012_05_11_colmlb_lanmlb_1/,Colorado Rockies,col,104,115,away,18,col,COL,Rockies
21,NL,203,LA Dodgers,2012/05/11/gid_2012_05_11_colmlb_lanmlb_1/,Los Angeles Dodgers,lan,104,119,home,11,la,LAD,Dodgers
16,AL,202,Detroit,2012/05/11/gid_2012_05_11_detmlb_oakmlb_1/,Detroit Tigers,det,103,116,away,16,det,DET,Tigers
17,AL,200,Oakland,2012/05/11/gid_2012_05_11_detmlb_oakmlb_1/,Oakland Athletics,oak,103,133,home,16,oak,OAK,Athletics
15,NL,205,Houston,2012/05/11/gid_2012_05_11_houmlb_pitmlb_1/,Houston Astros,hou,104,117,away,17,hou,HOU,Astros
14,NL,205,Pittsburgh,2012/05/11/gid_2012_05_11_houmlb_pitmlb_1/,Pittsburgh Pirates,pit,104,134,home,18,pit,PIT,Pirates
11,AL,202,Kansas City,2012/05/11/gid_2012_05_11_kcamlb_chamlb_1/,Kansas City Royals,kca,103,118,away,20,kc,KC,Royals
16,AL,202,Chi White Sox,2012/05/11/gid_2012_05_11_kcamlb_chamlb_1/,Chicago White Sox,cha,103,145,home,17,cws,CWS,White Sox
18,NL,204,NY Mets,2012/05/11/gid_2012_05_11_nynmlb_miamlb_1/,New York Mets,nyn,104,121,away,14,nym,NYM,Mets
17,NL,204,Miami,2012/05/11/gid_2012_05_11_nynmlb_miamlb_1/,Miami Marlins,mia,104,146,home,15,mia,MIA,Marlins
11,NL,203,San Diego,2012/05/11/gid_2012_05_11_sdnmlb_phimlb_1/,San Diego Padres,sdn,104,135,away,22,sd,SD,Padres
15,NL,204,Philadelphia,2012/05/11/gid_2012_05_11_sdnmlb_phimlb_1/,Philadelphia Phillies,phi,104,143,home,18,phi,PHI,Phillies
15,AL,200,Seattle,2012/05/11/gid_2012_05_11_seamlb_nyamlb_1/,Seattle Mariners,sea,103,136,away,19,sea,SEA,Mariners
18,AL,201,NY Yankees,2012/05/11/gid_2012_05_11_seamlb_nyamlb_1/,New York Yankees,nya,103,147,home,14,nyy,NYY,Yankees
15,NL,203,Arizona,2012/05/11/gid_2012_05_11_sfnmlb_arimlb_1/,Arizona Diamondbacks,ari,104,109,home,18,ari,ARI,D-backs
15,NL,203,San Francisco,2012/05/11/gid_2012_05_11_sfnmlb_arimlb_1/,San Francisco Giants,sfn,104,137,away,17,sf,SF,Giants
21,AL,201,Baltimore,2012/05/11/gid_2012_05_11_tbamlb_balmlb_1/,Baltimore Orioles,bal,103,110,home,12,bal,BAL,Orioles
20,AL,201,Tampa Bay,2012/05/11/gid_2012_05_11_tbamlb_balmlb_1/,Tampa Bay Rays,tba,103,139,away,13,tb,TB,Rays
18,AL,201,Toronto,2012/05/11/gid_2012_05_11_tormlb_minmlb_1/,Toronto Blue Jays,tor,103,141,away,15,tor,TOR,Blue Jays
9,AL,202,Minnesota,2012/05/11/gid_2012_05_11_tormlb_minmlb_1/,Minnesota Twins,min,103,142,home,23,min,MIN,Twins
16,NL,205,Cincinnati,2012/05/11/gid_2012_05_11_wasmlb_cinmlb_1/,Cincinnati Reds,cin,104,113,home,15,cin,CIN,Reds
20,NL,204,Washington,2012/05/11/gid_2012_05_11_wasmlb_cinmlb_1/,Washington Nationals,was,104,120,away,12,was,WSH,Nationals
15,AL,200,LA Angels,2012/05/12/gid_2012_05_12_anamlb_texmlb_1/,Los Angeles Angels,ana,103,108,away,19,ana,LAA,Angels
22,AL,200,Texas,2012/05/12/gid_2012_05_12_anamlb_texmlb_1/,Texas Rangers,tex,103,140,home,12,tex,TEX,Rangers
20,NL,205,St. Louis,2012/05/12/gid_2012_05_12_atlmlb_slnmlb_1/,St. Louis Cardinals,sln,104,138,home,13,stl,STL,Cardinals
21,NL,204,Atlanta,2012/05/12/gid_2012_05_12_atlmlb_slnmlb_1/,Atlanta Braves,atl,104,144,away,13,atl,ATL,Braves
13,NL,205,Chi Cubs,2012/05/12/gid_2012_05_12_chnmlb_milmlb_1/,Chicago Cubs,chn,104,112,away,20,chc,CHC,Cubs
15,NL,205,Milwaukee,2012/05/12/gid_2012_05_12_chnmlb_milmlb_1/,Milwaukee Brewers,mil,104,158,home,18,mil,MIL,Brewers
14,AL,201,Boston,2012/05/12/gid_2012_05_12_clemlb_bosmlb_1/,Boston Red Sox,bos,103,111,home,19,bos,BOS,Red Sox
18,AL,202,Cleveland,2012/05/12/gid_2012_05_12_clemlb_bosmlb_1/,Cleveland Indians,cle,103,114,away,15,cle,CLE,Indians
13,NL,203,Colorado,2012/05/12/gid_2012_05_12_colmlb_lanmlb_1/,Colorado Rockies,col,104,115,away,19,col,COL,Rockies
22,NL,203,LA Dodgers,2012/05/12/gid_2012_05_12_colmlb_lanmlb_1/,Los Angeles Dodgers,lan,104,119,home,11,la,LAD,Dodgers
16,AL,202,Detroit,2012/05/12/gid_2012_05_12_detmlb_oakmlb_1/,Detroit Tigers,det,103,116,away,17,det,DET,Tigers
18,AL,200,Oakland,2012/05/12/gid_2012_05_12_detmlb_oakmlb_1/,Oakland Athletics,oak,103,133,home,16,oak,OAK,Athletics
15,NL,205,Houston,2012/05/12/gid_2012_05_12_houmlb_pitmlb_1/,Houston Astros,hou,104,117,away,18,hou,HOU,Astros
15,NL,205,Pittsburgh,2012/05/12/gid_2012_05_12_houmlb_pitmlb_1/,Pittsburgh Pirates,pit,104,134,home,18,pit,PIT,Pirates
12,AL,202,Kansas City,2012/05/12/gid_2012_05_12_kcamlb_chamlb_1/,Kansas City Royals,kca,103,118,away,20,kc,KC,Royals
16,AL,202,Chi White Sox,2012/05/12/gid_2012_05_12_kcamlb_chamlb_1/,Chicago White Sox,cha,103,145,home,18,cws,CWS,White Sox
19,NL,204,NY Mets,2012/05/12/gid_2012_05_12_nynmlb_miamlb_1/,New York Mets,nyn,104,121,away,14,nym,NYM,Mets
17,NL,204,Miami,2012/05/12/gid_2012_05_12_nynmlb_miamlb_1/,Miami Marlins,mia,104,146,home,16,mia,MIA,Marlins
12,NL,203,San Diego,2012/05/12/gid_2012_05_12_sdnmlb_phimlb_1/,San Diego Padres,sdn,104,135,away,22,sd,SD,Padres
15,NL,204,Philadelphia,2012/05/12/gid_2012_05_12_sdnmlb_phimlb_1/,Philadelphia Phillies,phi,104,143,home,19,phi,PHI,Phillies
15,AL,200,Seattle,2012/05/12/gid_2012_05_12_seamlb_nyamlb_1/,Seattle Mariners,sea,103,136,away,20,sea,SEA,Mariners
19,AL,201,NY Yankees,2012/05/12/gid_2012_05_12_seamlb_nyamlb_1/,New York Yankees,nya,103,147,home,14,nyy,NYY,Yankees
15,NL,203,Arizona,2012/05/12/gid_2012_05_12_sfnmlb_arimlb_1/,Arizona Diamondbacks,ari,104,109,home,19,ari,ARI,D-backs
16,NL,203,San Francisco,2012/05/12/gid_2012_05_12_sfnmlb_arimlb_1/,San Francisco Giants,sfn,104,137,away,17,sf,SF,Giants
22,AL,201,Baltimore,2012/05/12/gid_2012_05_12_tbamlb_balmlb_1/,Baltimore Orioles,bal,103,110,home,12,bal,BAL,Orioles
20,AL,201,Tampa Bay,2012/05/12/gid_2012_05_12_tbamlb_balmlb_1/,Tampa Bay Rays,tba,103,139,away,14,tb,TB,Rays
19,AL,201,Toronto,2012/05/12/gid_2012_05_12_tormlb_minmlb_1/,Toronto Blue Jays,tor,103,141,away,15,tor,TOR,Blue Jays
9,AL,202,Minnesota,2012/05/12/gid_2012_05_12_tormlb_minmlb_1/,Minnesota Twins,min,103,142,home,24,min,MIN,Twins
16,NL,205,Cincinnati,2012/05/12/gid_2012_05_12_wasmlb_cinmlb_1/,Cincinnati Reds,cin,104,113,home,16,cin,CIN,Reds
21,NL,204,Washington,2012/05/12/gid_2012_05_12_wasmlb_cinmlb_1/,Washington Nationals,was,104,120,away,12,was,WSH,Nationals
15,AL,200,LA Angels,2012/05/13/gid_2012_05_13_anamlb_texmlb_1/,Los Angeles Angels,ana,103,108,away,20,ana,LAA,Angels
23,AL,200,Texas,2012/05/13/gid_2012_05_13_anamlb_texmlb_1/,Texas Rangers,tex,103,140,home,12,tex,TEX,Rangers
20,NL,205,St. Louis,2012/05/13/gid_2012_05_13_atlmlb_slnmlb_1/,St. Louis Cardinals,sln,104,138,home,14,stl,STL,Cardinals
22,NL,204,Atlanta,2012/05/13/gid_2012_05_13_atlmlb_slnmlb_1/,Atlanta Braves,atl,104,144,away,13,atl,ATL,Braves
14,NL,205,Chi Cubs,2012/05/13/gid_2012_05_13_chnmlb_milmlb_1/,Chicago Cubs,chn,104,112,away,20,chc,CHC,Cubs
15,NL,205,Milwaukee,2012/05/13/gid_2012_05_13_chnmlb_milmlb_1/,Milwaukee Brewers,mil,104,158,home,19,mil,MIL,Brewers
15,AL,201,Boston,2012/05/13/gid_2012_05_13_clemlb_bosmlb_1/,Boston Red Sox,bos,103,111,home,19,bos,BOS,Red Sox
18,AL,202,Cleveland,2012/05/13/gid_2012_05_13_clemlb_bosmlb_1/,Cleveland Indians,cle,103,114,away,16,cle,CLE,Indians
13,NL,203,Colorado,2012/05/13/gid_2012_05_13_colmlb_lanmlb_1/,Colorado Rockies,col,104,115,away,20,col,COL,Rockies
23,NL,203,LA Dodgers,2012/05/13/gid_2012_05_13_colmlb_lanmlb_1/,Los Angeles Dodgers,lan,104,119,home,11,la,LAD,Dodgers
17,AL,202,Detroit,2012/05/13/gid_2012_05_13_detmlb_oakmlb_1/,Detroit Tigers,det,103,116,away,17,det,DET,Tigers
18,AL,200,Oakland,2012/05/13/gid_2012_05_13_detmlb_oakmlb_1/,Oakland Athletics,oak,103,133,home,17,oak,OAK,Athletics
15,NL,205,Houston,2012/05/13/gid_2012_05_13_houmlb_pitmlb_1/,Houston Astros,hou,104,117,away,19,hou,HOU,Astros
16,NL,205,Pittsburgh,2012/05/13/gid_2012_05_13_houmlb_pitmlb_1/,Pittsburgh Pirates,pit,104,134,home,18,pit,PIT,Pirates
13,AL,202,Kansas City,2012/05/13/gid_2012_05_13_kcamlb_chamlb_1/,Kansas City Royals,kca,103,118,away,20,kc,KC,Royals
16,AL,202,Chi White Sox,2012/05/13/gid_2012_05_13_kcamlb_chamlb_1/,Chicago White Sox,cha,103,145,home,19,cws,CWS,White Sox
19,NL,204,NY Mets,2012/05/13/gid_2012_05_13_nynmlb_miamlb_1/,New York Mets,nyn,104,121,away,15,nym,NYM,Mets
18,NL,204,Miami,2012/05/13/gid_2012_05_13_nynmlb_miamlb_1/,Miami Marlins,mia,104,146,home,16,mia,MIA,Marlins
12,NL,203,San Diego,2012/05/13/gid_2012_05_13_sdnmlb_phimlb_1/,San Diego Padres,sdn,104,135,away,23,sd,SD,Padres
16,NL,204,Philadelphia,2012/05/13/gid_2012_05_13_sdnmlb_phimlb_1/,Philadelphia Phillies,phi,104,143,home,19,phi,PHI,Phillies
16,AL,200,Seattle,2012/05/13/gid_2012_05_13_seamlb_nyamlb_1/,Seattle Mariners,sea,103,136,away,20,sea,SEA,Mariners
19,AL,201,NY Yankees,2012/05/13/gid_2012_05_13_seamlb_nyamlb_1/,New York Yankees,nya,103,147,home,15,nyy,NYY,Yankees
15,NL,203,Arizona,2012/05/13/gid_2012_05_13_sfnmlb_arimlb_1/,Arizona Diamondbacks,ari,104,109,home,20,ari,ARI,D-backs
17,NL,203,San Francisco,2012/05/13/gid_2012_05_13_sfnmlb_arimlb_1/,San Francisco Giants,sfn,104,137,away,17,sf,SF,Giants
22,AL,201,Baltimore,2012/05/13/gid_2012_05_13_tbamlb_balmlb_1/,Baltimore Orioles,bal,103,110,home,13,bal,BAL,Orioles
21,AL,201,Tampa Bay,2012/05/13/gid_2012_05_13_tbamlb_balmlb_1/,Tampa Bay Rays,tba,103,139,away,14,tb,TB,Rays
19,AL,201,Toronto,2012/05/13/gid_2012_05_13_tormlb_minmlb_1/,Toronto Blue Jays,tor,103,141,away,16,tor,TOR,Blue Jays
10,AL,202,Minnesota,2012/05/13/gid_2012_05_13_tormlb_minmlb_1/,Minnesota Twins,min,103,142,home,24,min,MIN,Twins
17,NL,205,Cincinnati,2012/05/13/gid_2012_05_13_wasmlb_cinmlb_1/,Cincinnati Reds,cin,104,113,home,16,cin,CIN,Reds
21,NL,204,Washington,2012/05/13/gid_2012_05_13_wasmlb_cinmlb_1/,Washington Nationals,was,104,120,away,13,was,WSH,Nationals
15,NL,203,Arizona,2012/05/14/gid_2012_05_14_arimlb_lanmlb_1/,Arizona Diamondbacks,ari,104,109,away,21,ari,ARI,D-backs
24,NL,203,LA Dodgers,2012/05/14/gid_2012_05_14_arimlb_lanmlb_1/,Los Angeles Dodgers,lan,104,119,home,11,la,LAD,Dodgers
15,NL,205,Chi Cubs,2012/05/14/gid_2012_05_14_chnmlb_slnmlb_1/,Chicago Cubs,chn,104,112,away,20,chc,CHC,Cubs
20,NL,205,St. Louis,2012/05/14/gid_2012_05_14_chnmlb_slnmlb_1/,St. Louis Cardinals,sln,104,138,home,15,stl,STL,Cardinals
18,NL,205,Cincinnati,2012/05/14/gid_2012_05_14_cinmlb_atlmlb_1/,Cincinnati Reds,cin,104,113,away,16,cin,CIN,Reds
22,NL,204,Atlanta,2012/05/14/gid_2012_05_14_cinmlb_atlmlb_1/,Atlanta Braves,atl,104,144,home,14,atl,ATL,Braves
19,AL,202,Cleveland,2012/05/14/gid_2012_05_14_clemlb_minmlb_1/,Cleveland Indians,cle,103,114,away,16,cle,CLE,Indians
10,AL,202,Minnesota,2012/05/14/gid_2012_05_14_clemlb_minmlb_1/,Minnesota Twins,min,103,142,home,25,min,MIN,Twins
13,NL,203,Colorado,2012/05/14/gid_2012_05_14_colmlb_sfnmlb_1/,Colorado Rockies,col,104,115,away,21,col,COL,Rockies
18,NL,203,San Francisco,2012/05/14/gid_2012_05_14_colmlb_sfnmlb_1/,San Francisco Giants,sfn,104,137,home,17,sf,SF,Giants
17,AL,202,Detroit,2012/05/14/gid_2012_05_14_detmlb_chamlb_1/,Detroit Tigers,det,103,116,away,18,det,DET,Tigers
