home_team_errors,note,home_team_hits,game_id,away_team_hits,away_team_runs,home_team_runs,away_team_errors
0,,9,2014/08/04/gid_2014_08_04_sfnmlb_nynmlb_1/,9,4,3,1
2,Two out when winning run scored.,11,2014/08/04/gid_2014_08_04_tbamlb_oakmlb_1/,6,2,3,0
1,Game called (rain)  with 0 out in the bottom ,10,2014/08/04/gid_2014_08_04_texmlb_chamlb_1/,4,3,5,0
0,One out when winning run scored.,7,2014/08/05/gid_2014_08_05_anamlb_lanmlb_1/,8,4,5,2
0,,6,2014/08/05/gid_2014_08_05_atlmlb_seamlb_1/,6,2,4,1
1,,12,2014/08/05/gid_2014_08_05_balmlb_tormlb_1/,14,9,3,0
1,,10,2014/08/05/gid_2014_08_05_bosmlb_slnmlb_1/,5,2,3,0
1,,14,2014/08/05/gid_2014_08_05_chnmlb_colmlb_1/,8,6,5,1
1,,5,2014/08/05/gid_2014_08_05_cinmlb_clemlb_1/,15,9,2,0
0,,8,2014/08/05/gid_2014_08_05_detmlb_nyamlb_1/,8,4,3,0
0,Two out when winning run scored.,9,2014/08/05/gid_2014_08_05_houmlb_phimlb_1/,6,1,2,1
0,,5,2014/08/05/gid_2014_08_05_kcamlb_arimlb_1/,15,12,2,1
1,,7,2014/08/05/gid_2014_08_05_miamlb_pitmlb_1/,9,6,3,0
0,,8,2014/08/05/gid_2014_08_05_nynmlb_wasmlb_1/,11,6,1,0
0,,5,2014/08/05/gid_2014_08_05_sdnmlb_minmlb_1/,12,1,3,0
1,,8,2014/08/05/gid_2014_08_05_sfnmlb_milmlb_1/,6,3,4,0
0,,10,2014/08/05/gid_2014_08_05_tbamlb_oakmlb_1/,7,0,3,3
0,,6,2014/08/05/gid_2014_08_05_texmlb_chamlb_1/,18,16,0,0
0,,12,2014/08/06/gid_2014_08_06_atlmlb_seamlb_1/,10,3,7,0
0,,12,2014/08/06/gid_2014_08_06_balmlb_tormlb_1/,1,1,5,1
0,,5,2014/08/06/gid_2014_08_06_bosmlb_slnmlb_1/,8,2,1,0
0,,16,2014/08/06/gid_2014_08_06_chnmlb_colmlb_1/,8,4,13,0
0,,10,2014/08/06/gid_2014_08_06_clemlb_cinmlb_1/,7,3,8,0
4,,8,2014/08/06/gid_2014_08_06_detmlb_nyamlb_1/,5,1,5,1
1,,12,2014/08/06/gid_2014_08_06_houmlb_phimlb_1/,10,3,10,0
0,,12,2014/08/06/gid_2014_08_06_kcamlb_arimlb_1/,5,4,3,0
0,,5,2014/08/06/gid_2014_08_06_lanmlb_anamlb_1/,9,2,1,0
0,,9,2014/08/06/gid_2014_08_06_miamlb_pitmlb_1/,7,3,7,1
1,,9,2014/08/06/gid_2014_08_06_nynmlb_wasmlb_1/,8,1,7,0
0,,10,2014/08/06/gid_2014_08_06_sdnmlb_minmlb_1/,9,5,4,1
0,,13,2014/08/06/gid_2014_08_06_sfnmlb_milmlb_1/,14,7,4,1
1,,4,2014/08/06/gid_2014_08_06_tbamlb_oakmlb_1/,13,7,3,0
1,,8,2014/08/06/gid_2014_08_06_texmlb_chamlb_1/,5,3,1,0
0,,4,2014/08/07/gid_2014_08_07_balmlb_tormlb_1/,5,2,1,0
0,,8,2014/08/07/gid_2014_08_07_bosmlb_slnmlb_1/,8,2,5,0
1,,12,2014/08/07/gid_2014_08_07_chamlb_seamlb_1/,5,3,13,1
1,,6,2014/08/07/gid_2014_08_07_chnmlb_colmlb_1/,8,6,2,1
1,,8,2014/08/07/gid_2014_08_07_clemlb_cinmlb_1/,5,0,4,3
0,,9,2014/08/07/gid_2014_08_07_detmlb_nyamlb_1/,5,0,1,0
0,,10,2014/08/07/gid_2014_08_07_houmlb_phimlb_1/,8,5,6,0
0,,7,2014/08/07/gid_2014_08_07_kcamlb_arimlb_1/,11,6,2,0
1,,2,2014/08/07/gid_2014_08_07_lanmlb_anamlb_1/,13,7,0,0
0,,13,2014/08/07/gid_2014_08_07_miamlb_pitmlb_1/,3,2,7,0
0,,7,2014/08/07/gid_2014_08_07_minmlb_oakmlb_1/,3,0,3,1
0,None out when winning run scored.,14,2014/08/07/gid_2014_08_07_nynmlb_wasmlb_1/,9,3,5,0
0,,9,2014/08/07/gid_2014_08_07_sfnmlb_milmlb_1/,8,1,3,0
0,,6,2014/08/08/gid_2014_08_08_bosmlb_anamlb_1/,8,4,2,1
0,,9,2014/08/08/gid_2014_08_08_chamlb_seamlb_1/,6,1,4,1
0,,9,2014/08/08/gid_2014_08_08_clemlb_nyamlb_1/,12,6,10,3
1,,8,2014/08/08/gid_2014_08_08_colmlb_arimlb_1/,9,3,5,2
1,,12,2014/08/08/gid_2014_08_08_detmlb_tormlb_1/,9,5,4,3
0,,7,2014/08/08/gid_2014_08_08_lanmlb_milmlb_1/,9,3,9,2
0,,7,2014/08/08/gid_2014_08_08_miamlb_cinmlb_1/,7,2,1,0
1,,6,2014/08/08/gid_2014_08_08_minmlb_oakmlb_1/,7,5,6,1
0,,9,2014/08/08/gid_2014_08_08_nynmlb_phimlb_1/,12,5,4,0
0,,8,2014/08/08/gid_2014_08_08_sdnmlb_pitmlb_1/,5,1,2,1
1,,7,2014/08/08/gid_2014_08_08_sfnmlb_kcamlb_1/,12,2,4,3
0,,15,2014/08/08/gid_2014_08_08_slnmlb_balmlb_1/,4,2,12,1
0,,8,2014/08/08/gid_2014_08_08_tbamlb_chnmlb_1/,9,4,3,3
1,,10,2014/08/08/gid_2014_08_08_texmlb_houmlb_1/,9,3,4,0
2,,9,2014/08/08/gid_2014_08_08_wasmlb_atlmlb_1/,6,6,7,1
2,None out when winning run scored.,15,2014/08/09/gid_2014_08_09_bosmlb_anamlb_1/,6,4,5,0
1,,7,2014/08/09/gid_2014_08_09_chamlb_seamlb_1/,10,2,1,1
0,,5,2014/08/09/gid_2014_08_09_clemlb_nyamlb_1/,9,3,0,0
1,,15,2014/08/09/gid_2014_08_09_colmlb_arimlb_1/,6,4,14,2
1,None out when winning run scored.,8,2014/08/09/gid_2014_08_09_detmlb_tormlb_1/,4,2,3,0
0,,9,2014/08/09/gid_2014_08_09_lanmlb_milmlb_1/,4,1,4,0
0,,7,2014/08/09/gid_2014_08_09_miamlb_cinmlb_1/,8,4,3,1
1,,10,2014/08/09/gid_2014_08_09_minmlb_oakmlb_1/,12,4,9,1
0,,5,2014/08/09/gid_2014_08_09_nynmlb_phimlb_1/,8,2,1,0
0,,9,2014/08/09/gid_2014_08_09_sdnmlb_pitmlb_1/,4,2,1,0
0,,9,2014/08/09/gid_2014_08_09_sfnmlb_kcamlb_1/,4,0,5,0
0,,16,2014/08/09/gid_2014_08_09_slnmlb_balmlb_1/,9,3,10,1
1,,5,2014/08/09/gid_2014_08_09_tbamlb_chnmlb_1/,6,4,0,0
0,,12,2014/08/09/gid_2014_08_09_texmlb_houmlb_1/,10,3,8,1
0,,9,2014/08/09/gid_2014_08_09_wasmlb_atlmlb_1/,11,4,1,0
1,,6,2014/08/10/gid_2014_08_10_bosmlb_anamlb_1/,4,3,1,2
0,,9,2014/08/10/gid_2014_08_10_chamlb_seamlb_1/,9,2,4,0
0,,5,2014/08/10/gid_2014_08_10_clemlb_nyamlb_1/,7,4,1,0
0,,8,2014/08/10/gid_2014_08_10_colmlb_arimlb_1/,9,5,3,2
2,None out when winning run scored.,17,2014/08/10/gid_2014_08_10_detmlb_tormlb_1/,22,5,6,1
2,,6,2014/08/10/gid_2014_08_10_lanmlb_milmlb_1/,14,5,1,0
1,,7,2014/08/10/gid_2014_08_10_miamlb_cinmlb_1/,5,2,7,1
1,,6,2014/08/10/gid_2014_08_10_minmlb_oakmlb_1/,10,6,1,0
1,Two out when winning run scored.,9,2014/08/10/gid_2014_08_10_nynmlb_phimlb_1/,13,6,7,1
1,,7,2014/08/10/gid_2014_08_10_sdnmlb_pitmlb_1/,11,8,2,0
0,,10,2014/08/10/gid_2014_08_10_sfnmlb_kcamlb_1/,8,4,7,0
1,,10,2014/08/10/gid_2014_08_10_slnmlb_balmlb_1/,17,8,3,0
1,One out when winning run scored.,13,2014/08/10/gid_2014_08_10_tbamlb_chnmlb_1/,8,2,3,0
1,,6,2014/08/10/gid_2014_08_10_texmlb_houmlb_1/,8,6,2,0
1,,9,2014/08/10/gid_2014_08_10_wasmlb_atlmlb_1/,5,1,3,0
0,,8,2014/08/11/gid_2014_08_11_colmlb_sdnmlb_1/,5,3,4,1
0,,14,2014/08/11/gid_2014_08_11_detmlb_pitmlb_1/,14,6,11,3
1,,6,2014/08/11/gid_2014_08_11_lanmlb_atlmlb_1/,11,6,2,0
0,,7,2014/08/11/gid_2014_08_11_milmlb_chnmlb_1/,7,3,1,0
2,,9,2014/08/11/gid_2014_08_11_minmlb_houmlb_1/,11,4,2,1
2,,14,2014/08/11/gid_2014_08_11_nyamlb_balmlb_1/,6,3,11,0
0,,7,2014/08/11/gid_2014_08_11_nynmlb_phimlb_1/,7,5,3,0
0,,6,2014/08/11/gid_2014_08_11_oakmlb_kcamlb_1/,3,2,3,1
0,,11,2014/08/11/gid_2014_08_11_slnmlb_miamlb_1/,12,5,6,1
1,,3,2014/08/11/gid_2014_08_11_tbamlb_texmlb_1/,10,7,0,1
0,,10,2014/08/11/gid_2014_08_11_tormlb_seamlb_1/,3,1,11,0
0,,2,2014/08/12/gid_2014_08_12_arimlb_clemlb_1/,2,0,1,0
0,,6,2014/08/12/gid_2014_08_12_bosmlb_cinmlb_1/,8,3,2,1
0,,9,2014/08/12/gid_2014_08_12_chamlb_sfnmlb_1/,5,3,2,0
1,,5,2014/08/12/gid_2014_08_12_colmlb_sdnmlb_1/,6,1,4,1
1,,9,2014/08/12/gid_2014_08_12_detmlb_pitmlb_1/,7,2,4,0
1,,6,2014/08/12/gid_2014_08_12_lanmlb_atlmlb_1/,10,4,2,1
0,,7,2014/08/12/gid_2014_08_12_milmlb_chnmlb_1/,6,0,3,0
0,,12,2014/08/12/gid_2014_08_12_minmlb_houmlb_1/,8,4,10,1
1,,7,2014/08/12/gid_2014_08_12_oakmlb_kcamlb_1/,20,11,3,1
1,,11,2014/08/12/gid_2014_08_12_phimlb_anamlb_1/,7,2,7,1
1,,7,2014/08/12/gid_2014_08_12_slnmlb_miamlb_1/,4,0,3,0
3,Two out when winning run scored.,14,2014/08/12/gid_2014_08_12_tbamlb_texmlb_1/,7,2,3,3
0,,8,2014/08/12/gid_2014_08_12_tormlb_seamlb_1/,6,3,6,2
0,,9,2014/08/12/gid_2014_08_12_wasmlb_nynmlb_1/,12,7,1,0
0,One out when winning run scored.,9,2014/08/13/gid_2014_08_13_arimlb_clemlb_1/,4,2,3,2
1,,8,2014/08/13/gid_2014_08_13_arimlb_clemlb_2/,8,1,0,2
0,,10,2014/08/13/gid_2014_08_13_bosmlb_cinmlb_1/,8,5,4,0
0,,7,2014/08/13/gid_2014_08_13_chamlb_sfnmlb_1/,5,1,7,1
0,,10,2014/08/13/gid_2014_08_13_colmlb_sdnmlb_1/,10,3,5,0
1,,8,2014/08/13/gid_2014_08_13_lanmlb_atlmlb_1/,11,2,3,0
0,,9,2014/08/13/gid_2014_08_13_milmlb_chnmlb_1/,6,2,4,1
0,,6,2014/08/13/gid_2014_08_13_minmlb_houmlb_1/,11,3,1,1
0,,6,2014/08/13/gid_2014_08_13_nyamlb_balmlb_1/,6,3,5,0
0,,7,2014/08/13/gid_2014_08_13_oakmlb_kcamlb_1/,3,0,3,2
0,,6,2014/08/13/gid_2014_08_13_phimlb_anamlb_1/,11,3,4,0
1,,12,2014/08/13/gid_2014_08_13_pitmlb_detmlb_1/,6,4,8,1
2,,5,2014/08/13/gid_2014_08_13_slnmlb_miamlb_1/,10,5,2,0
1,,4,2014/08/13/gid_2014_08_13_tbamlb_texmlb_1/,12,10,1,0
1,,7,2014/08/13/gid_2014_08_13_tormlb_seamlb_1/,7,0,2,0
1,,9,2014/08/13/gid_2014_08_13_wasmlb_nynmlb_1/,8,3,2,3
0,None out when winning run scored.,13,2014/08/14/gid_2014_08_14_arimlb_miamlb_1/,6,4,5,0
0,,10,2014/08/14/gid_2014_08_14_cinmlb_colmlb_1/,6,3,7,1
1,,14,2014/08/14/gid_2014_08_14_houmlb_bosmlb_1/,8,4,9,0
1,,11,2014/08/14/gid_2014_08_14_lanmlb_atlmlb_1/,12,6,4,0
0,,5,2014/08/14/gid_2014_08_14_milmlb_chnmlb_1/,9,6,2,1
0,,12,2014/08/14/gid_2014_08_14_oakmlb_kcamlb_1/,11,3,7,1
0,,6,2014/08/14/gid_2014_08_14_pitmlb_detmlb_1/,4,2,5,3
0,,7,2014/08/14/gid_2014_08_14_sdnmlb_slnmlb_1/,8,3,4,1
0,,5,2014/08/14/gid_2014_08_14_tbamlb_texmlb_1/,10,6,3,0
0,,3,2014/08/14/gid_2014_08_14_wasmlb_nynmlb_1/,5,4,1,1
0,,10,2014/08/15/gid_2014_08_15_anamlb_texmlb_1/,9,5,4,1
0,,7,2014/08/15/gid_2014_08_15_arimlb_miamlb_1/,6,3,2,0
1,None out when winning run scored.,6,2014/08/15/gid_2014_08_15_balmlb_clemlb_1/,7,1,2,0
0,,4,2014/08/15/gid_2014_08_15_chnmlb_nynmlb_1/,4,2,3,0
0,,6,2014/08/15/gid_2014_08_15_cinmlb_colmlb_1/,11,3,2,0
1,,6,2014/08/15/gid_2014_08_15_houmlb_bosmlb_1/,12,5,3,0
0,,9,2014/08/15/gid_2014_08_15_kcamlb_minmlb_1/,12,6,5,2
0,,8,2014/08/15/gid_2014_08_15_milmlb_lanmlb_1/,9,6,3,1
0,,8,2014/08/15/gid_2014_08_15_nyamlb_tbamlb_1/,7,0,5,2
0,,8,2014/08/15/gid_2014_08_15_oakmlb_atlmlb_1/,4,2,7,1
0,,11,2014/08/15/gid_2014_08_15_phimlb_sfnmlb_1/,7,5,3,0
0,,11,2014/08/15/gid_2014_08_15_pitmlb_wasmlb_1/,8,4,5,0
0,,8,2014/08/15/gid_2014_08_15_sdnmlb_slnmlb_1/,8,2,4,0
1,,6,2014/08/15/gid_2014_08_15_seamlb_detmlb_1/,11,7,2,2
1,,17,2014/08/15/gid_2014_08_15_tormlb_chamlb_1/,9,5,11,0
1,,7,2014/08/16/gid_2014_08_16_anamlb_texmlb_1/,10,5,4,0
0,,5,2014/08/16/gid_2014_08_16_arimlb_miamlb_1/,6,1,2,4
1,,8,2014/08/16/gid_2014_08_16_balmlb_clemlb_1/,4,0,6,1
2,,4,2014/08/16/gid_2014_08_16_chnmlb_nynmlb_1/,7,3,7,1
0,,0,2014/08/16/gid_2014_08_16_cinmlb_colmlb_1/,0,0,0,0
0,,13,2014/08/16/gid_2014_08_16_houmlb_bosmlb_1/,12,7,10,1
1,,6,2014/08/16/gid_2014_08_16_kcamlb_minmlb_1/,8,1,4,1
2,,7,2014/08/16/gid_2014_08_16_milmlb_lanmlb_1/,5,3,2,0
1,,7,2014/08/16/gid_2014_08_16_nyamlb_tbamlb_1/,7,3,2,0
0,,9,2014/08/16/gid_2014_08_16_oakmlb_atlmlb_1/,5,3,4,0
0,,11,2014/08/16/gid_2014_08_16_phimlb_sfnmlb_1/,13,5,6,1
0,None out when winning run scored.,8,2014/08/16/gid_2014_08_16_pitmlb_wasmlb_1/,8,3,4,0
0,,8,2014/08/16/gid_2014_08_16_sdnmlb_slnmlb_1/,9,9,5,0
0,,12,2014/08/16/gid_2014_08_16_seamlb_detmlb_1/,5,2,4,1
1,,10,2014/08/16/gid_2014_08_16_tormlb_chamlb_1/,13,6,3,0
0,None out when winning run scored.,8,2014/08/17/gid_2014_08_17_anamlb_texmlb_1/,7,2,3,1
0,,12,2014/08/17/gid_2014_08_17_arimlb_miamlb_1/,9,3,10,1
1,,2,2014/08/17/gid_2014_08_17_balmlb_clemlb_1/,12,4,1,1
0,,4,2014/08/17/gid_2014_08_17_chnmlb_nynmlb_1/,7,2,1,1
1,Two out when winning run scored.,14,2014/08/17/gid_2014_08_17_cinmlb_colmlb_1/,11,9,10,0
1,,16,2014/08/17/gid_2014_08_17_cinmlb_colmlb_2/,7,5,10,1
0,,8,2014/08/17/gid_2014_08_17_houmlb_bosmlb_1/,11,8,1,0
1,,7,2014/08/17/gid_2014_08_17_kcamlb_minmlb_1/,13,12,6,0
1,,8,2014/08/17/gid_2014_08_17_milmlb_lanmlb_1/,7,7,2,0
2,,5,2014/08/17/gid_2014_08_17_nyamlb_tbamlb_1/,8,4,2,0
3,,6,2014/08/17/gid_2014_08_17_oakmlb_atlmlb_1/,5,3,4,1
0,,11,2014/08/17/gid_2014_08_17_phimlb_sfnmlb_1/,9,2,5,1
2,Two out when winning run scored.,10,2014/08/17/gid_2014_08_17_pitmlb_wasmlb_1/,10,5,6,2
1,,10,2014/08/17/gid_2014_08_17_sdnmlb_slnmlb_1/,8,6,7,0
2,,5,2014/08/17/gid_2014_08_17_seamlb_detmlb_1/,14,8,1,0
0,,9,2014/08/17/gid_2014_08_17_tormlb_chamlb_1/,11,5,7,0
2,,9,2014/08/18/gid_2014_08_18_anamlb_bosmlb_1/,7,4,2,0
0,Two out when winning run scored.,8,2014/08/18/gid_2014_08_18_arimlb_wasmlb_1/,9,4,5,0
2,,9,2014/08/18/gid_2014_08_18_atlmlb_pitmlb_1/,15,7,3,0
0,,3,2014/08/18/gid_2014_08_18_balmlb_chamlb_1/,12,8,2,0
0,,4,2014/08/18/gid_2014_08_18_chnmlb_nynmlb_1/,9,4,1,0
1,One out when winning run scored.,12,2014/08/18/gid_2014_08_18_cinmlb_slnmlb_1/,8,5,6,1
0,,7,2014/08/18/gid_2014_08_18_kcamlb_minmlb_1/,13,6,4,0
0,,8,2014/08/18/gid_2014_08_18_seamlb_phimlb_1/,6,1,4,0
0,,8,2014/08/19/gid_2014_08_19_anamlb_bosmlb_1/,9,4,3,0
0,,12,2014/08/19/gid_2014_08_19_arimlb_wasmlb_1/,3,1,8,0
1,,9,2014/08/19/gid_2014_08_19_atlmlb_pitmlb_1/,14,11,3,1
0,,3,2014/08/19/gid_2014_08_19_balmlb_chamlb_1/,9,5,1,1
3,None out when winning run scored.,14,2014/08/19/gid_2014_08_19_cinmlb_slnmlb_1/,7,4,5,0
1,,8,2014/08/19/gid_2014_08_19_clemlb_minmlb_1/,11,7,5,0
1,,8,2014/08/19/gid_2014_08_19_detmlb_tbamlb_1/,10,8,6,0
1,,9,2014/08/19/gid_2014_08_19_houmlb_nyamlb_1/,13,7,4,1
0,,11,2014/08/19/gid_2014_08_19_kcamlb_colmlb_1/,11,7,4,1
0,,10,2014/08/19/gid_2014_08_19_nynmlb_oakmlb_1/,7,2,6,0
1,,9,2014/08/19/gid_2014_08_19_sdnmlb_lanmlb_1/,14,6,8,2
0,,6,2014/08/19/gid_2014_08_19_seamlb_phimlb_1/,7,5,2,0
0,,3,2014/08/19/gid_2014_08_19_sfnmlb_chnmlb_1/,11,1,2,0
3,Two out when winning run scored.,11,2014/08/19/gid_2014_08_19_texmlb_miamlb_1/,10,3,4,3
0,,10,2014/08/19/gid_2014_08_19_tormlb_milmlb_1/,2,1,6,1
0,,11,2014/08/20/gid_2014_08_20_anamlb_bosmlb_1/,11,8,3,2
0,One out when winning run scored.,9,2014/08/20/gid_2014_08_20_arimlb_wasmlb_1/,7,2,3,0
0,Two out when winning run scored.,5,2014/08/20/gid_2014_08_20_atlmlb_pitmlb_1/,5,2,3,1
0,,6,2014/08/20/gid_2014_08_20_balmlb_chamlb_1/,8,4,3,0
1,,10,2014/08/20/gid_2014_08_20_cinmlb_slnmlb_1/,10,3,7,2
0,,6,2014/08/20/gid_2014_08_20_clemlb_minmlb_1/,11,5,0,1
1,,3,2014/08/20/gid_2014_08_20_detmlb_tbamlb_1/,7,6,0,0
0,,10,2014/08/20/gid_2014_08_20_houmlb_nyamlb_1/,9,5,2,0
0,,6,2014/08/20/gid_2014_08_20_kcamlb_colmlb_1/,5,2,5,1
1,,6,2014/08/20/gid_2014_08_20_nynmlb_oakmlb_1/,10,8,5,3
3,,6,2014/08/20/gid_2014_08_20_sdnmlb_lanmlb_1/,11,4,1,1
1,,10,2014/08/20/gid_2014_08_20_seamlb_phimlb_1/,12,3,4,1
0,,11,2014/08/20/gid_2014_08_20_sfnmlb_chnmlb_1/,14,8,3,0
2,,9,2014/08/20/gid_2014_08_20_texmlb_miamlb_1/,10,5,4,0
0,,10,2014/08/20/gid_2014_08_20_tormlb_milmlb_1/,15,9,5,2
0,,1,2014/08/21/gid_2014_08_21_anamlb_bosmlb_1/,9,2,0,0
1,One out when winning run scored.,10,2014/08/21/gid_2014_08_21_arimlb_wasmlb_1/,4,0,1,1
0,,5,2014/08/21/gid_2014_08_21_atlmlb_cinmlb_1/,8,8,0,0
1,,8,2014/08/21/gid_2014_08_21_clemlb_minmlb_1/,5,1,4,0
0,,1,2014/08/21/gid_2014_08_21_detmlb_tbamlb_1/,4,0,1,1
0,,7,2014/08/21/gid_2014_08_21_houmlb_nyamlb_1/,4,0,3,0
0,,4,2014/08/21/gid_2014_08_21_sdnmlb_lanmlb_1/,3,1,2,0
0,,9,2014/08/21/gid_2014_08_21_sfnmlb_chnmlb_1/,12,5,3,0
0,,10,2014/08/22/gid_2014_08_22_anamlb_oakmlb_1/,8,3,5,1
0,,2,2014/08/22/gid_2014_08_22_atlmlb_cinmlb_1/,11,3,1,0
0,,9,2014/08/22/gid_2014_08_22_balmlb_chnmlb_1/,5,1,4,1
0,Two out when winning run scored.,9,2014/08/22/gid_2014_08_22_chamlb_nyamlb_1/,11,3,4,0
3,,20,2014/08/22/gid_2014_08_22_detmlb_minmlb_1/,15,6,20,2
2,,5,2014/08/22/gid_2014_08_22_houmlb_clemlb_1/,3,5,1,2
3,,6,2014/08/22/gid_2014_08_22_kcamlb_texmlb_1/,9,6,3,1
0,,13,2014/08/22/gid_2014_08_22_miamlb_colmlb_1/,16,13,5,0
1,,11,2014/08/22/gid_2014_08_22_nynmlb_lanmlb_1/,6,2,6,3
2,,6,2014/08/22/gid_2014_08_22_pitmlb_milmlb_1/,12,8,3,0
0,,7,2014/08/22/gid_2014_08_22_sdnmlb_arimlb_1/,4,1,5,2
1,,5,2014/08/22/gid_2014_08_22_seamlb_bosmlb_1/,7,5,3,0
1,,7,2014/08/22/gid_2014_08_22_sfnmlb_wasmlb_1/,14,10,3,2
0,,8,2014/08/22/gid_2014_08_22_slnmlb_phimlb_1/,8,4,5,1
1,,2,2014/08/22/gid_2014_08_22_tbamlb_tormlb_1/,14,8,0,0
1,,6,2014/08/23/gid_2014_08_23_anamlb_oakmlb_1/,6,1,2,1
0,,5,2014/08/23/gid_2014_08_23_atlmlb_cinmlb_1/,3,0,1,0
0,,11,2014/08/23/gid_2014_08_23_balmlb_chnmlb_1/,7,2,7,1
1,,7,2014/08/23/gid_2014_08_23_chamlb_nyamlb_1/,7,3,5,1
1,,14,2014/08/23/gid_2014_08_23_detmlb_minmlb_1/,10,4,12,0
1,,11,2014/08/23/gid_2014_08_23_detmlb_minmlb_2/,17,8,6,1
1,One out when winning run scored.,10,2014/08/23/gid_2014_08_23_houmlb_clemlb_1/,3,2,3,1
0,,7,2014/08/23/gid_2014_08_23_kcamlb_texmlb_1/,8,6,3,0
1,None out when winning run scored.,14,2014/08/23/gid_2014_08_23_miamlb_colmlb_1/,12,4,5,0
1,,8,2014/08/23/gid_2014_08_23_nynmlb_lanmlb_1/,12,4,7,1
1,,12,2014/08/23/gid_2014_08_23_pitmlb_milmlb_1/,12,10,2,0
0,,10,2014/08/23/gid_2014_08_23_sdnmlb_arimlb_1/,3,2,5,0
0,,9,2014/08/23/gid_2014_08_23_seamlb_bosmlb_1/,10,7,3,2
0,,6,2014/08/23/gid_2014_08_23_sfnmlb_wasmlb_1/,9,2,6,1
2,,9,2014/08/23/gid_2014_08_23_slnmlb_phimlb_1/,13,6,5,1
1,Two out when winning run scored.,9,2014/08/23/gid_2014_08_23_tbamlb_tormlb_1/,11,4,5,0
0,,10,2014/08/24/gid_2014_08_24_anamlb_oakmlb_1/,13,9,4,0
0,,10,2014/08/24/gid_2014_08_24_atlmlb_cinmlb_1/,9,3,5,0
0,,6,2014/08/24/gid_2014_08_24_balmlb_chnmlb_1/,1,1,2,0
0,Two out when winning run scored.,8,2014/08/24/gid_2014_08_24_chamlb_nyamlb_1/,9,4,7,1
1,,12,2014/08/24/gid_2014_08_24_detmlb_minmlb_1/,18,13,4,0
0,,10,2014/08/24/gid_2014_08_24_houmlb_clemlb_1/,9,1,3,1
0,,11,2014/08/24/gid_2014_08_24_kcamlb_texmlb_1/,6,1,3,2
0,,14,2014/08/24/gid_2014_08_24_miamlb_colmlb_1/,11,4,7,0
1,,9,2014/08/24/gid_2014_08_24_nynmlb_lanmlb_1/,14,11,3,0
0,,13,2014/08/24/gid_2014_08_24_pitmlb_milmlb_1/,4,3,4,0
0,,11,2014/08/24/gid_2014_08_24_sdnmlb_arimlb_1/,8,7,4,0
0,,13,2014/08/24/gid_2014_08_24_seamlb_bosmlb_1/,13,8,6,0
0,,18,2014/08/24/gid_2014_08_24_sfnmlb_wasmlb_1/,12,6,14,0
1,,8,2014/08/24/gid_2014_08_24_slnmlb_phimlb_1/,6,1,7,1
1,,8,2014/08/24/gid_2014_08_24_tbamlb_tormlb_1/,10,2,1,1
0,,5,2014/08/25/gid_2014_08_25_bosmlb_tormlb_1/,8,4,3,0
4,,9,2014/08/25/gid_2014_08_25_colmlb_sfnmlb_1/,6,3,2,1
0,,8,2014/08/25/gid_2014_08_25_miamlb_anamlb_1/,11,7,1,0
0,,8,2014/08/25/gid_2014_08_25_milmlb_sdnmlb_1/,16,10,1,0
1,,7,2014/08/25/gid_2014_08_25_nyamlb_kcamlb_1/,13,8,1,0
0,,7,2014/08/25/gid_2014_08_25_oakmlb_houmlb_1/,9,8,2,1
2,,9,2014/08/25/gid_2014_08_25_slnmlb_pitmlb_1/,8,3,2,0
1,,14,2014/08/25/gid_2014_08_25_tbamlb_balmlb_1/,4,1,9,2
1,,4,2014/08/25/gid_2014_08_25_texmlb_seamlb_1/,7,2,0,0
0,,8,2014/08/25/gid_2014_08_25_wasmlb_phimlb_1/,6,2,3,0
0,,5,2014/08/26/gid_2014_08_26_atlmlb_nynmlb_1/,8,2,3,0
2,,15,2014/08/26/gid_2014_08_26_bosmlb_tormlb_1/,14,11,7,0
1,,3,2014/08/26/gid_2014_08_26_chnmlb_cinmlb_1/,8,3,0,0
1,,10,2014/08/26/gid_2014_08_26_clemlb_chamlb_1/,14,8,6,0
0,,5,2014/08/26/gid_2014_08_26_colmlb_sfnmlb_1/,1,0,3,2
0,,9,2014/08/26/gid_2014_08_26_lanmlb_arimlb_1/,14,9,5,0
0,,16,2014/08/26/gid_2014_08_26_miamlb_anamlb_1/,6,2,8,0
1,,7,2014/08/26/gid_2014_08_26_milmlb_sdnmlb_1/,5,1,4,1
0,None out when winning run scored.,5,2014/08/26/gid_2014_08_26_minmlb_kcamlb_1/,5,1,2,0
0,,9,2014/08/26/gid_2014_08_26_nyamlb_detmlb_1/,9,2,5,0
1,,4,2014/08/26/gid_2014_08_26_oakmlb_houmlb_1/,6,2,4,1
0,,9,2014/08/26/gid_2014_08_26_slnmlb_pitmlb_1/,6,2,5,0
0,,9,2014/08/26/gid_2014_08_26_tbamlb_balmlb_1/,8,2,4,1
0,,7,2014/08/26/gid_2014_08_26_texmlb_seamlb_1/,4,0,5,1
0,,7,2014/08/26/gid_2014_08_26_wasmlb_phimlb_1/,8,3,4,1
1,,6,2014/08/27/gid_2014_08_27_atlmlb_nynmlb_1/,5,3,2,0
0,,6,2014/08/27/gid_2014_08_27_bosmlb_tormlb_1/,6,2,5,1
0,,13,2014/08/27/gid_2014_08_27_chnmlb_cinmlb_1/,11,5,7,2
0,,10,2014/08/27/gid_2014_08_27_clemlb_chamlb_1/,7,2,3,0
