home_team_errors,note,home_team_hits,game_id,away_team_hits,away_team_runs,home_team_runs,away_team_errors
1,Two out when winning run scored.,14,2015/08/30/gid_2015_08_30_seamlb_chamlb_1/,12,5,6,3
0,,12,2015/08/30/gid_2015_08_30_slnmlb_sfnmlb_1/,13,7,5,0
0,,9,2015/08/31/gid_2015_08_31_anamlb_oakmlb_1/,10,5,11,1
0,Two out when winning run scored.,11,2015/08/31/gid_2015_08_31_arimlb_colmlb_1/,11,4,5,2
3,,9,2015/08/31/gid_2015_08_31_cinmlb_chnmlb_1/,11,13,6,0
1,,10,2015/08/31/gid_2015_08_31_clemlb_tormlb_1/,8,4,2,0
1,,3,2015/08/31/gid_2015_08_31_miamlb_atlmlb_1/,10,4,0,0
2,,9,2015/08/31/gid_2015_08_31_nyamlb_bosmlb_1/,10,3,4,0
0,,4,2015/08/31/gid_2015_08_31_phimlb_nynmlb_1/,6,1,3,0
1,,11,2015/08/31/gid_2015_08_31_seamlb_houmlb_1/,8,3,8,2
0,None out when winning run scored.,12,2015/08/31/gid_2015_08_31_sfnmlb_lanmlb_1/,13,4,5,0
0,,8,2015/08/31/gid_2015_08_31_tbamlb_balmlb_1/,10,6,3,2
1,,12,2015/08/31/gid_2015_08_31_texmlb_sdnmlb_1/,3,0,7,1
1,,13,2015/08/31/gid_2015_08_31_wasmlb_slnmlb_1/,8,5,8,0
0,,7,2015/09/01/gid_2015_09_01_anamlb_oakmlb_1/,10,6,2,0
1,,12,2015/09/01/gid_2015_09_01_arimlb_colmlb_1/,10,6,4,0
4,,8,2015/09/01/gid_2015_09_01_arimlb_colmlb_2/,8,5,3,1
0,,12,2015/09/01/gid_2015_09_01_chamlb_minmlb_1/,10,6,8,2
0,,9,2015/09/01/gid_2015_09_01_cinmlb_chnmlb_1/,7,4,5,0
0,One out when winning run scored.,6,2015/09/01/gid_2015_09_01_clemlb_tormlb_1/,9,3,5,0
1,,10,2015/09/01/gid_2015_09_01_detmlb_kcamlb_1/,11,6,5,2
0,,8,2015/09/01/gid_2015_09_01_miamlb_atlmlb_1/,11,7,1,1
1,,8,2015/09/01/gid_2015_09_01_nyamlb_bosmlb_1/,5,3,1,0
3,,13,2015/09/01/gid_2015_09_01_phimlb_nynmlb_1/,10,14,8,0
0,,10,2015/09/01/gid_2015_09_01_pitmlb_milmlb_1/,8,4,7,0
0,,9,2015/09/01/gid_2015_09_01_seamlb_houmlb_1/,9,7,5,2
1,,9,2015/09/01/gid_2015_09_01_sfnmlb_lanmlb_1/,5,1,2,0
0,,6,2015/09/01/gid_2015_09_01_tbamlb_balmlb_1/,15,11,2,0
1,,14,2015/09/01/gid_2015_09_01_texmlb_sdnmlb_1/,12,8,6,0
1,Two out when winning run scored.,8,2015/09/01/gid_2015_09_01_wasmlb_slnmlb_1/,12,5,8,1
0,,10,2015/09/02/gid_2015_09_02_anamlb_oakmlb_1/,13,9,4,1
0,,18,2015/09/02/gid_2015_09_02_arimlb_colmlb_1/,10,4,9,1
1,,7,2015/09/02/gid_2015_09_02_chamlb_minmlb_1/,3,0,3,1
1,,6,2015/09/02/gid_2015_09_02_cinmlb_chnmlb_1/,12,7,4,0
0,,9,2015/09/02/gid_2015_09_02_clemlb_tormlb_1/,4,1,5,0
0,,14,2015/09/02/gid_2015_09_02_detmlb_kcamlb_1/,5,1,12,0
1,,5,2015/09/02/gid_2015_09_02_miamlb_atlmlb_1/,14,7,3,0
0,,13,2015/09/02/gid_2015_09_02_nyamlb_bosmlb_1/,15,13,8,0
1,,16,2015/09/02/gid_2015_09_02_phimlb_nynmlb_1/,10,4,9,0
0,,15,2015/09/02/gid_2015_09_02_pitmlb_milmlb_1/,6,4,9,1
1,,7,2015/09/02/gid_2015_09_02_seamlb_houmlb_1/,13,8,3,1
0,,6,2015/09/02/gid_2015_09_02_sfnmlb_lanmlb_1/,6,1,2,1
1,None out when winning run scored.,9,2015/09/02/gid_2015_09_02_tbamlb_balmlb_1/,13,6,7,0
2,,8,2015/09/02/gid_2015_09_02_texmlb_sdnmlb_1/,9,4,3,0
0,,16,2015/09/02/gid_2015_09_02_wasmlb_slnmlb_1/,8,4,3,0
0,,18,2015/09/03/gid_2015_09_03_atlmlb_wasmlb_1/,2,1,15,0
0,,7,2015/09/03/gid_2015_09_03_chamlb_minmlb_1/,10,6,4,1
1,,20,2015/09/03/gid_2015_09_03_detmlb_kcamlb_1/,14,7,15,0
1,,15,2015/09/03/gid_2015_09_03_lanmlb_sdnmlb_1/,9,7,10,1
0,,10,2015/09/03/gid_2015_09_03_pitmlb_milmlb_1/,8,3,5,0
0,,19,2015/09/03/gid_2015_09_03_sfnmlb_colmlb_1/,6,3,11,2
1,,12,2015/09/04/gid_2015_09_04_arimlb_chnmlb_1/,10,5,14,1
0,None out when winning run scored.,11,2015/09/04/gid_2015_09_04_atlmlb_wasmlb_1/,9,2,5,1
1,,8,2015/09/04/gid_2015_09_04_balmlb_tormlb_1/,13,10,2,2
0,,7,2015/09/04/gid_2015_09_04_chamlb_kcamlb_1/,17,12,1,0
0,,4,2015/09/04/gid_2015_09_04_clemlb_detmlb_1/,11,8,1,0
0,,4,2015/09/04/gid_2015_09_04_lanmlb_sdnmlb_1/,10,8,4,1
0,,0,2015/09/04/gid_2015_09_04_milmlb_cinmlb_1/,0,0,0,0
0,,13,2015/09/04/gid_2015_09_04_minmlb_houmlb_1/,7,0,8,0
0,Two out when winning run scored.,17,2015/09/04/gid_2015_09_04_nynmlb_miamlb_1/,12,5,6,0
0,,10,2015/09/04/gid_2015_09_04_phimlb_bosmlb_1/,11,5,7,1
0,,8,2015/09/04/gid_2015_09_04_pitmlb_slnmlb_1/,17,9,3,0
1,,15,2015/09/04/gid_2015_09_04_seamlb_oakmlb_1/,13,11,8,1
0,,7,2015/09/04/gid_2015_09_04_sfnmlb_colmlb_1/,8,1,2,0
0,,4,2015/09/04/gid_2015_09_04_tbamlb_nyamlb_1/,9,2,5,0
0,,7,2015/09/04/gid_2015_09_04_texmlb_anamlb_1/,7,2,5,0
0,,4,2015/09/05/gid_2015_09_05_arimlb_chnmlb_1/,6,0,2,0
1,,10,2015/09/05/gid_2015_09_05_atlmlb_wasmlb_1/,5,2,8,1
0,,10,2015/09/05/gid_2015_09_05_balmlb_tormlb_1/,4,1,5,0
0,,10,2015/09/05/gid_2015_09_05_chamlb_kcamlb_1/,11,6,1,0
1,,11,2015/09/05/gid_2015_09_05_clemlb_detmlb_1/,3,0,6,2
0,,3,2015/09/05/gid_2015_09_05_lanmlb_sdnmlb_1/,8,2,0,0
1,,12,2015/09/05/gid_2015_09_05_milmlb_cinmlb_1/,14,8,6,1
0,,7,2015/09/05/gid_2015_09_05_milmlb_cinmlb_2/,11,7,3,0
0,,8,2015/09/05/gid_2015_09_05_minmlb_houmlb_1/,5,3,2,0
0,,9,2015/09/05/gid_2015_09_05_nynmlb_miamlb_1/,9,7,0,0
0,,14,2015/09/05/gid_2015_09_05_phimlb_bosmlb_1/,5,2,9,1
1,,6,2015/09/05/gid_2015_09_05_pitmlb_slnmlb_1/,6,1,4,1
0,,7,2015/09/05/gid_2015_09_05_seamlb_oakmlb_1/,14,8,3,0
1,,5,2015/09/05/gid_2015_09_05_sfnmlb_colmlb_1/,15,7,3,1
0,,5,2015/09/05/gid_2015_09_05_tbamlb_nyamlb_1/,6,3,2,0
0,,3,2015/09/05/gid_2015_09_05_texmlb_anamlb_1/,6,2,1,0
1,,9,2015/09/06/gid_2015_09_06_arimlb_chnmlb_1/,6,4,6,0
1,,9,2015/09/06/gid_2015_09_06_atlmlb_wasmlb_1/,7,4,8,3
1,,15,2015/09/06/gid_2015_09_06_balmlb_tormlb_1/,6,4,10,1
0,,7,2015/09/06/gid_2015_09_06_chamlb_kcamlb_1/,12,7,5,0
0,,3,2015/09/06/gid_2015_09_06_clemlb_detmlb_1/,9,4,0,0
1,,6,2015/09/06/gid_2015_09_06_lanmlb_sdnmlb_1/,7,5,1,0
0,,12,2015/09/06/gid_2015_09_06_milmlb_cinmlb_1/,9,3,6,2
0,,11,2015/09/06/gid_2015_09_06_minmlb_houmlb_1/,8,5,8,0
0,Two out when winning run scored.,9,2015/09/06/gid_2015_09_06_nynmlb_miamlb_1/,8,3,4,0
0,,8,2015/09/06/gid_2015_09_06_phimlb_bosmlb_1/,11,2,6,0
1,,4,2015/09/06/gid_2015_09_06_pitmlb_slnmlb_1/,13,7,1,0
0,,9,2015/09/06/gid_2015_09_06_seamlb_oakmlb_1/,7,3,2,0
0,,9,2015/09/06/gid_2015_09_06_sfnmlb_colmlb_1/,14,7,4,0
1,,8,2015/09/06/gid_2015_09_06_tbamlb_nyamlb_1/,10,4,6,1
0,,11,2015/09/06/gid_2015_09_06_texmlb_anamlb_1/,2,0,7,1
0,,6,2015/09/07/gid_2015_09_07_atlmlb_phimlb_1/,12,7,2,0
0,,12,2015/09/07/gid_2015_09_07_balmlb_nyamlb_1/,8,6,8,1
1,,7,2015/09/07/gid_2015_09_07_chnmlb_slnmlb_1/,12,9,0,0
0,,3,2015/09/07/gid_2015_09_07_clemlb_chamlb_1/,8,3,2,0
2,,11,2015/09/07/gid_2015_09_07_colmlb_sdnmlb_1/,9,6,4,1
1,,10,2015/09/07/gid_2015_09_07_houmlb_oakmlb_1/,11,9,10,1
0,,11,2015/09/07/gid_2015_09_07_lanmlb_anamlb_1/,16,7,5,0
0,,6,2015/09/07/gid_2015_09_07_milmlb_miamlb_1/,15,9,1,0
0,,9,2015/09/07/gid_2015_09_07_minmlb_kcamlb_1/,10,6,2,0
0,,10,2015/09/07/gid_2015_09_07_nynmlb_wasmlb_1/,11,8,5,0
1,,4,2015/09/07/gid_2015_09_07_pitmlb_cinmlb_1/,7,1,3,4
0,,12,2015/09/07/gid_2015_09_07_sfnmlb_arimlb_1/,10,1,6,0
0,,11,2015/09/07/gid_2015_09_07_tbamlb_detmlb_1/,12,4,5,1
0,,7,2015/09/07/gid_2015_09_07_texmlb_seamlb_1/,6,3,0,0
0,,17,2015/09/07/gid_2015_09_07_tormlb_bosmlb_1/,9,4,11,0
1,,9,2015/09/08/gid_2015_09_08_atlmlb_phimlb_1/,7,0,5,0
0,,6,2015/09/08/gid_2015_09_08_balmlb_nyamlb_1/,9,2,1,1
1,,8,2015/09/08/gid_2015_09_08_chnmlb_slnmlb_1/,11,8,5,0
1,,11,2015/09/08/gid_2015_09_08_clemlb_chamlb_1/,8,4,7,0
0,One out when winning run scored.,7,2015/09/08/gid_2015_09_08_colmlb_sdnmlb_1/,3,1,2,0
0,,8,2015/09/08/gid_2015_09_08_houmlb_oakmlb_1/,5,0,4,0
1,,6,2015/09/08/gid_2015_09_08_lanmlb_anamlb_1/,7,6,4,2
0,,9,2015/09/08/gid_2015_09_08_milmlb_miamlb_1/,13,4,6,0
0,,6,2015/09/08/gid_2015_09_08_minmlb_kcamlb_1/,6,2,4,0
0,,11,2015/09/08/gid_2015_09_08_nynmlb_wasmlb_1/,7,8,7,1
1,,8,2015/09/08/gid_2015_09_08_pitmlb_cinmlb_1/,11,7,3,0
0,,5,2015/09/08/gid_2015_09_08_sfnmlb_arimlb_1/,9,6,2,1
1,Two out when winning run scored.,14,2015/09/08/gid_2015_09_08_tbamlb_detmlb_1/,13,7,8,2
2,,9,2015/09/08/gid_2015_09_08_texmlb_seamlb_1/,8,9,6,0
1,,4,2015/09/08/gid_2015_09_08_tormlb_bosmlb_1/,6,5,1,0
0,,4,2015/09/09/gid_2015_09_09_atlmlb_phimlb_1/,18,8,1,0
1,,4,2015/09/09/gid_2015_09_09_balmlb_nyamlb_1/,7,5,3,1
1,,5,2015/09/09/gid_2015_09_09_chnmlb_slnmlb_1/,11,3,4,0
1,,7,2015/09/09/gid_2015_09_09_clemlb_chamlb_1/,12,6,4,1
1,,18,2015/09/09/gid_2015_09_09_colmlb_sdnmlb_1/,10,4,11,0
2,,9,2015/09/09/gid_2015_09_09_houmlb_oakmlb_1/,13,11,5,0
0,,7,2015/09/09/gid_2015_09_09_lanmlb_anamlb_1/,4,2,3,1
0,,6,2015/09/09/gid_2015_09_09_milmlb_miamlb_1/,4,2,5,0
0,,8,2015/09/09/gid_2015_09_09_minmlb_kcamlb_1/,9,3,2,1
0,,7,2015/09/09/gid_2015_09_09_nynmlb_wasmlb_1/,8,5,3,0
0,,6,2015/09/09/gid_2015_09_09_pitmlb_cinmlb_1/,7,5,4,1
0,,7,2015/09/09/gid_2015_09_09_sfnmlb_arimlb_1/,5,1,2,1
0,,7,2015/09/09/gid_2015_09_09_tbamlb_detmlb_1/,13,8,0,1
0,,9,2015/09/09/gid_2015_09_09_texmlb_seamlb_1/,1,0,6,0
0,,14,2015/09/09/gid_2015_09_09_tormlb_bosmlb_1/,9,4,10,0
0,,0,2015/09/10/gid_2015_09_10_chnmlb_phimlb_1/,0,0,0,0
0,,6,2015/09/10/gid_2015_09_10_colmlb_sdnmlb_1/,5,4,3,1
0,,10,2015/09/10/gid_2015_09_10_detmlb_clemlb_1/,12,5,7,0
0,,10,2015/09/10/gid_2015_09_10_milmlb_pitmlb_1/,12,6,4,0
0,,8,2015/09/10/gid_2015_09_10_nynmlb_atlmlb_1/,10,7,2,0
1,,13,2015/09/10/gid_2015_09_10_slnmlb_cinmlb_1/,5,0,11,1
0,,9,2015/09/10/gid_2015_09_10_texmlb_seamlb_1/,4,0,5,3
0,,0,2015/09/10/gid_2015_09_10_tormlb_nyamlb_1/,0,0,0,0
0,,12,2015/09/11/gid_2015_09_11_bosmlb_tbamlb_1/,10,4,8,1
1,,7,2015/09/11/gid_2015_09_11_chnmlb_phimlb_1/,10,5,1,0
1,,5,2015/09/11/gid_2015_09_11_chnmlb_phimlb_2/,12,7,3,0
0,,5,2015/09/11/gid_2015_09_11_colmlb_seamlb_1/,11,4,2,1
0,,0,2015/09/11/gid_2015_09_11_detmlb_clemlb_1/,0,0,0,0
0,,6,2015/09/11/gid_2015_09_11_houmlb_anamlb_1/,5,2,3,1
1,,12,2015/09/11/gid_2015_09_11_kcamlb_balmlb_1/,10,8,14,1
1,,17,2015/09/11/gid_2015_09_11_lanmlb_arimlb_1/,4,4,12,2
3,,9,2015/09/11/gid_2015_09_11_milmlb_pitmlb_1/,7,3,6,1
0,,6,2015/09/11/gid_2015_09_11_minmlb_chamlb_1/,10,6,2,0
0,,9,2015/09/11/gid_2015_09_11_nynmlb_atlmlb_1/,11,5,1,1
0,,8,2015/09/11/gid_2015_09_11_oakmlb_texmlb_1/,2,0,4,1
0,,14,2015/09/11/gid_2015_09_11_sdnmlb_sfnmlb_1/,4,1,9,0
1,,8,2015/09/11/gid_2015_09_11_slnmlb_cinmlb_1/,10,2,4,2
0,,9,2015/09/11/gid_2015_09_11_tormlb_nyamlb_1/,16,11,5,1
1,,5,2015/09/11/gid_2015_09_11_wasmlb_miamlb_1/,7,1,2,0
1,,7,2015/09/12/gid_2015_09_12_bosmlb_tbamlb_1/,13,10,4,0
0,Two out when winning run scored.,6,2015/09/12/gid_2015_09_12_chnmlb_phimlb_1/,6,5,7,1
1,,9,2015/09/12/gid_2015_09_12_colmlb_seamlb_1/,4,2,7,1
0,,0,2015/09/12/gid_2015_09_12_detmlb_clemlb_1_bak/,0,0,0,0
0,,9,2015/09/12/gid_2015_09_12_houmlb_anamlb_1/,6,2,3,1
2,,11,2015/09/12/gid_2015_09_12_kcamlb_balmlb_1/,14,14,6,1
0,,10,2015/09/12/gid_2015_09_12_lanmlb_arimlb_1/,16,9,5,0
0,,11,2015/09/12/gid_2015_09_12_milmlb_pitmlb_1/,6,2,10,1
1,,15,2015/09/12/gid_2015_09_12_minmlb_chamlb_1/,5,2,8,2
0,,4,2015/09/12/gid_2015_09_12_nynmlb_atlmlb_1/,11,6,4,0
2,,9,2015/09/12/gid_2015_09_12_oakmlb_texmlb_1/,10,5,3,0
0,,11,2015/09/12/gid_2015_09_12_sdnmlb_sfnmlb_1/,1,0,8,1
0,,6,2015/09/12/gid_2015_09_12_slnmlb_cinmlb_1/,5,1,5,2
0,,10,2015/09/12/gid_2015_09_12_tormlb_nyamlb_1/,10,9,5,0
0,,13,2015/09/12/gid_2015_09_12_tormlb_nyamlb_2/,14,10,7,0
1,,12,2015/09/12/gid_2015_09_12_wasmlb_miamlb_1/,3,0,2,1
0,,3,2015/09/13/gid_2015_09_13_bosmlb_tbamlb_1/,14,2,0,0
2,,12,2015/09/13/gid_2015_09_13_chnmlb_phimlb_1/,8,4,7,1
2,,5,2015/09/13/gid_2015_09_13_colmlb_seamlb_1/,4,3,2,0
0,,12,2015/09/13/gid_2015_09_13_detmlb_clemlb_1/,8,2,7,1
0,,4,2015/09/13/gid_2015_09_13_detmlb_clemlb_2/,15,9,2,1
0,,6,2015/09/13/gid_2015_09_13_houmlb_anamlb_1/,12,5,3,0
0,,12,2015/09/13/gid_2015_09_13_kcamlb_balmlb_1/,7,2,8,1
0,,5,2015/09/13/gid_2015_09_13_lanmlb_arimlb_1/,12,4,3,0
1,One out when winning run scored.,10,2015/09/13/gid_2015_09_13_milmlb_pitmlb_1/,14,6,7,3
2,,5,2015/09/13/gid_2015_09_13_minmlb_chamlb_1/,15,7,0,0
1,,13,2015/09/13/gid_2015_09_13_nynmlb_atlmlb_1/,9,10,7,2
3,,12,2015/09/13/gid_2015_09_13_oakmlb_texmlb_1/,6,4,12,1
1,,10,2015/09/13/gid_2015_09_13_sdnmlb_sfnmlb_1/,5,3,10,1
3,,4,2015/09/13/gid_2015_09_13_slnmlb_cinmlb_1/,13,9,2,0
0,,7,2015/09/13/gid_2015_09_13_tormlb_nyamlb_1/,4,0,5,0
0,,5,2015/09/13/gid_2015_09_13_wasmlb_miamlb_1/,11,5,0,0
1,,12,2015/09/14/gid_2015_09_14_anamlb_seamlb_1/,5,1,10,0
0,,9,2015/09/14/gid_2015_09_14_bosmlb_balmlb_1/,3,0,2,1
0,,7,2015/09/14/gid_2015_09_14_cinmlb_sfnmlb_1/,7,3,5,2
0,,9,2015/09/14/gid_2015_09_14_colmlb_lanmlb_1/,5,1,4,0
1,,13,2015/09/14/gid_2015_09_14_detmlb_minmlb_1/,8,1,7,0
2,,8,2015/09/14/gid_2015_09_14_houmlb_texmlb_1/,8,3,5,2
1,,12,2015/09/14/gid_2015_09_14_kcamlb_clemlb_1/,10,3,8,0
0,,7,2015/09/14/gid_2015_09_14_miamlb_nynmlb_1/,6,3,4,0
0,,6,2015/09/14/gid_2015_09_14_nyamlb_tbamlb_1/,4,4,1,3
1,Two out when winning run scored.,16,2015/09/14/gid_2015_09_14_oakmlb_chamlb_1/,6,7,8,0
3,,9,2015/09/14/gid_2015_09_14_sdnmlb_arimlb_1/,11,10,3,0
0,,9,2015/09/14/gid_2015_09_14_wasmlb_phimlb_1/,15,8,7,1
0,,6,2015/09/15/gid_2015_09_15_anamlb_seamlb_1/,6,4,3,0
0,None out when winning run scored.,9,2015/09/15/gid_2015_09_15_bosmlb_balmlb_1/,12,5,6,1
1,,6,2015/09/15/gid_2015_09_15_chnmlb_pitmlb_1/,6,4,5,1
1,,5,2015/09/15/gid_2015_09_15_chnmlb_pitmlb_2/,8,2,1,0
3,,13,2015/09/15/gid_2015_09_15_cinmlb_sfnmlb_1/,9,9,8,2
3,,12,2015/09/15/gid_2015_09_15_colmlb_lanmlb_1/,12,5,4,1
1,,10,2015/09/15/gid_2015_09_15_detmlb_minmlb_1/,10,5,4,0
1,One out when winning run scored.,14,2015/09/15/gid_2015_09_15_houmlb_texmlb_1/,10,5,6,1
0,,6,2015/09/15/gid_2015_09_15_kcamlb_clemlb_1/,4,2,0,0
0,,7,2015/09/15/gid_2015_09_15_miamlb_nynmlb_1/,15,9,3,0
2,,13,2015/09/15/gid_2015_09_15_nyamlb_tbamlb_1/,5,3,6,1
2,,12,2015/09/15/gid_2015_09_15_oakmlb_chamlb_1/,19,17,6,0
1,,8,2015/09/15/gid_2015_09_15_sdnmlb_arimlb_1/,10,4,6,0
1,,5,2015/09/15/gid_2015_09_15_slnmlb_milmlb_1/,7,3,1,0
0,One out when winning run scored.,10,2015/09/15/gid_2015_09_15_tormlb_atlmlb_1/,5,2,3,1
1,,1,2015/09/15/gid_2015_09_15_wasmlb_phimlb_1/,7,4,0,0
0,,8,2015/09/16/gid_2015_09_16_anamlb_seamlb_1/,7,1,3,0
0,,8,2015/09/16/gid_2015_09_16_bosmlb_balmlb_1/,12,10,1,1
2,,8,2015/09/16/gid_2015_09_16_chnmlb_pitmlb_1/,13,3,2,2
1,,12,2015/09/16/gid_2015_09_16_cinmlb_sfnmlb_1/,10,3,5,0
1,,6,2015/09/16/gid_2015_09_16_colmlb_lanmlb_1/,2,0,2,1
0,,7,2015/09/16/gid_2015_09_16_detmlb_minmlb_1/,13,7,4,1
0,,16,2015/09/16/gid_2015_09_16_houmlb_texmlb_1/,10,3,14,0
0,,9,2015/09/16/gid_2015_09_16_kcamlb_clemlb_1/,5,1,5,1
0,,3,2015/09/16/gid_2015_09_16_miamlb_nynmlb_1/,12,6,0,0
0,,7,2015/09/16/gid_2015_09_16_nyamlb_tbamlb_1/,6,3,1,1
0,,8,2015/09/16/gid_2015_09_16_oakmlb_chamlb_1/,8,4,9,0
2,,8,2015/09/16/gid_2015_09_16_sdnmlb_arimlb_1/,5,4,3,0
2,,8,2015/09/16/gid_2015_09_16_slnmlb_milmlb_1/,8,5,4,1
2,,7,2015/09/16/gid_2015_09_16_tormlb_atlmlb_1/,12,9,1,0
2,,5,2015/09/16/gid_2015_09_16_wasmlb_phimlb_1/,16,12,2,0
0,,12,2015/09/17/gid_2015_09_17_anamlb_minmlb_1/,15,11,8,1
0,,6,2015/09/17/gid_2015_09_17_balmlb_tbamlb_1/,7,4,3,1
2,,11,2015/09/17/gid_2015_09_17_chnmlb_pitmlb_1/,17,9,6,0
1,,10,2015/09/17/gid_2015_09_17_houmlb_texmlb_1/,9,2,8,0
1,,11,2015/09/17/gid_2015_09_17_kcamlb_clemlb_1/,13,8,4,4
0,,6,2015/09/17/gid_2015_09_17_miamlb_wasmlb_1/,11,6,4,0
1,,8,2015/09/17/gid_2015_09_17_oakmlb_chamlb_1/,7,4,2,0
3,,8,2015/09/17/gid_2015_09_17_slnmlb_milmlb_1/,13,6,3,0
0,,3,2015/09/17/gid_2015_09_17_tormlb_atlmlb_1/,10,5,0,0
0,,0,2015/09/18/gid_2015_09_18_anamlb_minmlb_1/,0,0,0,0
1,,2,2015/09/18/gid_2015_09_18_arimlb_sfnmlb_1/,5,2,0,0
0,,13,2015/09/18/gid_2015_09_18_balmlb_tbamlb_1/,5,6,8,0
0,,9,2015/09/18/gid_2015_09_18_bosmlb_tormlb_1/,8,1,6,1
1,,13,2015/09/18/gid_2015_09_18_chamlb_clemlb_1/,5,1,12,2
0,,7,2015/09/18/gid_2015_09_18_cinmlb_milmlb_1/,9,5,3,1
0,Two out when winning run scored.,13,2015/09/18/gid_2015_09_18_kcamlb_detmlb_1/,8,4,5,1
2,Two out when winning run scored.,9,2015/09/18/gid_2015_09_18_miamlb_wasmlb_1/,9,4,5,0
0,,8,2015/09/18/gid_2015_09_18_nyamlb_nynmlb_1/,9,1,5,0
0,,5,2015/09/18/gid_2015_09_18_oakmlb_houmlb_1/,10,4,3,0
1,,7,2015/09/18/gid_2015_09_18_phimlb_atlmlb_1/,7,1,2,0
0,,9,2015/09/18/gid_2015_09_18_pitmlb_lanmlb_1/,6,2,6,1
2,,9,2015/09/18/gid_2015_09_18_sdnmlb_colmlb_1/,8,4,7,1
0,,6,2015/09/18/gid_2015_09_18_seamlb_texmlb_1/,10,3,1,1
1,,10,2015/09/18/gid_2015_09_18_slnmlb_chnmlb_1/,5,3,8,0
1,,7,2015/09/19/gid_2015_09_19_anamlb_minmlb_1/,6,4,3,0
0,,5,2015/09/19/gid_2015_09_19_anamlb_minmlb_2/,11,5,2,0
2,,7,2015/09/19/gid_2015_09_19_arimlb_sfnmlb_1/,17,6,0,0
0,,6,2015/09/19/gid_2015_09_19_balmlb_tbamlb_1/,10,2,1,0
0,,8,2015/09/19/gid_2015_09_19_bosmlb_tormlb_1/,13,7,6,0
1,,9,2015/09/19/gid_2015_09_19_chamlb_clemlb_1/,8,4,3,0
1,,12,2015/09/19/gid_2015_09_19_cinmlb_milmlb_1/,13,9,7,0
0,None out when winning run scored.,11,2015/09/19/gid_2015_09_19_kcamlb_detmlb_1/,9,5,6,0
0,,6,2015/09/19/gid_2015_09_19_miamlb_wasmlb_1/,10,2,5,0
0,,6,2015/09/19/gid_2015_09_19_nyamlb_nynmlb_1/,7,5,0,0
1,,15,2015/09/19/gid_2015_09_19_oakmlb_houmlb_1/,10,6,10,1
0,,7,2015/09/19/gid_2015_09_19_phimlb_atlmlb_1/,3,1,2,0
0,,5,2015/09/19/gid_2015_09_19_pitmlb_lanmlb_1/,8,3,2,0
0,,18,2015/09/19/gid_2015_09_19_sdnmlb_colmlb_1/,7,2,10,1
1,,14,2015/09/19/gid_2015_09_19_seamlb_texmlb_1/,7,1,10,2
1,,9,2015/09/19/gid_2015_09_19_slnmlb_chnmlb_1/,8,4,5,0
1,,12,2015/09/20/gid_2015_09_20_anamlb_minmlb_1/,7,1,8,0
0,,6,2015/09/20/gid_2015_09_20_arimlb_sfnmlb_1/,6,1,5,0
2,Two out when winning run scored.,14,2015/09/20/gid_2015_09_20_balmlb_tbamlb_1/,9,6,7,0
3,,9,2015/09/20/gid_2015_09_20_bosmlb_tormlb_1/,10,4,3,1
0,,12,2015/09/20/gid_2015_09_20_chamlb_clemlb_1/,7,3,6,0
0,,13,2015/09/20/gid_2015_09_20_cinmlb_milmlb_1/,7,4,8,3
0,,7,2015/09/20/gid_2015_09_20_kcamlb_detmlb_1/,19,10,3,1
1,,13,2015/09/20/gid_2015_09_20_miamlb_wasmlb_1/,8,3,13,0
4,,7,2015/09/20/gid_2015_09_20_nyamlb_nynmlb_1/,9,11,2,0
0,,9,2015/09/20/gid_2015_09_20_oakmlb_houmlb_1/,4,1,5,0
0,One out when winning run scored.,8,2015/09/20/gid_2015_09_20_phimlb_atlmlb_1/,6,1,2,1
3,,6,2015/09/20/gid_2015_09_20_pitmlb_lanmlb_1/,12,4,3,0
1,,4,2015/09/20/gid_2015_09_20_sdnmlb_colmlb_1/,15,10,4,0
0,,4,2015/09/20/gid_2015_09_20_seamlb_texmlb_1/,14,9,2,1
1,,6,2015/09/20/gid_2015_09_20_slnmlb_chnmlb_1/,6,4,3,0
0,,11,2015/09/21/gid_2015_09_21_anamlb_houmlb_1/,9,3,6,0
1,,8,2015/09/21/gid_2015_09_21_arimlb_lanmlb_1/,17,8,4,0
1,,10,2015/09/21/gid_2015_09_21_atlmlb_nynmlb_1/,5,0,4,1
0,,0,2015/09/21/gid_2015_09_21_balmlb_wasmlb_1/,0,0,0,0
0,,1,2015/09/21/gid_2015_09_21_chamlb_detmlb_1/,8,2,0,0
0,,6,2015/09/21/gid_2015_09_21_chamlb_detmlb_2/,5,3,2,0
0,,8,2015/09/21/gid_2015_09_21_cinmlb_slnmlb_1/,8,1,2,0
3,,13,2015/09/21/gid_2015_09_21_milmlb_chnmlb_1/,8,5,9,0
1,,8,2015/09/21/gid_2015_09_21_nyamlb_tormlb_1/,5,2,4,1
1,,9,2015/09/21/gid_2015_09_21_pitmlb_colmlb_1/,15,9,3,1
1,,10,2015/09/21/gid_2015_09_21_tbamlb_bosmlb_1/,11,7,8,1
0,,6,2015/09/22/gid_2015_09_22_anamlb_houmlb_1/,7,4,3,0
0,,3,2015/09/22/gid_2015_09_22_arimlb_lanmlb_1/,11,8,0,1
0,,6,2015/09/22/gid_2015_09_22_atlmlb_nynmlb_1/,9,6,2,1
1,,3,2015/09/22/gid_2015_09_22_balmlb_wasmlb_1/,6,4,1,3
