stadiumID,sun_endCivilTwilight,venue_w_chan_loc,sunRise,sunSet,sun_upperTransit,gameID,name,location,sun_beginCivilTwilight
3313,6:04 a.m.,USNY0172,6:32 a.m.,7:12 p.m.,12:52 p.m.,2016/09/10/gid_2016_09_10_tbamlb_nyamlb_1/,Yankee Stadium,"Bronx, NY",7:40 p.m.
1,6:07 a.m.,USCA0027,6:32 a.m.,7:04 p.m.,12:48 p.m.,2016/09/10/gid_2016_09_10_texmlb_anamlb_1/,Angel Stadium of Anaheim,"Anaheim, CA",7:29 p.m.
2394,6:40 a.m.,USMI0229,7:09 a.m.,7:48 p.m.,1:29 p.m.,2016/09/11/gid_2016_09_11_balmlb_detmlb_1/,Comerica Park,"Detroit, MI",8:16 p.m.
14,,CAXX0504,,,,2016/09/11/gid_2016_09_11_bosmlb_tormlb_1/,Rogers Centre,"Toronto, Canada",
2392,6:40 a.m.,USTX0617,7:04 a.m.,7:31 p.m.,1:18 p.m.,2016/09/11/gid_2016_09_11_chnmlb_houmlb_1/,Minute Maid Park,"Houston, TX",7:55 p.m.
31,6:30 a.m.,USPA1290,6:57 a.m.,7:35 p.m.,1:16 p.m.,2016/09/11/gid_2016_09_11_cinmlb_pitmlb_1/,PNC Park,"Pittsburgh, PA",8:02 p.m.
3312,6:18 a.m.,USMN0503,6:48 a.m.,7:30 p.m.,1:09 p.m.,2016/09/11/gid_2016_09_11_clemlb_minmlb_1/,Target Field,"Minneapolis, MN",8:00 p.m.
2680,6:05 a.m.,USCA0982,6:30 a.m.,6:59 p.m.,12:45 p.m.,2016/09/11/gid_2016_09_11_colmlb_sdnmlb_1/,Petco Park,"San Diego, CA",7:24 p.m.
4,5:59 a.m.,USIL0225,6:27 a.m.,7:06 p.m.,12:47 p.m.,2016/09/11/gid_2016_09_11_kcamlb_chamlb_1/,Guaranteed Rate Field,"Chicago, IL",7:34 p.m.
4169,6:42 a.m.,USFL0316,7:05 a.m.,7:29 p.m.,1:17 p.m.,2016/09/11/gid_2016_09_11_lanmlb_miamlb_1/,Marlins Park,"Miami, FL",7:52 p.m.
2889,6:13 a.m.,USMO0787,6:39 a.m.,7:15 p.m.,12:57 p.m.,2016/09/11/gid_2016_09_11_milmlb_slnmlb_1/,Busch Stadium,"St. Louis, MO",7:41 p.m.
16,6:54 a.m.,USGA0028,7:19 a.m.,7:49 p.m.,1:34 p.m.,2016/09/11/gid_2016_09_11_nynmlb_atlmlb_1/,Turner Field,"Atlanta, GA",8:14 p.m.
3309,6:20 a.m.,USDC0001,6:46 a.m.,7:22 p.m.,1:04 p.m.,2016/09/11/gid_2016_09_11_phimlb_wasmlb_1/,Nationals Park,"Washington, DC",7:49 p.m.
10,6:21 a.m.,USCA0791,6:48 a.m.,7:22 p.m.,1:05 p.m.,2016/09/11/gid_2016_09_11_seamlb_oakmlb_1/,Oakland Coliseum,"Oakland, CA",7:48 p.m.
15,5:44 a.m. S,USAZ0166,6:09 a.m. S,6:39 p.m. S,12:25 p.m. S,2016/09/11/gid_2016_09_11_sfnmlb_arimlb_1/,Chase Field,"Phoenix, AZ",7:04 p.m. S
3313,6:05 a.m.,USNY0172,6:33 a.m.,7:11 p.m.,12:52 p.m.,2016/09/11/gid_2016_09_11_tbamlb_nyamlb_1/,Yankee Stadium,"Bronx, NY",7:38 p.m.
1,6:08 a.m.,USCA0027,6:33 a.m.,7:03 p.m.,12:48 p.m.,2016/09/11/gid_2016_09_11_texmlb_anamlb_1/,Angel Stadium of Anaheim,"Anaheim, CA",7:28 p.m.
3,5:53 a.m.,USMA0046,6:22 a.m.,6:58 p.m.,12:40 p.m.,2016/09/12/gid_2016_09_12_balmlb_bosmlb_1/,Fenway Park,"Boston, MA",7:27 p.m.
2889,6:14 a.m.,USMO0787,6:40 a.m.,7:13 p.m.,12:57 p.m.,2016/09/12/gid_2016_09_12_chnmlb_slnmlb_1/,Busch Stadium,"St. Louis, MO",7:40 p.m.
4,6:00 a.m.,USIL0225,6:28 a.m.,7:04 p.m.,12:47 p.m.,2016/09/12/gid_2016_09_12_clemlb_chamlb_1/,Guaranteed Rate Field,"Chicago, IL",7:32 p.m.
15,5:45 a.m. S,USAZ0166,6:10 a.m. S,6:38 p.m. S,12:24 p.m. S,2016/09/12/gid_2016_09_12_colmlb_arimlb_1/,Chase Field,"Phoenix, AZ",7:03 p.m. S
3313,6:06 a.m.,USNY0172,6:34 a.m.,7:09 p.m.,12:52 p.m.,2016/09/12/gid_2016_09_12_lanmlb_nyamlb_1/,Yankee Stadium,"Bronx, NY",7:36 p.m.
16,6:54 a.m.,USGA0028,7:19 a.m.,7:48 p.m.,1:34 p.m.,2016/09/12/gid_2016_09_12_miamlb_atlmlb_1/,Turner Field,"Atlanta, GA",8:13 p.m.
2602,6:50 a.m.,USOH0188,7:17 a.m.,7:50 p.m.,1:34 p.m.,2016/09/12/gid_2016_09_12_milmlb_cinmlb_1/,Great American Ball Park,"Cincinnati, OH",8:17 p.m.
2394,6:41 a.m.,USMI0229,7:10 a.m.,7:46 p.m.,1:28 p.m.,2016/09/12/gid_2016_09_12_minmlb_detmlb_1/,Comerica Park,"Detroit, MI",8:15 p.m.
3309,6:20 a.m.,USDC0001,6:47 a.m.,7:20 p.m.,1:04 p.m.,2016/09/12/gid_2016_09_12_nynmlb_wasmlb_1/,Nationals Park,"Washington, DC",7:47 p.m.
7,6:30 a.m.,USMO0460,6:57 a.m.,7:30 p.m.,1:14 p.m.,2016/09/12/gid_2016_09_12_oakmlb_kcamlb_1/,Kauffman Stadium,"Kansas City, MO",7:57 p.m.
2681,6:12 a.m.,USPA1276,6:39 a.m.,7:13 p.m.,12:57 p.m.,2016/09/12/gid_2016_09_12_pitmlb_phimlb_1/,Citizens Bank Park,"Philadelphia, PA",7:41 p.m.
2395,6:23 a.m.,USCA0987,6:50 a.m.,7:21 p.m.,1:06 p.m.,2016/09/12/gid_2016_09_12_sdnmlb_sfnmlb_1/,AT&T Park,"San Francisco, CA",7:48 p.m.
1,6:08 a.m.,USCA0027,6:33 a.m.,7:01 p.m.,12:48 p.m.,2016/09/12/gid_2016_09_12_seamlb_anamlb_1/,Angel Stadium of Anaheim,"Anaheim, CA",7:27 p.m.
14,,CAXX0504,,,,2016/09/12/gid_2016_09_12_tbamlb_tormlb_1/,Rogers Centre,"Toronto, Canada",
2392,6:41 a.m.,USTX0617,7:05 a.m.,7:30 p.m.,1:18 p.m.,2016/09/12/gid_2016_09_12_texmlb_houmlb_1/,Minute Maid Park,"Houston, TX",7:54 p.m.
3,5:54 a.m.,USMA0046,6:23 a.m.,6:57 p.m.,12:40 p.m.,2016/09/13/gid_2016_09_13_balmlb_bosmlb_1/,Fenway Park,"Boston, MA",7:25 p.m.
2889,6:14 a.m.,USMO0787,6:41 a.m.,7:11 p.m.,12:57 p.m.,2016/09/13/gid_2016_09_13_chnmlb_slnmlb_1/,Busch Stadium,"St. Louis, MO",7:38 p.m.
4,6:01 a.m.,USIL0225,6:29 a.m.,7:03 p.m.,12:46 p.m.,2016/09/13/gid_2016_09_13_clemlb_chamlb_1/,Guaranteed Rate Field,"Chicago, IL",7:31 p.m.
15,5:46 a.m. S,USAZ0166,6:11 a.m. S,6:37 p.m. S,12:24 p.m. S,2016/09/13/gid_2016_09_13_colmlb_arimlb_1/,Chase Field,"Phoenix, AZ",7:02 p.m. S
3313,6:07 a.m.,USNY0172,6:35 a.m.,7:07 p.m.,12:51 p.m.,2016/09/13/gid_2016_09_13_lanmlb_nyamlb_1/,Yankee Stadium,"Bronx, NY",7:35 p.m.
16,6:55 a.m.,USGA0028,7:20 a.m.,7:46 p.m.,1:33 p.m.,2016/09/13/gid_2016_09_13_miamlb_atlmlb_1/,Turner Field,"Atlanta, GA",8:11 p.m.
2602,6:51 a.m.,USOH0188,7:18 a.m.,7:49 p.m.,1:34 p.m.,2016/09/13/gid_2016_09_13_milmlb_cinmlb_1/,Great American Ball Park,"Cincinnati, OH",8:16 p.m.
2394,6:42 a.m.,USMI0229,7:11 a.m.,7:45 p.m.,1:28 p.m.,2016/09/13/gid_2016_09_13_minmlb_detmlb_1/,Comerica Park,"Detroit, MI",8:13 p.m.
3309,6:21 a.m.,USDC0001,6:48 a.m.,7:19 p.m.,1:04 p.m.,2016/09/13/gid_2016_09_13_nynmlb_wasmlb_1/,Nationals Park,"Washington, DC",7:46 p.m.
7,6:31 a.m.,USMO0460,6:58 a.m.,7:29 p.m.,1:14 p.m.,2016/09/13/gid_2016_09_13_oakmlb_kcamlb_1/,Kauffman Stadium,"Kansas City, MO",7:56 p.m.
2681,6:13 a.m.,USPA1276,6:40 a.m.,7:12 p.m.,12:56 p.m.,2016/09/13/gid_2016_09_13_pitmlb_phimlb_1/,Citizens Bank Park,"Philadelphia, PA",7:39 p.m.
2395,6:24 a.m.,USCA0987,6:50 a.m.,7:20 p.m.,1:05 p.m.,2016/09/13/gid_2016_09_13_sdnmlb_sfnmlb_1/,AT&T Park,"San Francisco, CA",7:46 p.m.
1,6:09 a.m.,USCA0027,6:34 a.m.,7:00 p.m.,12:47 p.m.,2016/09/13/gid_2016_09_13_seamlb_anamlb_1/,Angel Stadium of Anaheim,"Anaheim, CA",7:25 p.m.
14,,CAXX0504,,,,2016/09/13/gid_2016_09_13_tbamlb_tormlb_1/,Rogers Centre,"Toronto, Canada",
2392,6:41 a.m.,USTX0617,7:05 a.m.,7:29 p.m.,1:17 p.m.,2016/09/13/gid_2016_09_13_texmlb_houmlb_1/,Minute Maid Park,"Houston, TX",7:52 p.m.
3,5:56 a.m.,USMA0046,6:24 a.m.,6:55 p.m.,12:40 p.m.,2016/09/14/gid_2016_09_14_balmlb_bosmlb_1/,Fenway Park,"Boston, MA",7:23 p.m.
2889,6:15 a.m.,USMO0787,6:42 a.m.,7:10 p.m.,12:56 p.m.,2016/09/14/gid_2016_09_14_chnmlb_slnmlb_1/,Busch Stadium,"St. Louis, MO",7:36 p.m.
4,6:02 a.m.,USIL0225,6:30 a.m.,7:01 p.m.,12:46 p.m.,2016/09/14/gid_2016_09_14_clemlb_chamlb_1/,Guaranteed Rate Field,"Chicago, IL",7:29 p.m.
15,5:47 a.m. S,USAZ0166,6:11 a.m. S,6:35 p.m. S,12:24 p.m. S,2016/09/14/gid_2016_09_14_colmlb_arimlb_1/,Chase Field,"Phoenix, AZ",7:00 p.m. S
3313,6:08 a.m.,USNY0172,6:36 a.m.,7:05 p.m.,12:51 p.m.,2016/09/14/gid_2016_09_14_lanmlb_nyamlb_1/,Yankee Stadium,"Bronx, NY",7:33 p.m.
16,6:56 a.m.,USGA0028,7:21 a.m.,7:45 p.m.,1:33 p.m.,2016/09/14/gid_2016_09_14_miamlb_atlmlb_1/,Turner Field,"Atlanta, GA",8:10 p.m.
2602,6:52 a.m.,USOH0188,7:19 a.m.,7:47 p.m.,1:33 p.m.,2016/09/14/gid_2016_09_14_milmlb_cinmlb_1/,Great American Ball Park,"Cincinnati, OH",8:14 p.m.
2394,6:44 a.m.,USMI0229,7:12 a.m.,7:43 p.m.,1:28 p.m.,2016/09/14/gid_2016_09_14_minmlb_detmlb_1/,Comerica Park,"Detroit, MI",8:11 p.m.
3309,6:22 a.m.,USDC0001,6:49 a.m.,7:17 p.m.,1:03 p.m.,2016/09/14/gid_2016_09_14_nynmlb_wasmlb_1/,Nationals Park,"Washington, DC",7:44 p.m.
7,6:32 a.m.,USMO0460,6:59 a.m.,7:27 p.m.,1:13 p.m.,2016/09/14/gid_2016_09_14_oakmlb_kcamlb_1/,Kauffman Stadium,"Kansas City, MO",7:54 p.m.
2681,6:14 a.m.,USPA1276,6:41 a.m.,7:10 p.m.,12:56 p.m.,2016/09/14/gid_2016_09_14_pitmlb_phimlb_1/,Citizens Bank Park,"Philadelphia, PA",7:37 p.m.
2395,6:25 a.m.,USCA0987,6:51 a.m.,7:18 p.m.,1:05 p.m.,2016/09/14/gid_2016_09_14_sdnmlb_sfnmlb_1/,AT&T Park,"San Francisco, CA",7:44 p.m.
1,6:10 a.m.,USCA0027,6:35 a.m.,6:59 p.m.,12:47 p.m.,2016/09/14/gid_2016_09_14_seamlb_anamlb_1/,Angel Stadium of Anaheim,"Anaheim, CA",7:24 p.m.
14,,CAXX0504,,,,2016/09/14/gid_2016_09_14_tbamlb_tormlb_1/,Rogers Centre,"Toronto, Canada",
2392,6:42 a.m.,USTX0617,7:06 a.m.,7:27 p.m.,1:17 p.m.,2016/09/14/gid_2016_09_14_texmlb_houmlb_1/,Minute Maid Park,"Houston, TX",7:51 p.m.
4,6:03 a.m.,USIL0225,6:31 a.m.,6:59 p.m.,12:46 p.m.,2016/09/15/gid_2016_09_15_clemlb_chamlb_1/,Guaranteed Rate Field,"Chicago, IL",7:27 p.m.
15,5:47 a.m. S,USAZ0166,6:12 a.m. S,6:34 p.m. S,12:23 p.m. S,2016/09/15/gid_2016_09_15_lanmlb_arimlb_1/,Chase Field,"Phoenix, AZ",6:59 p.m. S
17,6:03 a.m.,USIL0225,6:31 a.m.,6:59 p.m.,12:46 p.m.,2016/09/15/gid_2016_09_15_milmlb_chnmlb_1/,Wrigley Field,"Chicago, IL",7:27 p.m.
2394,6:45 a.m.,USMI0229,7:13 a.m.,7:41 p.m.,1:27 p.m.,2016/09/15/gid_2016_09_15_minmlb_detmlb_1/,Comerica Park,"Detroit, MI",8:09 p.m.
3,5:57 a.m.,USMA0046,6:25 a.m.,6:53 p.m.,12:39 p.m.,2016/09/15/gid_2016_09_15_nyamlb_bosmlb_1/,Fenway Park,"Boston, MA",7:21 p.m.
7,6:33 a.m.,USMO0460,7:00 a.m.,7:26 p.m.,1:13 p.m.,2016/09/15/gid_2016_09_15_oakmlb_kcamlb_1/,Kauffman Stadium,"Kansas City, MO",7:52 p.m.
2681,6:15 a.m.,USPA1276,6:42 a.m.,7:08 p.m.,12:56 p.m.,2016/09/15/gid_2016_09_15_pitmlb_phimlb_1/,Citizens Bank Park,"Philadelphia, PA",7:36 p.m.
2395,6:26 a.m.,USCA0987,6:52 a.m.,7:17 p.m.,1:05 p.m.,2016/09/15/gid_2016_09_15_slnmlb_sfnmlb_1/,AT&T Park,"San Francisco, CA",7:43 p.m.
2,6:21 a.m.,USMD0018,6:48 a.m.,7:14 p.m.,1:01 p.m.,2016/09/15/gid_2016_09_15_tbamlb_balmlb_1/,Oriole Park at Camden Yards,"Baltimore, MD",7:41 p.m.
1,6:10 a.m.,USCA0027,6:35 a.m.,6:57 p.m.,12:47 p.m.,2016/09/15/gid_2016_09_15_tormlb_anamlb_1/,Angel Stadium of Anaheim,"Anaheim, CA",7:22 p.m.
7,6:34 a.m.,USMO0460,7:01 a.m.,7:24 p.m.,1:13 p.m.,2016/09/16/gid_2016_09_16_chamlb_kcamlb_1/,Kauffman Stadium,"Kansas City, MO",7:51 p.m.
5,6:41 a.m.,USOH0195,7:08 a.m.,7:33 p.m.,1:21 p.m.,2016/09/16/gid_2016_09_16_detmlb_clemlb_1/,Progressive Field,"Cleveland, OH",8:01 p.m.
680,6:18 a.m.,USWA0395,6:49 a.m.,7:18 p.m.,1:04 p.m.,2016/09/16/gid_2016_09_16_houmlb_seamlb_1/,Safeco Field,"Seattle, WA",7:49 p.m.
15,5:48 a.m. S,USAZ0166,6:13 a.m. S,6:32 p.m. S,12:23 p.m. S,2016/09/16/gid_2016_09_16_lanmlb_arimlb_1/,Chase Field,"Phoenix, AZ",6:57 p.m. S
2681,6:16 a.m.,USPA1276,6:43 a.m.,7:07 p.m.,12:55 p.m.,2016/09/16/gid_2016_09_16_miamlb_phimlb_1/,Citizens Bank Park,"Philadelphia, PA",7:34 p.m.
17,6:04 a.m.,USIL0225,6:32 a.m.,6:57 p.m.,12:45 p.m.,2016/09/16/gid_2016_09_16_milmlb_chnmlb_1/,Wrigley Field,"Chicago, IL",7:25 p.m.
3289,6:11 a.m.,USNY0504,6:38 a.m.,7:02 p.m.,12:50 p.m.,2016/09/16/gid_2016_09_16_minmlb_nynmlb_1/,Citi Field,"Flushing, NY",7:30 p.m.
3,5:58 a.m.,USMA0046,6:26 a.m.,6:51 p.m.,12:39 p.m.,2016/09/16/gid_2016_09_16_nyamlb_bosmlb_1/,Fenway Park,"Boston, MA",7:19 p.m.
13,6:48 a.m.,USTX0045,7:13 a.m.,7:32 p.m.,1:23 p.m.,2016/09/16/gid_2016_09_16_oakmlb_texmlb_1/,Globe Life Park in Arlington,"Arlington, TX",7:57 p.m.
2602,6:54 a.m.,USOH0188,7:21 a.m.,7:44 p.m.,1:33 p.m.,2016/09/16/gid_2016_09_16_pitmlb_cinmlb_1/,Great American Ball Park,"Cincinnati, OH",8:11 p.m.
19,6:15 a.m.,USCO0105,6:42 a.m.,7:06 p.m.,12:54 p.m.,2016/09/16/gid_2016_09_16_sdnmlb_colmlb_1/,Coors Field,"Denver, CO",7:33 p.m.
2395,6:27 a.m.,USCA0987,6:53 a.m.,7:15 p.m.,1:04 p.m.,2016/09/16/gid_2016_09_16_slnmlb_sfnmlb_1/,AT&T Park,"San Francisco, CA",7:41 p.m.
2,6:22 a.m.,USMD0018,6:49 a.m.,7:12 p.m.,1:01 p.m.,2016/09/16/gid_2016_09_16_tbamlb_balmlb_1/,Oriole Park at Camden Yards,"Baltimore, MD",7:39 p.m.
1,6:11 a.m.,USCA0027,6:36 a.m.,6:56 p.m.,12:46 p.m.,2016/09/16/gid_2016_09_16_tormlb_anamlb_1/,Angel Stadium of Anaheim,"Anaheim, CA",7:21 p.m.
16,6:57 a.m.,USGA0028,7:22 a.m.,7:42 p.m.,1:32 p.m.,2016/09/16/gid_2016_09_16_wasmlb_atlmlb_1/,Turner Field,"Atlanta, GA",8:07 p.m.
7,6:35 a.m.,USMO0460,7:02 a.m.,7:22 p.m.,1:12 p.m.,2016/09/17/gid_2016_09_17_chamlb_kcamlb_1/,Kauffman Stadium,"Kansas City, MO",7:49 p.m.
5,6:42 a.m.,USOH0195,7:09 a.m.,7:32 p.m.,1:21 p.m.,2016/09/17/gid_2016_09_17_detmlb_clemlb_1/,Progressive Field,"Cleveland, OH",7:59 p.m.
680,6:19 a.m.,USWA0395,6:50 a.m.,7:16 p.m.,1:04 p.m.,2016/09/17/gid_2016_09_17_houmlb_seamlb_1/,Safeco Field,"Seattle, WA",7:47 p.m.
15,5:49 a.m. S,USAZ0166,6:13 a.m. S,6:31 p.m. S,12:23 p.m. S,2016/09/17/gid_2016_09_17_lanmlb_arimlb_1/,Chase Field,"Phoenix, AZ",6:56 p.m. S
2681,6:17 a.m.,USPA1276,6:44 a.m.,7:05 p.m.,12:55 p.m.,2016/09/17/gid_2016_09_17_miamlb_phimlb_1/,Citizens Bank Park,"Philadelphia, PA",7:32 p.m.
17,6:06 a.m.,USIL0225,6:33 a.m.,6:56 p.m.,12:45 p.m.,2016/09/17/gid_2016_09_17_milmlb_chnmlb_1/,Wrigley Field,"Chicago, IL",7:24 p.m.
3289,6:12 a.m.,USNY0504,6:39 a.m.,7:01 p.m.,12:50 p.m.,2016/09/17/gid_2016_09_17_minmlb_nynmlb_1/,Citi Field,"Flushing, NY",7:28 p.m.
3,5:59 a.m.,USMA0046,6:27 a.m.,6:50 p.m.,12:39 p.m.,2016/09/17/gid_2016_09_17_nyamlb_bosmlb_1/,Fenway Park,"Boston, MA",7:18 p.m.
13,6:49 a.m.,USTX0045,7:14 a.m.,7:31 p.m.,1:23 p.m.,2016/09/17/gid_2016_09_17_oakmlb_texmlb_1/,Globe Life Park in Arlington,"Arlington, TX",7:56 p.m.
2602,6:55 a.m.,USOH0188,7:22 a.m.,7:42 p.m.,1:32 p.m.,2016/09/17/gid_2016_09_17_pitmlb_cinmlb_1/,Great American Ball Park,"Cincinnati, OH",8:09 p.m.
2602,6:55 a.m.,USOH0188,7:22 a.m.,7:42 p.m.,1:32 p.m.,2016/09/17/gid_2016_09_17_pitmlb_cinmlb_2/,Great American Ball Park,"Cincinnati, OH",8:09 p.m.
19,6:16 a.m.,USCO0105,6:43 a.m.,7:04 p.m.,12:54 p.m.,2016/09/17/gid_2016_09_17_sdnmlb_colmlb_1/,Coors Field,"Denver, CO",7:31 p.m.
2395,6:28 a.m.,USCA0987,6:54 a.m.,7:13 p.m.,1:04 p.m.,2016/09/17/gid_2016_09_17_slnmlb_sfnmlb_1/,AT&T Park,"San Francisco, CA",7:40 p.m.
2,6:23 a.m.,USMD0018,6:50 a.m.,7:11 p.m.,1:01 p.m.,2016/09/17/gid_2016_09_17_tbamlb_balmlb_1/,Oriole Park at Camden Yards,"Baltimore, MD",7:38 p.m.
1,6:12 a.m.,USCA0027,6:37 a.m.,6:55 p.m.,12:46 p.m.,2016/09/17/gid_2016_09_17_tormlb_anamlb_1/,Angel Stadium of Anaheim,"Anaheim, CA",7:19 p.m.
16,6:58 a.m.,USGA0028,7:23 a.m.,7:41 p.m.,1:32 p.m.,2016/09/17/gid_2016_09_17_wasmlb_atlmlb_1/,Turner Field,"Atlanta, GA",8:05 p.m.
7,6:36 a.m.,USMO0460,7:03 a.m.,7:21 p.m.,1:12 p.m.,2016/09/18/gid_2016_09_18_chamlb_kcamlb_1/,Kauffman Stadium,"Kansas City, MO",7:47 p.m.
5,6:43 a.m.,USOH0195,7:10 a.m.,7:30 p.m.,1:21 p.m.,2016/09/18/gid_2016_09_18_detmlb_clemlb_1/,Progressive Field,"Cleveland, OH",7:57 p.m.
680,6:21 a.m.,USWA0395,6:51 a.m.,7:14 p.m.,1:03 p.m.,2016/09/18/gid_2016_09_18_houmlb_seamlb_1/,Safeco Field,"Seattle, WA",7:45 p.m.
15,5:49 a.m. S,USAZ0166,6:14 a.m. S,6:30 p.m. S,12:22 p.m. S,2016/09/18/gid_2016_09_18_lanmlb_arimlb_1/,Chase Field,"Phoenix, AZ",6:55 p.m. S
2681,6:18 a.m.,USPA1276,6:45 a.m.,7:03 p.m.,12:54 p.m.,2016/09/18/gid_2016_09_18_miamlb_phimlb_1/,Citizens Bank Park,"Philadelphia, PA",7:31 p.m.
17,6:07 a.m.,USIL0225,6:34 a.m.,6:54 p.m.,12:45 p.m.,2016/09/18/gid_2016_09_18_milmlb_chnmlb_1/,Wrigley Field,"Chicago, IL",7:22 p.m.
3289,6:12 a.m.,USNY0504,6:40 a.m.,6:59 p.m.,12:50 p.m.,2016/09/18/gid_2016_09_18_minmlb_nynmlb_1/,Citi Field,"Flushing, NY",7:26 p.m.
3,6:00 a.m.,USMA0046,6:28 a.m.,6:48 p.m.,12:38 p.m.,2016/09/18/gid_2016_09_18_nyamlb_bosmlb_1/,Fenway Park,"Boston, MA",7:16 p.m.
13,6:50 a.m.,USTX0045,7:14 a.m.,7:30 p.m.,1:22 p.m.,2016/09/18/gid_2016_09_18_oakmlb_texmlb_1/,Globe Life Park in Arlington,"Arlington, TX",7:54 p.m.
2602,6:56 a.m.,USOH0188,7:22 a.m.,7:41 p.m.,1:32 p.m.,2016/09/18/gid_2016_09_18_pitmlb_cinmlb_1/,Great American Ball Park,"Cincinnati, OH",8:07 p.m.
19,6:17 a.m.,USCO0105,6:44 a.m.,7:03 p.m.,12:54 p.m.,2016/09/18/gid_2016_09_18_sdnmlb_colmlb_1/,Coors Field,"Denver, CO",7:30 p.m.
2395,6:28 a.m.,USCA0987,6:55 a.m.,7:12 p.m.,1:04 p.m.,2016/09/18/gid_2016_09_18_slnmlb_sfnmlb_1/,AT&T Park,"San Francisco, CA",7:38 p.m.
2,6:24 a.m.,USMD0018,6:51 a.m.,7:09 p.m.,1:00 p.m.,2016/09/18/gid_2016_09_18_tbamlb_balmlb_1/,Oriole Park at Camden Yards,"Baltimore, MD",7:36 p.m.
1,6:12 a.m.,USCA0027,6:37 a.m.,6:53 p.m.,12:46 p.m.,2016/09/18/gid_2016_09_18_tormlb_anamlb_1/,Angel Stadium of Anaheim,"Anaheim, CA",7:18 p.m.
16,6:58 a.m.,USGA0028,7:23 a.m.,7:39 p.m.,1:32 p.m.,2016/09/18/gid_2016_09_18_wasmlb_atlmlb_1/,Turner Field,"Atlanta, GA",8:04 p.m.
13,6:50 a.m.,USTX0045,7:15 a.m.,7:28 p.m.,1:22 p.m.,2016/09/19/gid_2016_09_19_anamlb_texmlb_1/,Globe Life Park in Arlington,"Arlington, TX",7:53 p.m.
2680,6:11 a.m.,USCA0982,6:35 a.m.,6:48 p.m.,12:42 p.m.,2016/09/19/gid_2016_09_19_arimlb_sdnmlb_1/,Petco Park,"San Diego, CA",7:13 p.m.
3289,6:13 a.m.,USNY0504,6:41 a.m.,6:57 p.m.,12:49 p.m.,2016/09/19/gid_2016_09_19_atlmlb_nynmlb_1/,Citi Field,"Flushing, NY",7:24 p.m.
2,6:25 a.m.,USMD0018,6:52 a.m.,7:08 p.m.,1:00 p.m.,2016/09/19/gid_2016_09_19_bosmlb_balmlb_1/,Oriole Park at Camden Yards,"Baltimore, MD",7:34 p.m.
7,6:37 a.m.,USMO0460,7:04 a.m.,7:19 p.m.,1:12 p.m.,2016/09/19/gid_2016_09_19_chamlb_kcamlb_1/,Kauffman Stadium,"Kansas City, MO",7:46 p.m.
17,6:08 a.m.,USIL0225,6:36 a.m.,6:52 p.m.,12:44 p.m.,2016/09/19/gid_2016_09_19_cinmlb_chnmlb_1/,Wrigley Field,"Chicago, IL",7:20 p.m.
10,6:28 a.m.,USCA0791,6:55 a.m.,7:09 p.m.,1:02 p.m.,2016/09/19/gid_2016_09_19_houmlb_oakmlb_1/,Oakland Coliseum,"Oakland, CA",7:36 p.m.
22,6:15 a.m.,USCA0638,6:40 a.m.,6:54 p.m.,12:47 p.m.,2016/09/19/gid_2016_09_19_sfnmlb_lanmlb_1/,Dodger Stadium,"Los Angeles, CA",7:19 p.m.
19,6:18 a.m.,USCO0105,6:45 a.m.,7:01 p.m.,12:53 p.m.,2016/09/19/gid_2016_09_19_slnmlb_colmlb_1/,Coors Field,"Denver, CO",7:28 p.m.
680,6:22 a.m.,USWA0395,6:53 a.m.,7:12 p.m.,1:03 p.m.,2016/09/19/gid_2016_09_19_tormlb_seamlb_1/,Safeco Field,"Seattle, WA",7:43 p.m.
4169,6:45 a.m.,USFL0316,7:08 a.m.,7:20 p.m.,1:14 p.m.,2016/09/19/gid_2016_09_19_wasmlb_miamlb_1/,Marlins Park,"Miami, FL",7:43 p.m.
13,6:51 a.m.,USTX0045,7:16 a.m.,7:27 p.m.,1:22 p.m.,2016/09/20/gid_2016_09_20_anamlb_texmlb_1/,Globe Life Park in Arlington,"Arlington, TX",7:52 p.m.
2680,6:11 a.m.,USCA0982,6:36 a.m.,6:47 p.m.,12:42 p.m.,2016/09/20/gid_2016_09_20_arimlb_sdnmlb_1/,Petco Park,"San Diego, CA",7:12 p.m.
3289,6:14 a.m.,USNY0504,6:42 a.m.,6:55 p.m.,12:49 p.m.,2016/09/20/gid_2016_09_20_atlmlb_nynmlb_1/,Citi Field,"Flushing, NY",7:23 p.m.
2,6:26 a.m.,USMD0018,6:53 a.m.,7:06 p.m.,1:00 p.m.,2016/09/20/gid_2016_09_20_bosmlb_balmlb_1/,Oriole Park at Camden Yards,"Baltimore, MD",7:33 p.m.
2681,6:20 a.m.,USPA1276,6:47 a.m.,7:00 p.m.,12:54 p.m.,2016/09/20/gid_2016_09_20_chamlb_phimlb_1/,Citizens Bank Park,"Philadelphia, PA",7:27 p.m.
17,6:09 a.m.,USIL0225,6:37 a.m.,6:50 p.m.,12:44 p.m.,2016/09/20/gid_2016_09_20_cinmlb_chnmlb_1/,Wrigley Field,"Chicago, IL",7:18 p.m.
3312,6:29 a.m.,USMN0503,6:58 a.m.,7:13 p.m.,1:06 p.m.,2016/09/20/gid_2016_09_20_detmlb_minmlb_1/,Target Field,"Minneapolis, MN",7:43 p.m.
