home_team_code,venue_id,home_wins,away_team_code,status_ind,home_id,game_id,away_wins,game_pk,date,home_sname,home_sport_code,away_id,away_sname,away_loss,home_loss,away_fname,home_fname,venue_name
det,2511,15,hou,F,116,2016/03/27/gid_2016_03_27_houmlb_detmlb_1/,16,469779,"March 27, 2016",Detroit,mlb,117,Houston,9,10,Houston Astros,Detroit Tigers,Joker Marchant Stadium
sdn,4970,8,hou,F,135,2016/03/27/gid_2016_03_27_houmlb_sdnmlb_1/,16,470669,"March 27, 2016",San Diego,mlb,117,Houston,9,18,Houston Astros,San Diego Padres,Estadio de Beisbol 'Fray Nano'
oak,2507,11,kca,F,133,2016/03/27/gid_2016_03_27_kcamlb_oakmlb_1/,12,470001,"March 27, 2016",Oakland,mlb,118,Kansas City,17,12,Kansas City Royals,Oakland Athletics,Hohokam Stadium
cle,3834,12,mil,F,114,2016/03/27/gid_2016_03_27_milmlb_clemlb_1/,12,469726,"March 27, 2016",Cleveland,mlb,158,Milwaukee,11,12,Milwaukee Brewers,Cleveland Indians,Goodyear Ballpark
nya,2523,10,min,F,147,2016/03/27/gid_2016_03_27_minmlb_nyamlb_1/,15,469977,"March 27, 2016",NY Yankees,mlb,142,Minnesota,10,13,Minnesota Twins,New York Yankees,George M. Steinbrenner Field
bos,4309,12,phi,F,111,2016/03/27/gid_2016_03_27_phimlb_bosmlb_1/,14,469640,"March 27, 2016",Boston,mlb,143,Philadelphia,9,14,Philadelphia Phillies,Boston Red Sox,JetBlue Park
chn,4629,8,sea,F,112,2016/03/27/gid_2016_03_27_seamlb_chnmlb_1/,14,469658,"March 27, 2016",Chi Cubs,mlb,136,Seattle,12,17,Seattle Mariners,Chicago Cubs,Sloan Park
mia,2520,9,sln,F,146,2016/03/27/gid_2016_03_27_slnmlb_miamlb_1/,8,469891,"March 27, 2016",Miami,mlb,138,St. Louis,13,12,St. Louis Cardinals,Miami Marlins,Roger Dean Stadium
tba,2534,11,tor,F,139,2016/03/27/gid_2016_03_27_tormlb_tbamlb_1/,16,470046,"March 27, 2016",Tampa Bay,mlb,141,Toronto,5,11,Toronto Blue Jays,Tampa Bay Rays,Charlotte Sports Park
nyn,2856,7,was,FT,121,2016/03/27/gid_2016_03_27_wasmlb_nynmlb_1/,17,469955,"March 27, 2016",NY Mets,mlb,120,Washington,4,13,Washington Nationals,New York Mets,Tradition Field
sfn,2532,11,ari,F,137,2016/03/28/gid_2016_03_28_arimlb_sfnmlb_1/,21,470066,"March 28, 2016",San Francisco,mlb,109,Arizona,6,18,Arizona Diamondbacks,San Francisco Giants,Scottsdale Stadium
bos,4309,12,bal,F,111,2016/03/28/gid_2016_03_28_balmlb_bosmlb_1/,10,469642,"March 28, 2016",Boston,mlb,110,Baltimore,14,15,Baltimore Orioles,Boston Red Sox,JetBlue Park
col,4249,13,cha,F,115,2016/03/28/gid_2016_03_28_chamlb_colmlb_1/,14,469750,"March 28, 2016",Colorado,mlb,145,Chi White Sox,12,10,Chicago White Sox,Colorado Rockies,Salt River Fields at Talking Stick
ana,2500,15,chn,FT,108,2016/03/28/gid_2016_03_28_chnmlb_anamlb_1/,8,469845,"March 28, 2016",LA Angels,mlb,112,Chi Cubs,17,8,Chicago Cubs,Los Angeles Angels,Tempe Diablo Stadium
oak,2507,11,cle,F,133,2016/03/28/gid_2016_03_28_clemlb_oakmlb_1/,13,470003,"March 28, 2016",Oakland,mlb,114,Cleveland,12,13,Cleveland Indians,Oakland Athletics,Hohokam Stadium
nya,2523,11,det,F,147,2016/03/28/gid_2016_03_28_detmlb_nyamlb_1/,15,470556,"March 28, 2016",NY Yankees,mlb,116,Detroit,11,13,Detroit Tigers,New York Yankees,George M. Steinbrenner Field
atl,2504,6,hou,F,144,2016/03/28/gid_2016_03_28_houmlb_atlmlb_1/,17,469593,"March 28, 2016",Atlanta,mlb,117,Houston,9,18,Houston Astros,Atlanta Braves,Champion Stadium
sea,2530,15,kca,F,136,2016/03/28/gid_2016_03_28_kcamlb_seamlb_1/,13,470086,"March 28, 2016",Seattle,mlb,118,Kansas City,18,12,Kansas City Royals,Seattle Mariners,Peoria Stadium
was,2513,17,mia,DR,120,2016/03/28/gid_2016_03_28_miamlb_wasmlb_1/,9,470068,"March 28, 2016",Washington,mlb,146,Miami,12,4,Miami Marlins,Washington Nationals,Space Coast Stadium
cin,3834,13,mil,F,113,2016/03/28/gid_2016_03_28_milmlb_cinmlb_1/,12,469704,"March 28, 2016",Cincinnati,mlb,158,Milwaukee,12,15,Milwaukee Brewers,Cincinnati Reds,Goodyear Ballpark
pit,2526,7,min,F,134,2016/03/28/gid_2016_03_28_minmlb_pitmlb_1/,16,470045,"March 28, 2016",Pittsburgh,mlb,142,Minnesota,10,19,Minnesota Twins,Pittsburgh Pirates,McKechnie Field
sln,2520,9,nyn,F,138,2016/03/28/gid_2016_03_28_nynmlb_slnmlb_1/,7,470076,"March 28, 2016",St. Louis,mlb,121,NY Mets,14,13,New York Mets,St. Louis Cardinals,Roger Dean Stadium
tor,2536,17,phi,F,141,2016/03/28/gid_2016_03_28_phimlb_tormlb_1/,14,470387,"March 28, 2016",Toronto,mlb,143,Philadelphia,10,5,Philadelphia Phillies,Toronto Blue Jays,Florida Auto Exchange Stadium
kca,2603,13,sdn,F,118,2016/03/28/gid_2016_03_28_sdnmlb_kcamlb_1/,8,469821,"March 28, 2016",Kansas City,mlb,135,San Diego,19,18,San Diego Padres,Kansas City Royals,Surprise Stadium
lan,3809,13,tex,F,119,2016/03/28/gid_2016_03_28_texmlb_lanmlb_1/,16,469869,"March 28, 2016",LA Dodgers,mlb,140,Texas,12,12,Texas Rangers,Los Angeles Dodgers,Camelback Ranch
bal,2508,10,atl,FT,110,2016/03/29/gid_2016_03_29_atlmlb_balmlb_1/,6,469616,"March 29, 2016",Baltimore,mlb,144,Atlanta,18,14,Atlanta Braves,Baltimore Orioles,Ed Smith Stadium
min,2862,17,bos,FR,142,2016/03/29/gid_2016_03_29_bosmlb_minmlb_1/,12,469933,"March 29, 2016",Minnesota,mlb,111,Boston,16,10,Boston Red Sox,Minnesota Twins,CenturyLink Sports Complex
mil,2518,12,cin,F,158,2016/03/29/gid_2016_03_29_cinmlb_milmlb_1/,14,469913,"March 29, 2016",Milwaukee,mlb,113,Cincinnati,15,13,Cincinnati Reds,Milwaukee Brewers,Maryvale Baseball Park
ana,2500,15,cle,FT,108,2016/03/29/gid_2016_03_29_clemlb_anamlb_1/,14,469847,"March 29, 2016",LA Angels,mlb,114,Cleveland,12,8,Cleveland Indians,Los Angeles Angels,Tempe Diablo Stadium
ari,4249,21,col,F,109,2016/03/29/gid_2016_03_29_colmlb_arimlb_1/,14,469569,"March 29, 2016",Arizona,mlb,115,Colorado,10,7,Colorado Rockies,Arizona Diamondbacks,Salt River Fields at Talking Stick
sdn,2530,9,lan,F,135,2016/03/29/gid_2016_03_29_lanmlb_sdnmlb_1/,13,470067,"March 29, 2016",San Diego,mlb,119,LA Dodgers,13,19,Los Angeles Dodgers,San Diego Padres,Peoria Stadium
nyn,2856,7,mia,F,121,2016/03/29/gid_2016_03_29_miamlb_nynmlb_1/,10,469957,"March 29, 2016",NY Mets,mlb,146,Miami,12,15,Miami Marlins,New York Mets,Tradition Field
phi,2700,14,nya,DO,143,2016/03/29/gid_2016_03_29_nyamlb_phimlb_1/,11,470027,"March 29, 2016",Philadelphia,mlb,147,NY Yankees,13,10,New York Yankees,Philadelphia Phillies,Bright House Field
chn,4629,9,oak,F,112,2016/03/29/gid_2016_03_29_oakmlb_chnmlb_1/,11,469660,"March 29, 2016",Chi Cubs,mlb,133,Oakland,14,17,Oakland Athletics,Chicago Cubs,Sloan Park
nya,2523,12,pit,FR,147,2016/03/29/gid_2016_03_29_pitmlb_nyamlb_1/,7,469979,"March 29, 2016",NY Yankees,mlb,134,Pittsburgh,20,13,Pittsburgh Pirates,New York Yankees,George M. Steinbrenner Field
cle,3834,14,sea,F,114,2016/03/29/gid_2016_03_29_seamlb_clemlb_1/,15,469728,"March 29, 2016",Cleveland,mlb,136,Seattle,13,12,Seattle Mariners,Cleveland Indians,Goodyear Ballpark
kca,2603,14,sfn,F,118,2016/03/29/gid_2016_03_29_sfnmlb_kcamlb_1/,11,469823,"March 29, 2016",Kansas City,mlb,137,San Francisco,19,18,San Francisco Giants,Kansas City Royals,Surprise Stadium
tor,2536,17,tba,DR,141,2016/03/29/gid_2016_03_29_tbamlb_tormlb_1/,11,472930,"March 29, 2016",Toronto,mlb,139,Tampa Bay,11,5,Tampa Bay Rays,Toronto Blue Jays,Florida Auto Exchange Stadium
cha,3809,15,tex,F,145,2016/03/29/gid_2016_03_29_texmlb_chamlb_1/,16,469684,"March 29, 2016",Chi White Sox,mlb,140,Texas,13,12,Texas Rangers,Chicago White Sox,Camelback Ranch
det,2511,15,tor,DR,116,2016/03/29/gid_2016_03_29_tormlb_detmlb_1/,17,470386,"March 29, 2016",Detroit,mlb,141,Toronto,5,11,Toronto Blue Jays,Detroit Tigers,Joker Marchant Stadium
sln,2520,9,was,DR,138,2016/03/29/gid_2016_03_29_wasmlb_slnmlb_1/,17,470100,"March 29, 2016",St. Louis,mlb,120,Washington,4,13,Washington Nationals,St. Louis Cardinals,Roger Dean Stadium
oak,2507,11,ari,F,133,2016/03/30/gid_2016_03_30_arimlb_oakmlb_1/,22,470005,"March 30, 2016",Oakland,mlb,109,Arizona,7,15,Arizona Diamondbacks,Oakland Athletics,Hohokam Stadium
pit,2526,7,bos,FT,134,2016/03/30/gid_2016_03_30_bosmlb_pitmlb_1/,12,470047,"March 30, 2016",Pittsburgh,mlb,111,Boston,17,20,Boston Red Sox,Pittsburgh Pirates,McKechnie Field
tba,2534,12,bos,F,139,2016/03/30/gid_2016_03_30_bosmlb_tbamlb_1/,12,472931,"March 30, 2016",Tampa Bay,mlb,111,Boston,17,11,Boston Red Sox,Tampa Bay Rays,Charlotte Sports Park
cin,3834,15,cha,F,113,2016/03/30/gid_2016_03_30_chamlb_cinmlb_1/,15,469706,"March 30, 2016",Cincinnati,mlb,145,Chi White Sox,13,15,Chicago White Sox,Cincinnati Reds,Goodyear Ballpark
lan,3809,13,cle,F,119,2016/03/30/gid_2016_03_30_clemlb_lanmlb_1/,15,469871,"March 30, 2016",LA Dodgers,mlb,114,Cleveland,12,14,Cleveland Indians,Los Angeles Dodgers,Camelback Ranch
chn,4629,10,col,F,112,2016/03/30/gid_2016_03_30_colmlb_chnmlb_1/,14,469662,"March 30, 2016",Chi Cubs,mlb,115,Colorado,12,17,Colorado Rockies,Chicago Cubs,Sloan Park
bal,2508,10,det,F,110,2016/03/30/gid_2016_03_30_detmlb_balmlb_1/,16,469618,"March 30, 2016",Baltimore,mlb,116,Detroit,11,15,Detroit Tigers,Baltimore Orioles,Ed Smith Stadium
phi,2700,15,hou,F,143,2016/03/30/gid_2016_03_30_houmlb_phimlb_1/,17,470658,"March 30, 2016",Philadelphia,mlb,117,Houston,10,10,Houston Astros,Philadelphia Phillies,Bright House Field
tex,2603,17,kca,F,140,2016/03/30/gid_2016_03_30_kcamlb_texmlb_1/,14,470144,"March 30, 2016",Texas,mlb,118,Kansas City,19,13,Kansas City Royals,Texas Rangers,Surprise Stadium
col,4249,14,mil,F,115,2016/03/30/gid_2016_03_30_milmlb_colmlb_1/,13,469753,"March 30, 2016",Colorado,mlb,158,Milwaukee,13,12,Milwaukee Brewers,Colorado Rockies,Salt River Fields at Talking Stick
atl,2504,6,nya,F,144,2016/03/30/gid_2016_03_30_nyamlb_atlmlb_1/,13,469591,"March 30, 2016",Atlanta,mlb,147,NY Yankees,13,19,New York Yankees,Atlanta Braves,Champion Stadium
sea,2530,15,sdn,F,136,2016/03/30/gid_2016_03_30_sdnmlb_seamlb_1/,10,470115,"March 30, 2016",Seattle,mlb,135,San Diego,19,14,San Diego Padres,Seattle Mariners,Peoria Stadium
mia,2520,10,sln,F,146,2016/03/30/gid_2016_03_30_slnmlb_miamlb_1/,10,469893,"March 30, 2016",Miami,mlb,138,St. Louis,13,13,St. Louis Cardinals,Miami Marlins,Roger Dean Stadium
sfn,2529,1,src,F,137,2016/03/30/gid_2016_03_30_srcaaa_sfnmlb_1/,0,471841,"March 30, 2016",San Francisco,mlb,105,Sacramento,1,0,Sacramento River Cats,San Francisco Giants,Raley Field
min,2862,18,tor,F,142,2016/03/30/gid_2016_03_30_tormlb_minmlb_1/,17,470388,"March 30, 2016",Minnesota,mlb,141,Toronto,6,10,Toronto Blue Jays,Minnesota Twins,CenturyLink Sports Complex
nyn,2856,7,was,F,121,2016/03/30/gid_2016_03_30_wasmlb_nynmlb_1/,18,469959,"March 30, 2016",NY Mets,mlb,120,Washington,4,16,Washington Nationals,New York Mets,Tradition Field
lan,22,13,ana,F,119,2016/03/31/gid_2016_03_31_anamlb_lanmlb_1/,16,466005,"March 31, 2016",LA Dodgers,mlb,108,LA Angels,8,15,Los Angeles Angels,Los Angeles Dodgers,Dodger Stadium
col,4249,15,ari,F,115,2016/03/31/gid_2016_03_31_arimlb_colmlb_1/,22,469755,"March 31, 2016",Colorado,mlb,109,Arizona,8,12,Arizona Diamondbacks,Colorado Rockies,Salt River Fields at Talking Stick
bal,2508,11,atl,F,110,2016/03/31/gid_2016_03_31_atlmlb_balmlb_1/,6,469620,"March 31, 2016",Baltimore,mlb,144,Atlanta,20,15,Atlanta Braves,Baltimore Orioles,Ed Smith Stadium
min,2862,19,bos,F,142,2016/03/31/gid_2016_03_31_bosmlb_minmlb_1/,12,469937,"March 31, 2016",Minnesota,mlb,111,Boston,18,10,Boston Red Sox,Minnesota Twins,CenturyLink Sports Complex
nyn,2503,7,chn,F,121,2016/03/31/gid_2016_03_31_chnmlb_nynmlb_1/,11,469365,"March 31, 2016",NY Mets,mlb,112,Chi Cubs,17,17,Chicago Cubs,New York Mets,Cashman Field
cle,3834,16,cin,F,114,2016/03/31/gid_2016_03_31_cinmlb_clemlb_1/,15,469730,"March 31, 2016",Cleveland,mlb,113,Cincinnati,16,12,Cincinnati Reds,Cleveland Indians,Goodyear Ballpark
hou,2392,17,mil,F,117,2016/03/31/gid_2016_03_31_milmlb_houmlb_1/,14,468071,"March 31, 2016",Houston,mlb,158,Milwaukee,13,11,Milwaukee Brewers,Houston Astros,Minute Maid Park
det,2511,17,nya,F,116,2016/03/31/gid_2016_03_31_nyamlb_detmlb_1/,13,469781,"March 31, 2016",Detroit,mlb,147,NY Yankees,15,11,New York Yankees,Detroit Tigers,Joker Marchant Stadium
sfn,2395,12,oak,F,137,2016/03/31/gid_2016_03_31_oakmlb_sfnmlb_1/,11,468073,"March 31, 2016",San Francisco,mlb,133,Oakland,16,19,Oakland Athletics,San Francisco Giants,AT&T Park
tba,2534,12,pit,F,139,2016/03/31/gid_2016_03_31_pitmlb_tbamlb_1/,8,470159,"March 31, 2016",Tampa Bay,mlb,134,Pittsburgh,20,12,Pittsburgh Pirates,Tampa Bay Rays,Charlotte Sports Park
nya,2523,13,sln,F,147,2016/03/31/gid_2016_03_31_slnmlb_nyamlb_1/,11,469983,"March 31, 2016",NY Yankees,mlb,138,St. Louis,13,15,St. Louis Cardinals,New York Yankees,George M. Steinbrenner Field
lan,22,13,ana,F,119,2016/04/01/gid_2016_04_01_anamlb_lanmlb_1/,17,466006,"April 1, 2016",LA Dodgers,mlb,108,LA Angels,8,16,Los Angeles Angels,Los Angeles Dodgers,Dodger Stadium
phi,2681,15,bal,F,143,2016/04/01/gid_2016_04_01_balmlb_phimlb_1/,12,452863,"April 1, 2016",Philadelphia,mlb,110,Baltimore,15,11,Baltimore Orioles,Philadelphia Phillies,Citizens Bank Park
tor,24,17,bos,F,141,2016/04/01/gid_2016_04_01_bosmlb_tormlb_1/,13,451034,"April 1, 2016",Toronto,mlb,111,Boston,18,7,Boston Red Sox,Toronto Blue Jays,Olympic Stadium
sdn,2680,10,cha,F,135,2016/04/01/gid_2016_04_01_chamlb_sdnmlb_1/,16,467835,"April 1, 2016",San Diego,mlb,145,Chi White Sox,13,20,Chicago White Sox,San Diego Padres,Petco Park
tex,13,17,cle,F,140,2016/04/01/gid_2016_04_01_clemlb_texmlb_1/,17,468285,"April 1, 2016",Texas,mlb,114,Cleveland,12,14,Cleveland Indians,Texas Rangers,Globe Life Park in Arlington
sea,2530,15,col,FT,136,2016/04/01/gid_2016_04_01_colmlb_seamlb_1/,15,470117,"April 1, 2016",Seattle,mlb,115,Colorado,12,14,Colorado Rockies,Seattle Mariners,Peoria Stadium
ari,15,23,kca,F,109,2016/04/01/gid_2016_04_01_kcamlb_arimlb_1/,14,452861,"April 1, 2016",Arizona,mlb,118,Kansas City,20,8,Kansas City Royals,Arizona Diamondbacks,Chase Field
hou,2392,18,mil,F,117,2016/04/01/gid_2016_04_01_milmlb_houmlb_1/,14,468072,"April 1, 2016",Houston,mlb,158,Milwaukee,14,11,Milwaukee Brewers,Houston Astros,Minute Maid Park
was,3309,19,min,F,120,2016/04/01/gid_2016_04_01_minmlb_wasmlb_1/,19,460089,"April 1, 2016",Washington,mlb,142,Minnesota,11,4,Minnesota Twins,Washington Nationals,Nationals Park
mia,4169,10,nya,F,146,2016/04/01/gid_2016_04_01_nyamlb_miamlb_1/,14,467816,"April 1, 2016",Miami,mlb,147,NY Yankees,15,14,New York Yankees,Miami Marlins,Marlins Park
chn,2503,11,nyn,F,112,2016/04/01/gid_2016_04_01_nynmlb_chnmlb_1/,8,469366,"April 1, 2016",Chi Cubs,mlb,121,NY Mets,17,18,New York Mets,Chicago Cubs,Cashman Field
sfn,2395,13,oak,F,137,2016/04/01/gid_2016_04_01_oakmlb_sfnmlb_1/,11,468074,"April 1, 2016",San Francisco,mlb,133,Oakland,17,19,Oakland Athletics,San Francisco Giants,AT&T Park
atl,2504,6,tba,FT,144,2016/04/01/gid_2016_04_01_tbamlb_atlmlb_1/,12,469595,"April 1, 2016",Atlanta,mlb,139,Tampa Bay,13,20,Tampa Bay Rays,Atlanta Braves,Champion Stadium
det,2511,18,tba,F,116,2016/04/01/gid_2016_04_01_tbamlb_detmlb_1/,12,469783,"April 1, 2016",Detroit,mlb,139,Tampa Bay,13,11,Tampa Bay Rays,Detroit Tigers,Joker Marchant Stadium
tor,24,17,bos,F,141,2016/04/02/gid_2016_04_02_bosmlb_tormlb_1/,14,451035,"April 2, 2016",Toronto,mlb,111,Boston,18,8,Boston Red Sox,Toronto Blue Jays,Olympic Stadium
sdn,2680,10,cha,F,135,2016/04/02/gid_2016_04_02_chamlb_sdnmlb_1/,17,467836,"April 2, 2016",San Diego,mlb,145,Chi White Sox,13,21,Chicago White Sox,San Diego Padres,Petco Park
pit,2858,8,cin,F,134,2016/04/02/gid_2016_04_02_cinmlb_pitmlb_1/,16,460424,"April 2, 2016",Pittsburgh,mlb,113,Cincinnati,16,21,Cincinnati Reds,Pittsburgh Pirates,Victory Field
tex,13,17,cle,F,140,2016/04/02/gid_2016_04_02_clemlb_texmlb_1/,18,468286,"April 2, 2016",Texas,mlb,114,Cleveland,12,15,Cleveland Indians,Texas Rangers,Globe Life Park in Arlington
ari,15,24,kca,F,109,2016/04/02/gid_2016_04_02_kcamlb_arimlb_1/,14,452862,"April 2, 2016",Arizona,mlb,118,Kansas City,21,8,Kansas City Royals,Arizona Diamondbacks,Chase Field
ana,1,18,lan,F,108,2016/04/02/gid_2016_04_02_lanmlb_anamlb_1/,13,452865,"April 2, 2016",LA Angels,mlb,119,LA Dodgers,17,8,Los Angeles Dodgers,Los Angeles Angels,Angel Stadium of Anaheim
was,3309,19,min,FT,120,2016/04/02/gid_2016_04_02_minmlb_wasmlb_1/,19,465936,"April 2, 2016",Washington,mlb,142,Minnesota,11,4,Minnesota Twins,Washington Nationals,Nationals Park
mia,4169,11,nya,F,146,2016/04/02/gid_2016_04_02_nyamlb_miamlb_1/,14,467817,"April 2, 2016",Miami,mlb,147,NY Yankees,16,14,New York Yankees,Miami Marlins,Marlins Park
phi,2681,1,pfs,F,143,2016/04/02/gid_2016_04_02_pfsmin_phimlb_1/,0,452864,"April 2, 2016",Philadelphia,mlb,382,Phillies Futures,1,0,Philadelphia Phillies Futures,Philadelphia Phillies,Citizens Bank Park
col,4249,15,sea,F,115,2016/04/02/gid_2016_04_02_seamlb_colmlb_1/,16,469757,"April 2, 2016",Colorado,mlb,136,Seattle,14,13,Seattle Mariners,Colorado Rockies,Salt River Fields at Talking Stick
oak,10,12,sfn,F,133,2016/04/02/gid_2016_04_02_sfnmlb_oakmlb_1/,13,449668,"April 2, 2016",Oakland,mlb,137,San Francisco,20,17,San Francisco Giants,Oakland Athletics,Oakland Coliseum
ana,1,19,chn,F,108,2016/04/03/gid_2016_04_03_chnmlb_anamlb_1/,11,452866,"April 3, 2016",LA Angels,mlb,112,Chi Cubs,19,8,Chicago Cubs,Los Angeles Angels,Angel Stadium of Anaheim
kca,7,1,nyn,F,118,2016/04/03/gid_2016_04_03_nynmlb_kcamlb_1/,0,446873,"April 3, 2016",Kansas City,mlb,121,NY Mets,1,0,New York Mets,Kansas City Royals,Kauffman Stadium
pit,31,1,sln,F,134,2016/04/03/gid_2016_04_03_slnmlb_pitmlb_1/,0,446877,"April 3, 2016",Pittsburgh,mlb,138,St. Louis,1,0,St. Louis Cardinals,Pittsburgh Pirates,PNC Park
tba,12,0,tor,F,139,2016/04/03/gid_2016_04_03_tormlb_tbamlb_1/,1,446911,"April 3, 2016",Tampa Bay,mlb,141,Toronto,0,1,Toronto Blue Jays,Tampa Bay Rays,Tropicana Field
oak,10,0,cha,F,133,2016/04/04/gid_2016_04_04_chamlb_oakmlb_1/,1,446868,"April 4, 2016",Oakland,mlb,145,Chi White Sox,0,1,Chicago White Sox,Oakland Athletics,Oakland Coliseum
ana,1,0,chn,F,108,2016/04/04/gid_2016_04_04_chnmlb_anamlb_1/,1,446889,"April 4, 2016",LA Angels,mlb,112,Chi Cubs,0,1,Chicago Cubs,Los Angeles Angels,Angel Stadium of Anaheim
ari,15,0,col,F,109,2016/04/04/gid_2016_04_04_colmlb_arimlb_1/,1,446869,"April 4, 2016",Arizona,mlb,115,Colorado,0,1,Colorado Rockies,Arizona Diamondbacks,Chase Field
sdn,2680,0,lan,F,135,2016/04/04/gid_2016_04_04_lanmlb_sdnmlb_1/,1,446871,"April 4, 2016",San Diego,mlb,119,LA Dodgers,0,1,Los Angeles Dodgers,San Diego Padres,Petco Park
bal,2,1,min,F,110,2016/04/04/gid_2016_04_04_minmlb_balmlb_1/,0,446872,"April 4, 2016",Baltimore,mlb,142,Minnesota,1,0,Minnesota Twins,Baltimore Orioles,Oriole Park at Camden Yards
cin,2602,1,phi,F,113,2016/04/04/gid_2016_04_04_phimlb_cinmlb_1/,0,446874,"April 4, 2016",Cincinnati,mlb,143,Philadelphia,1,0,Philadelphia Phillies,Cincinnati Reds,Great American Ball Park
tex,13,1,sea,F,140,2016/04/04/gid_2016_04_04_seamlb_texmlb_1/,0,446876,"April 4, 2016",Texas,mlb,136,Seattle,1,0,Seattle Mariners,Texas Rangers,Globe Life Park in Arlington
mil,32,0,sfn,F,158,2016/04/04/gid_2016_04_04_sfnmlb_milmlb_1/,1,446875,"April 4, 2016",Milwaukee,mlb,137,San Francisco,0,1,San Francisco Giants,Milwaukee Brewers,Miller Park
tba,12,0,tor,F,139,2016/04/04/gid_2016_04_04_tormlb_tbamlb_1/,2,446878,"April 4, 2016",Tampa Bay,mlb,141,Toronto,0,2,Toronto Blue Jays,Tampa Bay Rays,Tropicana Field
atl,16,0,was,F,144,2016/04/04/gid_2016_04_04_wasmlb_atlmlb_1/,1,446879,"April 4, 2016",Atlanta,mlb,120,Washington,0,1,Washington Nationals,Atlanta Braves,Turner Field
cle,5,0,bos,F,114,2016/04/05/gid_2016_04_05_bosmlb_clemlb_1/,1,446867,"April 5, 2016",Cleveland,mlb,111,Boston,0,1,Boston Red Sox,Cleveland Indians,Progressive Field
oak,10,0,cha,F,133,2016/04/05/gid_2016_04_05_chamlb_oakmlb_1/,2,446881,"April 5, 2016",Oakland,mlb,145,Chi White Sox,0,2,Chicago White Sox,Oakland Athletics,Oakland Coliseum
ana,1,0,chn,F,108,2016/04/05/gid_2016_04_05_chnmlb_anamlb_1/,2,446880,"April 5, 2016",LA Angels,mlb,112,Chi Cubs,0,2,Chicago Cubs,Los Angeles Angels,Angel Stadium of Anaheim
ari,15,1,col,F,109,2016/04/05/gid_2016_04_05_colmlb_arimlb_1/,1,446882,"April 5, 2016",Arizona,mlb,115,Colorado,1,1,Colorado Rockies,Arizona Diamondbacks,Chase Field
mia,4169,0,det,F,146,2016/04/05/gid_2016_04_05_detmlb_miamlb_1/,1,446883,"April 5, 2016",Miami,mlb,116,Detroit,0,1,Detroit Tigers,Miami Marlins,Marlins Park
nya,3313,0,hou,F,147,2016/04/05/gid_2016_04_05_houmlb_nyamlb_1/,1,446870,"April 5, 2016",NY Yankees,mlb,117,Houston,0,1,Houston Astros,New York Yankees,Yankee Stadium
sdn,2680,0,lan,F,135,2016/04/05/gid_2016_04_05_lanmlb_sdnmlb_1/,2,446884,"April 5, 2016",San Diego,mlb,119,LA Dodgers,0,2,Los Angeles Dodgers,San Diego Padres,Petco Park
kca,7,1,nyn,F,118,2016/04/05/gid_2016_04_05_nynmlb_kcamlb_1/,1,446896,"April 5, 2016",Kansas City,mlb,121,NY Mets,1,1,New York Mets,Kansas City Royals,Kauffman Stadium
tex,13,1,sea,F,140,2016/04/05/gid_2016_04_05_seamlb_texmlb_1/,1,446886,"April 5, 2016",Texas,mlb,136,Seattle,1,1,Seattle Mariners,Texas Rangers,Globe Life Park in Arlington
mil,32,0,sfn,F,158,2016/04/05/gid_2016_04_05_sfnmlb_milmlb_1/,2,446885,"April 5, 2016",Milwaukee,mlb,137,San Francisco,0,2,San Francisco Giants,Milwaukee Brewers,Miller Park
pit,31,2,sln,F,134,2016/04/05/gid_2016_04_05_slnmlb_pitmlb_1/,0,446910,"April 5, 2016",Pittsburgh,mlb,138,St. Louis,2,0,St. Louis Cardinals,Pittsburgh Pirates,PNC Park
tba,12,1,tor,F,139,2016/04/05/gid_2016_04_05_tormlb_tbamlb_1/,2,446887,"April 5, 2016",Tampa Bay,mlb,141,Toronto,1,2,Toronto Blue Jays,Tampa Bay Rays,Tropicana Field
cle,5,1,bos,F,114,2016/04/06/gid_2016_04_06_bosmlb_clemlb_1/,1,446888,"April 6, 2016",Cleveland,mlb,111,Boston,1,1,Boston Red Sox,Cleveland Indians,Progressive Field
oak,10,1,cha,F,133,2016/04/06/gid_2016_04_06_chamlb_oakmlb_1/,2,446890,"April 6, 2016",Oakland,mlb,145,Chi White Sox,1,2,Chicago White Sox,Oakland Athletics,Oakland Coliseum
ari,15,1,col,F,109,2016/04/06/gid_2016_04_06_colmlb_arimlb_1/,2,446891,"April 6, 2016",Arizona,mlb,115,Colorado,1,2,Colorado Rockies,Arizona Diamondbacks,Chase Field
mia,4169,0,det,F,146,2016/04/06/gid_2016_04_06_detmlb_miamlb_1/,2,446892,"April 6, 2016",Miami,mlb,116,Detroit,0,2,Detroit Tigers,Miami Marlins,Marlins Park
nya,3313,1,hou,F,147,2016/04/06/gid_2016_04_06_houmlb_nyamlb_1/,1,446893,"April 6, 2016",NY Yankees,mlb,117,Houston,1,1,Houston Astros,New York Yankees,Yankee Stadium
sdn,2680,0,lan,F,135,2016/04/06/gid_2016_04_06_lanmlb_sdnmlb_1/,3,446894,"April 6, 2016",San Diego,mlb,119,LA Dodgers,0,3,Los Angeles Dodgers,San Diego Padres,Petco Park
bal,2,2,min,F,110,2016/04/06/gid_2016_04_06_minmlb_balmlb_1/,0,446895,"April 6, 2016",Baltimore,mlb,142,Minnesota,2,0,Minnesota Twins,Baltimore Orioles,Oriole Park at Camden Yards
