home_team_code,venue_id,home_wins,away_team_code,status_ind,home_id,game_id,away_wins,game_pk,date,home_sname,home_sport_code,away_id,away_sname,away_loss,home_loss,away_fname,home_fname,venue_name
sea,680,61,cha,F,136,2014/08/09/gid_2014_08_09_chamlb_seamlb_1/,56,382276,"August 9, 2014",Seattle,mlb,145,Chi White Sox,62,55,Chicago White Sox,Seattle Mariners,Safeco Field
nya,3313,61,cle,F,147,2014/08/09/gid_2014_08_09_clemlb_nyamlb_1/,58,382277,"August 9, 2014",NY Yankees,mlb,114,Cleveland,59,55,Cleveland Indians,New York Yankees,Yankee Stadium
ari,15,51,col,F,109,2014/08/09/gid_2014_08_09_colmlb_arimlb_1/,45,382278,"August 9, 2014",Arizona,mlb,115,Colorado,72,66,Colorado Rockies,Arizona Diamondbacks,Chase Field
tor,14,62,det,F,141,2014/08/09/gid_2014_08_09_detmlb_tormlb_1/,63,382279,"August 9, 2014",Toronto,mlb,116,Detroit,51,56,Detroit Tigers,Toronto Blue Jays,Rogers Centre
mil,32,65,lan,F,158,2014/08/09/gid_2014_08_09_lanmlb_milmlb_1/,66,382280,"August 9, 2014",Milwaukee,mlb,119,LA Dodgers,52,52,Los Angeles Dodgers,Milwaukee Brewers,Miller Park
cin,2602,59,mia,F,113,2014/08/09/gid_2014_08_09_miamlb_cinmlb_1/,57,382281,"August 9, 2014",Cincinnati,mlb,146,Miami,59,58,Miami Marlins,Cincinnati Reds,Great American Ball Park
oak,10,72,min,F,133,2014/08/09/gid_2014_08_09_minmlb_oakmlb_1/,51,382282,"August 9, 2014",Oakland,mlb,142,Minnesota,64,44,Minnesota Twins,Oakland Athletics,Oakland Coliseum
phi,2681,52,nyn,F,143,2014/08/09/gid_2014_08_09_nynmlb_phimlb_1/,56,382283,"August 9, 2014",Philadelphia,mlb,121,NY Mets,61,65,New York Mets,Philadelphia Phillies,Citizens Bank Park
pit,31,62,sdn,F,134,2014/08/09/gid_2014_08_09_sdnmlb_pitmlb_1/,53,382284,"August 9, 2014",Pittsburgh,mlb,135,San Diego,62,54,San Diego Padres,Pittsburgh Pirates,PNC Park
kca,7,62,sfn,F,118,2014/08/09/gid_2014_08_09_sfnmlb_kcamlb_1/,63,382285,"August 9, 2014",Kansas City,mlb,137,San Francisco,55,53,San Francisco Giants,Kansas City Royals,Kauffman Stadium
bal,2,67,sln,F,110,2014/08/09/gid_2014_08_09_slnmlb_balmlb_1/,61,382286,"August 9, 2014",Baltimore,mlb,138,St. Louis,54,49,St. Louis Cardinals,Baltimore Orioles,Oriole Park at Camden Yards
chn,17,49,tba,F,112,2014/08/09/gid_2014_08_09_tbamlb_chnmlb_1/,57,382287,"August 9, 2014",Chi Cubs,mlb,139,Tampa Bay,59,66,Tampa Bay Rays,Chicago Cubs,Wrigley Field
hou,2392,49,tex,F,117,2014/08/09/gid_2014_08_09_texmlb_houmlb_1/,45,382288,"August 9, 2014",Houston,mlb,140,Texas,71,68,Texas Rangers,Houston Astros,Minute Maid Park
atl,16,59,was,F,144,2014/08/09/gid_2014_08_09_wasmlb_atlmlb_1/,63,382289,"August 9, 2014",Atlanta,mlb,120,Washington,52,57,Washington Nationals,Atlanta Braves,Turner Field
ana,1,68,bos,F,108,2014/08/10/gid_2014_08_10_bosmlb_anamlb_1/,52,382290,"August 10, 2014",LA Angels,mlb,111,Boston,65,49,Boston Red Sox,Los Angeles Angels,Angel Stadium of Anaheim
sea,680,62,cha,F,136,2014/08/10/gid_2014_08_10_chamlb_seamlb_1/,56,382291,"August 10, 2014",Seattle,mlb,145,Chi White Sox,63,55,Chicago White Sox,Seattle Mariners,Safeco Field
nya,3313,61,cle,F,147,2014/08/10/gid_2014_08_10_clemlb_nyamlb_1/,59,382292,"August 10, 2014",NY Yankees,mlb,114,Cleveland,59,56,Cleveland Indians,New York Yankees,Yankee Stadium
ari,15,51,col,F,109,2014/08/10/gid_2014_08_10_colmlb_arimlb_1/,46,382293,"August 10, 2014",Arizona,mlb,115,Colorado,72,67,Colorado Rockies,Arizona Diamondbacks,Chase Field
tor,14,63,det,F,141,2014/08/10/gid_2014_08_10_detmlb_tormlb_1/,63,382294,"August 10, 2014",Toronto,mlb,116,Detroit,52,56,Detroit Tigers,Toronto Blue Jays,Rogers Centre
mil,32,65,lan,F,158,2014/08/10/gid_2014_08_10_lanmlb_milmlb_1/,67,382295,"August 10, 2014",Milwaukee,mlb,119,LA Dodgers,52,53,Los Angeles Dodgers,Milwaukee Brewers,Miller Park
cin,2602,60,mia,F,113,2014/08/10/gid_2014_08_10_miamlb_cinmlb_1/,57,382296,"August 10, 2014",Cincinnati,mlb,146,Miami,60,58,Miami Marlins,Cincinnati Reds,Great American Ball Park
oak,10,72,min,F,133,2014/08/10/gid_2014_08_10_minmlb_oakmlb_1/,52,382297,"August 10, 2014",Oakland,mlb,142,Minnesota,64,45,Minnesota Twins,Oakland Athletics,Oakland Coliseum
phi,2681,53,nyn,F,143,2014/08/10/gid_2014_08_10_nynmlb_phimlb_1/,56,382298,"August 10, 2014",Philadelphia,mlb,121,NY Mets,62,65,New York Mets,Philadelphia Phillies,Citizens Bank Park
pit,31,62,sdn,F,134,2014/08/10/gid_2014_08_10_sdnmlb_pitmlb_1/,54,382299,"August 10, 2014",Pittsburgh,mlb,135,San Diego,62,55,San Diego Padres,Pittsburgh Pirates,PNC Park
kca,7,63,sfn,F,118,2014/08/10/gid_2014_08_10_sfnmlb_kcamlb_1/,63,382300,"August 10, 2014",Kansas City,mlb,137,San Francisco,56,53,San Francisco Giants,Kansas City Royals,Kauffman Stadium
bal,2,67,sln,F,110,2014/08/10/gid_2014_08_10_slnmlb_balmlb_1/,62,382301,"August 10, 2014",Baltimore,mlb,138,St. Louis,54,50,St. Louis Cardinals,Baltimore Orioles,Oriole Park at Camden Yards
chn,17,50,tba,F,112,2014/08/10/gid_2014_08_10_tbamlb_chnmlb_1/,57,382302,"August 10, 2014",Chi Cubs,mlb,139,Tampa Bay,60,66,Tampa Bay Rays,Chicago Cubs,Wrigley Field
hou,2392,49,tex,F,117,2014/08/10/gid_2014_08_10_texmlb_houmlb_1/,46,382303,"August 10, 2014",Houston,mlb,140,Texas,71,69,Texas Rangers,Houston Astros,Minute Maid Park
atl,16,60,was,F,144,2014/08/10/gid_2014_08_10_wasmlb_atlmlb_1/,63,382304,"August 10, 2014",Atlanta,mlb,120,Washington,53,57,Washington Nationals,Atlanta Braves,Turner Field
sdn,2680,55,col,F,135,2014/08/11/gid_2014_08_11_colmlb_sdnmlb_1/,46,382305,"August 11, 2014",San Diego,mlb,115,Colorado,73,62,Colorado Rockies,San Diego Padres,Petco Park
pit,31,63,det,F,134,2014/08/11/gid_2014_08_11_detmlb_pitmlb_1/,63,382306,"August 11, 2014",Pittsburgh,mlb,116,Detroit,53,55,Detroit Tigers,Pittsburgh Pirates,PNC Park
atl,16,60,lan,F,144,2014/08/11/gid_2014_08_11_lanmlb_atlmlb_1/,68,382307,"August 11, 2014",Atlanta,mlb,119,LA Dodgers,52,58,Los Angeles Dodgers,Atlanta Braves,Turner Field
chn,17,50,mil,F,112,2014/08/11/gid_2014_08_11_milmlb_chnmlb_1/,66,382308,"August 11, 2014",Chi Cubs,mlb,158,Milwaukee,53,67,Milwaukee Brewers,Chicago Cubs,Wrigley Field
hou,2392,49,min,F,117,2014/08/11/gid_2014_08_11_minmlb_houmlb_1/,53,382309,"August 11, 2014",Houston,mlb,142,Minnesota,64,70,Minnesota Twins,Houston Astros,Minute Maid Park
bal,2,68,nya,F,110,2014/08/11/gid_2014_08_11_nyamlb_balmlb_1/,61,382310,"August 11, 2014",Baltimore,mlb,147,NY Yankees,57,50,New York Yankees,Baltimore Orioles,Oriole Park at Camden Yards
phi,2681,53,nyn,F,143,2014/08/11/gid_2014_08_11_nynmlb_phimlb_1/,57,382311,"August 11, 2014",Philadelphia,mlb,121,NY Mets,62,66,New York Mets,Philadelphia Phillies,Citizens Bank Park
kca,7,64,oak,F,118,2014/08/11/gid_2014_08_11_oakmlb_kcamlb_1/,72,382312,"August 11, 2014",Kansas City,mlb,133,Oakland,46,53,Oakland Athletics,Kansas City Royals,Kauffman Stadium
mia,4169,58,sln,F,146,2014/08/11/gid_2014_08_11_slnmlb_miamlb_1/,62,382313,"August 11, 2014",Miami,mlb,138,St. Louis,55,60,St. Louis Cardinals,Miami Marlins,Marlins Park
tex,13,46,tba,F,140,2014/08/11/gid_2014_08_11_tbamlb_texmlb_1/,58,382314,"August 11, 2014",Texas,mlb,139,Tampa Bay,60,72,Tampa Bay Rays,Texas Rangers,Globe Life Park in Arlington
sea,680,63,tor,F,136,2014/08/11/gid_2014_08_11_tormlb_seamlb_1/,63,382315,"August 11, 2014",Seattle,mlb,141,Toronto,57,55,Toronto Blue Jays,Seattle Mariners,Safeco Field
cle,5,59,ari,DR,114,2014/08/12/gid_2014_08_12_arimlb_clemlb_1/,51,382316,"August 12, 2014",Cleveland,mlb,109,Arizona,67,59,Arizona Diamondbacks,Cleveland Indians,Progressive Field
cin,2602,60,bos,F,113,2014/08/12/gid_2014_08_12_bosmlb_cinmlb_1/,53,382317,"August 12, 2014",Cincinnati,mlb,111,Boston,65,59,Boston Red Sox,Cincinnati Reds,Great American Ball Park
sfn,2395,63,cha,F,137,2014/08/12/gid_2014_08_12_chamlb_sfnmlb_1/,57,382318,"August 12, 2014",San Francisco,mlb,145,Chi White Sox,63,57,Chicago White Sox,San Francisco Giants,AT&T Park
sdn,2680,56,col,F,135,2014/08/12/gid_2014_08_12_colmlb_sdnmlb_1/,46,382319,"August 12, 2014",San Diego,mlb,115,Colorado,74,62,Colorado Rockies,San Diego Padres,Petco Park
pit,31,64,det,F,134,2014/08/12/gid_2014_08_12_detmlb_pitmlb_1/,63,382320,"August 12, 2014",Pittsburgh,mlb,116,Detroit,54,55,Detroit Tigers,Pittsburgh Pirates,PNC Park
atl,16,60,lan,F,144,2014/08/12/gid_2014_08_12_lanmlb_atlmlb_1/,69,382321,"August 12, 2014",Atlanta,mlb,119,LA Dodgers,52,59,Los Angeles Dodgers,Atlanta Braves,Turner Field
chn,17,51,mil,F,112,2014/08/12/gid_2014_08_12_milmlb_chnmlb_1/,66,382322,"August 12, 2014",Chi Cubs,mlb,158,Milwaukee,54,67,Milwaukee Brewers,Chicago Cubs,Wrigley Field
hou,2392,50,min,F,117,2014/08/12/gid_2014_08_12_minmlb_houmlb_1/,53,382323,"August 12, 2014",Houston,mlb,142,Minnesota,65,70,Minnesota Twins,Houston Astros,Minute Maid Park
kca,7,64,oak,F,118,2014/08/12/gid_2014_08_12_oakmlb_kcamlb_1/,73,382325,"August 12, 2014",Kansas City,mlb,133,Oakland,46,54,Oakland Athletics,Kansas City Royals,Kauffman Stadium
ana,1,69,phi,F,108,2014/08/12/gid_2014_08_12_phimlb_anamlb_1/,53,382326,"August 12, 2014",LA Angels,mlb,143,Philadelphia,67,49,Philadelphia Phillies,Los Angeles Angels,Angel Stadium of Anaheim
mia,4169,59,sln,F,146,2014/08/12/gid_2014_08_12_slnmlb_miamlb_1/,62,382327,"August 12, 2014",Miami,mlb,138,St. Louis,56,60,St. Louis Cardinals,Miami Marlins,Marlins Park
tex,13,47,tba,F,140,2014/08/12/gid_2014_08_12_tbamlb_texmlb_1/,58,382328,"August 12, 2014",Texas,mlb,139,Tampa Bay,61,72,Tampa Bay Rays,Texas Rangers,Globe Life Park in Arlington
sea,680,64,tor,F,136,2014/08/12/gid_2014_08_12_tormlb_seamlb_1/,63,382329,"August 12, 2014",Seattle,mlb,141,Toronto,58,55,Toronto Blue Jays,Seattle Mariners,Safeco Field
nyn,3289,57,was,F,121,2014/08/12/gid_2014_08_12_wasmlb_nynmlb_1/,64,382330,"August 12, 2014",NY Mets,mlb,120,Washington,53,63,Washington Nationals,New York Mets,Citi Field
cle,5,60,ari,F,114,2014/08/13/gid_2014_08_13_arimlb_clemlb_1/,51,382331,"August 13, 2014",Cleveland,mlb,109,Arizona,68,59,Arizona Diamondbacks,Cleveland Indians,Progressive Field
cle,5,60,ari,F,114,2014/08/13/gid_2014_08_13_arimlb_clemlb_2/,52,382316,"August 13, 2014",Cleveland,mlb,109,Arizona,68,60,Arizona Diamondbacks,Cleveland Indians,Progressive Field
cin,2602,60,bos,F,113,2014/08/13/gid_2014_08_13_bosmlb_cinmlb_1/,54,382332,"August 13, 2014",Cincinnati,mlb,111,Boston,65,60,Boston Red Sox,Cincinnati Reds,Great American Ball Park
sfn,2395,64,cha,F,137,2014/08/13/gid_2014_08_13_chamlb_sfnmlb_1/,57,382333,"August 13, 2014",San Francisco,mlb,145,Chi White Sox,64,57,Chicago White Sox,San Francisco Giants,AT&T Park
sdn,2680,57,col,F,135,2014/08/13/gid_2014_08_13_colmlb_sdnmlb_1/,46,382334,"August 13, 2014",San Diego,mlb,115,Colorado,75,62,Colorado Rockies,San Diego Padres,Petco Park
atl,16,61,lan,F,144,2014/08/13/gid_2014_08_13_lanmlb_atlmlb_1/,69,382335,"August 13, 2014",Atlanta,mlb,119,LA Dodgers,53,59,Los Angeles Dodgers,Atlanta Braves,Turner Field
chn,17,52,mil,F,112,2014/08/13/gid_2014_08_13_milmlb_chnmlb_1/,66,382336,"August 13, 2014",Chi Cubs,mlb,158,Milwaukee,55,67,Milwaukee Brewers,Chicago Cubs,Wrigley Field
hou,2392,50,min,F,117,2014/08/13/gid_2014_08_13_minmlb_houmlb_1/,54,382337,"August 13, 2014",Houston,mlb,142,Minnesota,65,71,Minnesota Twins,Houston Astros,Minute Maid Park
bal,2,69,nya,F,110,2014/08/13/gid_2014_08_13_nyamlb_balmlb_1/,61,382338,"August 13, 2014",Baltimore,mlb,147,NY Yankees,58,50,New York Yankees,Baltimore Orioles,Oriole Park at Camden Yards
kca,7,65,oak,F,118,2014/08/13/gid_2014_08_13_oakmlb_kcamlb_1/,73,382339,"August 13, 2014",Kansas City,mlb,133,Oakland,47,54,Oakland Athletics,Kansas City Royals,Kauffman Stadium
ana,1,70,phi,F,108,2014/08/13/gid_2014_08_13_phimlb_anamlb_1/,53,382340,"August 13, 2014",LA Angels,mlb,143,Philadelphia,68,49,Philadelphia Phillies,Los Angeles Angels,Angel Stadium of Anaheim
det,2394,64,pit,F,116,2014/08/13/gid_2014_08_13_pitmlb_detmlb_1/,64,382341,"August 13, 2014",Detroit,mlb,134,Pittsburgh,56,54,Pittsburgh Pirates,Detroit Tigers,Comerica Park
mia,4169,59,sln,F,146,2014/08/13/gid_2014_08_13_slnmlb_miamlb_1/,63,382342,"August 13, 2014",Miami,mlb,138,St. Louis,56,61,St. Louis Cardinals,Miami Marlins,Marlins Park
tex,13,47,tba,F,140,2014/08/13/gid_2014_08_13_tbamlb_texmlb_1/,59,382343,"August 13, 2014",Texas,mlb,139,Tampa Bay,61,73,Tampa Bay Rays,Texas Rangers,Globe Life Park in Arlington
sea,680,65,tor,F,136,2014/08/13/gid_2014_08_13_tormlb_seamlb_1/,63,382344,"August 13, 2014",Seattle,mlb,141,Toronto,59,55,Toronto Blue Jays,Seattle Mariners,Safeco Field
nyn,3289,57,was,F,121,2014/08/13/gid_2014_08_13_wasmlb_nynmlb_1/,65,382345,"August 13, 2014",NY Mets,mlb,120,Washington,53,64,Washington Nationals,New York Mets,Citi Field
mia,4169,60,ari,F,146,2014/08/14/gid_2014_08_14_arimlb_miamlb_1/,52,382346,"August 14, 2014",Miami,mlb,109,Arizona,69,61,Arizona Diamondbacks,Miami Marlins,Marlins Park
col,19,47,cin,F,115,2014/08/14/gid_2014_08_14_cinmlb_colmlb_1/,60,382347,"August 14, 2014",Colorado,mlb,113,Cincinnati,61,75,Cincinnati Reds,Colorado Rockies,Coors Field
bos,3,55,hou,F,111,2014/08/14/gid_2014_08_14_houmlb_bosmlb_1/,50,382348,"August 14, 2014",Boston,mlb,117,Houston,72,65,Houston Astros,Boston Red Sox,Fenway Park
atl,16,61,lan,F,144,2014/08/14/gid_2014_08_14_lanmlb_atlmlb_1/,70,382349,"August 14, 2014",Atlanta,mlb,119,LA Dodgers,53,60,Los Angeles Dodgers,Atlanta Braves,Turner Field
chn,17,52,mil,F,112,2014/08/14/gid_2014_08_14_milmlb_chnmlb_1/,67,382350,"August 14, 2014",Chi Cubs,mlb,158,Milwaukee,55,68,Milwaukee Brewers,Chicago Cubs,Wrigley Field
kca,7,66,oak,F,118,2014/08/14/gid_2014_08_14_oakmlb_kcamlb_1/,73,382351,"August 14, 2014",Kansas City,mlb,133,Oakland,48,54,Oakland Athletics,Kansas City Royals,Kauffman Stadium
det,2394,65,pit,F,116,2014/08/14/gid_2014_08_14_pitmlb_detmlb_1/,64,382352,"August 14, 2014",Detroit,mlb,134,Pittsburgh,57,54,Pittsburgh Pirates,Detroit Tigers,Comerica Park
sln,2889,64,sdn,F,138,2014/08/14/gid_2014_08_14_sdnmlb_slnmlb_1/,57,382353,"August 14, 2014",St. Louis,mlb,135,San Diego,63,56,San Diego Padres,St. Louis Cardinals,Busch Stadium
tex,13,47,tba,F,140,2014/08/14/gid_2014_08_14_tbamlb_texmlb_1/,60,382354,"August 14, 2014",Texas,mlb,139,Tampa Bay,61,74,Tampa Bay Rays,Texas Rangers,Globe Life Park in Arlington
nyn,3289,57,was,F,121,2014/08/14/gid_2014_08_14_wasmlb_nynmlb_1/,66,382355,"August 14, 2014",NY Mets,mlb,120,Washington,53,65,Washington Nationals,New York Mets,Citi Field
tex,13,47,ana,F,140,2014/08/15/gid_2014_08_15_anamlb_texmlb_1/,71,382356,"August 15, 2014",Texas,mlb,108,LA Angels,49,75,Los Angeles Angels,Texas Rangers,Globe Life Park in Arlington
mia,4169,60,ari,F,146,2014/08/15/gid_2014_08_15_arimlb_miamlb_1/,53,382357,"August 15, 2014",Miami,mlb,109,Arizona,69,62,Arizona Diamondbacks,Miami Marlins,Marlins Park
cle,5,61,bal,F,114,2014/08/15/gid_2014_08_15_balmlb_clemlb_1/,69,382358,"August 15, 2014",Cleveland,mlb,110,Baltimore,51,60,Baltimore Orioles,Cleveland Indians,Progressive Field
nyn,3289,58,chn,F,121,2014/08/15/gid_2014_08_15_chnmlb_nynmlb_1/,52,382359,"August 15, 2014",NY Mets,mlb,112,Chi Cubs,69,65,Chicago Cubs,New York Mets,Citi Field
col,19,47,cin,F,115,2014/08/15/gid_2014_08_15_cinmlb_colmlb_1/,61,382360,"August 15, 2014",Colorado,mlb,113,Cincinnati,61,76,Cincinnati Reds,Colorado Rockies,Coors Field
bos,3,55,hou,F,111,2014/08/15/gid_2014_08_15_houmlb_bosmlb_1/,51,382361,"August 15, 2014",Boston,mlb,117,Houston,72,66,Houston Astros,Boston Red Sox,Fenway Park
min,3312,54,kca,F,142,2014/08/15/gid_2014_08_15_kcamlb_minmlb_1/,67,382362,"August 15, 2014",Minnesota,mlb,118,Kansas City,54,66,Kansas City Royals,Minnesota Twins,Target Field
lan,22,70,mil,F,119,2014/08/15/gid_2014_08_15_milmlb_lanmlb_1/,68,382363,"August 15, 2014",LA Dodgers,mlb,158,Milwaukee,55,54,Milwaukee Brewers,Los Angeles Dodgers,Dodger Stadium
tba,12,61,nya,F,139,2014/08/15/gid_2014_08_15_nyamlb_tbamlb_1/,61,382364,"August 15, 2014",Tampa Bay,mlb,147,NY Yankees,59,61,New York Yankees,Tampa Bay Rays,Tropicana Field
atl,16,62,oak,F,144,2014/08/15/gid_2014_08_15_oakmlb_atlmlb_1/,73,382365,"August 15, 2014",Atlanta,mlb,133,Oakland,49,60,Oakland Athletics,Atlanta Braves,Turner Field
sfn,2395,64,phi,F,137,2014/08/15/gid_2014_08_15_phimlb_sfnmlb_1/,54,382366,"August 15, 2014",San Francisco,mlb,143,Philadelphia,68,58,Philadelphia Phillies,San Francisco Giants,AT&T Park
was,3309,67,pit,F,120,2014/08/15/gid_2014_08_15_pitmlb_wasmlb_1/,64,382367,"August 15, 2014",Washington,mlb,134,Pittsburgh,58,53,Pittsburgh Pirates,Washington Nationals,Nationals Park
sln,2889,65,sdn,F,138,2014/08/15/gid_2014_08_15_sdnmlb_slnmlb_1/,57,382368,"August 15, 2014",St. Louis,mlb,135,San Diego,64,56,San Diego Padres,St. Louis Cardinals,Busch Stadium
det,2394,65,sea,F,116,2014/08/15/gid_2014_08_15_seamlb_detmlb_1/,66,382369,"August 15, 2014",Detroit,mlb,136,Seattle,55,55,Seattle Mariners,Detroit Tigers,Comerica Park
cha,4,58,tor,F,145,2014/08/15/gid_2014_08_15_tormlb_chamlb_1/,63,382370,"August 15, 2014",Chi White Sox,mlb,141,Toronto,60,64,Toronto Blue Jays,Chicago White Sox,Guaranteed Rate Field
tex,13,47,ana,F,140,2014/08/16/gid_2014_08_16_anamlb_texmlb_1/,72,382371,"August 16, 2014",Texas,mlb,108,LA Angels,49,76,Los Angeles Angels,Texas Rangers,Globe Life Park in Arlington
mia,4169,61,ari,F,146,2014/08/16/gid_2014_08_16_arimlb_miamlb_1/,53,382372,"August 16, 2014",Miami,mlb,109,Arizona,70,62,Arizona Diamondbacks,Miami Marlins,Marlins Park
cle,5,62,bal,F,114,2014/08/16/gid_2014_08_16_balmlb_clemlb_1/,69,382373,"August 16, 2014",Cleveland,mlb,110,Baltimore,52,60,Baltimore Orioles,Cleveland Indians,Progressive Field
nyn,3289,59,chn,F,121,2014/08/16/gid_2014_08_16_chnmlb_nynmlb_1/,52,382374,"August 16, 2014",NY Mets,mlb,112,Chi Cubs,70,65,Chicago Cubs,New York Mets,Citi Field
col,19,47,cin,DV,115,2014/08/16/gid_2014_08_16_cinmlb_colmlb_1/,61,382375,"August 16, 2014",Colorado,mlb,113,Cincinnati,61,75,Cincinnati Reds,Colorado Rockies,Coors Field
bos,3,56,hou,F,111,2014/08/16/gid_2014_08_16_houmlb_bosmlb_1/,51,382376,"August 16, 2014",Boston,mlb,117,Houston,73,66,Houston Astros,Boston Red Sox,Fenway Park
min,3312,55,kca,F,142,2014/08/16/gid_2014_08_16_kcamlb_minmlb_1/,67,382377,"August 16, 2014",Minnesota,mlb,118,Kansas City,55,66,Kansas City Royals,Minnesota Twins,Target Field
lan,22,70,mil,F,119,2014/08/16/gid_2014_08_16_milmlb_lanmlb_1/,69,382378,"August 16, 2014",LA Dodgers,mlb,158,Milwaukee,55,55,Milwaukee Brewers,Los Angeles Dodgers,Dodger Stadium
tba,12,61,nya,F,139,2014/08/16/gid_2014_08_16_nyamlb_tbamlb_1/,62,382379,"August 16, 2014",Tampa Bay,mlb,147,NY Yankees,59,62,New York Yankees,Tampa Bay Rays,Tropicana Field
atl,16,63,oak,F,144,2014/08/16/gid_2014_08_16_oakmlb_atlmlb_1/,73,382380,"August 16, 2014",Atlanta,mlb,133,Oakland,50,60,Oakland Athletics,Atlanta Braves,Turner Field
sfn,2395,65,phi,F,137,2014/08/16/gid_2014_08_16_phimlb_sfnmlb_1/,54,382381,"August 16, 2014",San Francisco,mlb,143,Philadelphia,69,58,Philadelphia Phillies,San Francisco Giants,AT&T Park
was,3309,68,pit,F,120,2014/08/16/gid_2014_08_16_pitmlb_wasmlb_1/,64,382382,"August 16, 2014",Washington,mlb,134,Pittsburgh,59,53,Pittsburgh Pirates,Washington Nationals,Nationals Park
sln,2889,65,sdn,F,138,2014/08/16/gid_2014_08_16_sdnmlb_slnmlb_1/,58,382383,"August 16, 2014",St. Louis,mlb,135,San Diego,64,57,San Diego Padres,St. Louis Cardinals,Busch Stadium
det,2394,66,sea,F,116,2014/08/16/gid_2014_08_16_seamlb_detmlb_1/,66,382384,"August 16, 2014",Detroit,mlb,136,Seattle,56,55,Seattle Mariners,Detroit Tigers,Comerica Park
cha,4,58,tor,F,145,2014/08/16/gid_2014_08_16_tormlb_chamlb_1/,64,382385,"August 16, 2014",Chi White Sox,mlb,141,Toronto,60,65,Toronto Blue Jays,Chicago White Sox,Guaranteed Rate Field
tex,13,48,ana,F,140,2014/08/17/gid_2014_08_17_anamlb_texmlb_1/,72,382386,"August 17, 2014",Texas,mlb,108,LA Angels,50,76,Los Angeles Angels,Texas Rangers,Globe Life Park in Arlington
mia,4169,62,ari,F,146,2014/08/17/gid_2014_08_17_arimlb_miamlb_1/,53,382387,"August 17, 2014",Miami,mlb,109,Arizona,71,62,Arizona Diamondbacks,Miami Marlins,Marlins Park
cle,5,62,bal,F,114,2014/08/17/gid_2014_08_17_balmlb_clemlb_1/,70,382388,"August 17, 2014",Cleveland,mlb,110,Baltimore,52,61,Baltimore Orioles,Cleveland Indians,Progressive Field
nyn,3289,59,chn,F,121,2014/08/17/gid_2014_08_17_chnmlb_nynmlb_1/,53,382389,"August 17, 2014",NY Mets,mlb,112,Chi Cubs,70,66,Chicago Cubs,New York Mets,Citi Field
col,19,48,cin,F,115,2014/08/17/gid_2014_08_17_cinmlb_colmlb_1/,61,382390,"August 17, 2014",Colorado,mlb,113,Cincinnati,62,76,Cincinnati Reds,Colorado Rockies,Coors Field
col,19,49,cin,F,115,2014/08/17/gid_2014_08_17_cinmlb_colmlb_2/,61,382375,"August 17, 2014",Colorado,mlb,113,Cincinnati,63,76,Cincinnati Reds,Colorado Rockies,Coors Field
bos,3,56,hou,F,111,2014/08/17/gid_2014_08_17_houmlb_bosmlb_1/,52,382391,"August 17, 2014",Boston,mlb,117,Houston,73,67,Houston Astros,Boston Red Sox,Fenway Park
min,3312,55,kca,F,142,2014/08/17/gid_2014_08_17_kcamlb_minmlb_1/,68,382392,"August 17, 2014",Minnesota,mlb,118,Kansas City,55,67,Kansas City Royals,Minnesota Twins,Target Field
lan,22,70,mil,F,119,2014/08/17/gid_2014_08_17_milmlb_lanmlb_1/,70,382393,"August 17, 2014",LA Dodgers,mlb,158,Milwaukee,55,56,Milwaukee Brewers,Los Angeles Dodgers,Dodger Stadium
tba,12,61,nya,F,139,2014/08/17/gid_2014_08_17_nyamlb_tbamlb_1/,63,382394,"August 17, 2014",Tampa Bay,mlb,147,NY Yankees,59,63,New York Yankees,Tampa Bay Rays,Tropicana Field
atl,16,64,oak,F,144,2014/08/17/gid_2014_08_17_oakmlb_atlmlb_1/,73,382395,"August 17, 2014",Atlanta,mlb,133,Oakland,51,60,Oakland Athletics,Atlanta Braves,Turner Field
sfn,2395,66,phi,F,137,2014/08/17/gid_2014_08_17_phimlb_sfnmlb_1/,54,382396,"August 17, 2014",San Francisco,mlb,143,Philadelphia,70,58,Philadelphia Phillies,San Francisco Giants,AT&T Park
was,3309,69,pit,F,120,2014/08/17/gid_2014_08_17_pitmlb_wasmlb_1/,64,382397,"August 17, 2014",Washington,mlb,134,Pittsburgh,60,53,Pittsburgh Pirates,Washington Nationals,Nationals Park
sln,2889,66,sdn,F,138,2014/08/17/gid_2014_08_17_sdnmlb_slnmlb_1/,58,382398,"August 17, 2014",St. Louis,mlb,135,San Diego,65,57,San Diego Padres,St. Louis Cardinals,Busch Stadium
det,2394,66,sea,F,116,2014/08/17/gid_2014_08_17_seamlb_detmlb_1/,67,382399,"August 17, 2014",Detroit,mlb,136,Seattle,56,56,Seattle Mariners,Detroit Tigers,Comerica Park
cha,4,59,tor,F,145,2014/08/17/gid_2014_08_17_tormlb_chamlb_1/,64,382400,"August 17, 2014",Chi White Sox,mlb,141,Toronto,61,65,Toronto Blue Jays,Chicago White Sox,Guaranteed Rate Field
bos,3,56,ana,F,111,2014/08/18/gid_2014_08_18_anamlb_bosmlb_1/,73,382401,"August 18, 2014",Boston,mlb,108,LA Angels,50,68,Los Angeles Angels,Boston Red Sox,Fenway Park
was,3309,70,ari,F,120,2014/08/18/gid_2014_08_18_arimlb_wasmlb_1/,53,382402,"August 18, 2014",Washington,mlb,109,Arizona,72,53,Arizona Diamondbacks,Washington Nationals,Nationals Park
