gameID,type,code,file_code,abbrev,teamID,name,name_full,name_brief,wins,losses,division_id,league_id,league
2013/07/04/gid_2013_07_04_tbamlb_houmlb_1/,away,tba,tb,TB,139,"Tampa Bay","Tampa Bay Rays",Rays,46,40,201,103,AL
2013/07/05/gid_2013_07_05_atlmlb_phimlb_1/,home,phi,phi,PHI,143,Philadelphia,"Philadelphia Phillies",Phillies,42,45,204,104,NL
2013/07/05/gid_2013_07_05_atlmlb_phimlb_1/,away,atl,atl,ATL,144,Atlanta,"Atlanta Braves",Braves,49,37,204,104,NL
2013/07/05/gid_2013_07_05_balmlb_nyamlb_1/,away,bal,bal,BAL,110,Baltimore,"Baltimore Orioles",Orioles,48,39,201,103,AL
2013/07/05/gid_2013_07_05_balmlb_nyamlb_1/,home,nya,nyy,NYY,147,"NY Yankees","New York Yankees",Yankees,47,39,201,103,AL
2013/07/05/gid_2013_07_05_bosmlb_anamlb_1/,home,ana,ana,LAA,108,"LA Angels","Los Angeles Angels",Angels,41,45,200,103,AL
2013/07/05/gid_2013_07_05_bosmlb_anamlb_1/,away,bos,bos,BOS,111,Boston,"Boston Red Sox","Red Sox",54,34,201,103,AL
2013/07/05/gid_2013_07_05_chamlb_tbamlb_1/,home,tba,tb,TB,139,"Tampa Bay","Tampa Bay Rays",Rays,47,40,201,103,AL
2013/07/05/gid_2013_07_05_chamlb_tbamlb_1/,away,cha,cws,CWS,145,"Chi White Sox","Chicago White Sox","White Sox",34,49,202,103,AL
2013/07/05/gid_2013_07_05_colmlb_arimlb_1/,home,ari,ari,ARI,109,Arizona,"Arizona Diamondbacks",D-backs,45,41,203,104,NL
2013/07/05/gid_2013_07_05_colmlb_arimlb_1/,away,col,col,COL,115,Colorado,"Colorado Rockies",Rockies,42,45,203,104,NL
2013/07/05/gid_2013_07_05_detmlb_clemlb_1/,home,cle,cle,CLE,114,Cleveland,"Cleveland Indians",Indians,45,41,202,103,AL
2013/07/05/gid_2013_07_05_detmlb_clemlb_1/,away,det,det,DET,116,Detroit,"Detroit Tigers",Tigers,47,38,202,103,AL
2013/07/05/gid_2013_07_05_houmlb_texmlb_1/,away,hou,hou,HOU,117,Houston,"Houston Astros",Astros,31,56,200,103,AL
2013/07/05/gid_2013_07_05_houmlb_texmlb_1/,home,tex,tex,TEX,140,Texas,"Texas Rangers",Rangers,50,36,200,103,AL
2013/07/05/gid_2013_07_05_lanmlb_sfnmlb_1/,away,lan,la,LAD,119,"LA Dodgers","Los Angeles Dodgers",Dodgers,41,44,203,104,NL
2013/07/05/gid_2013_07_05_lanmlb_sfnmlb_1/,home,sfn,sf,SF,137,"San Francisco","San Francisco Giants",Giants,39,46,203,104,NL
2013/07/05/gid_2013_07_05_miamlb_slnmlb_1/,home,sln,stl,STL,138,"St. Louis","St. Louis Cardinals",Cardinals,51,34,205,104,NL
2013/07/05/gid_2013_07_05_miamlb_slnmlb_1/,away,mia,mia,MIA,146,Miami,"Miami Marlins",Marlins,32,53,204,104,NL
2013/07/05/gid_2013_07_05_minmlb_tormlb_1/,home,tor,tor,TOR,141,Toronto,"Toronto Blue Jays","Blue Jays",42,44,201,103,AL
2013/07/05/gid_2013_07_05_minmlb_tormlb_1/,away,min,min,MIN,142,Minnesota,"Minnesota Twins",Twins,36,47,202,103,AL
2013/07/05/gid_2013_07_05_nynmlb_milmlb_1/,away,nyn,nym,NYM,121,"NY Mets","New York Mets",Mets,36,47,204,104,NL
2013/07/05/gid_2013_07_05_nynmlb_milmlb_1/,home,mil,mil,MIL,158,Milwaukee,"Milwaukee Brewers",Brewers,34,51,205,104,NL
2013/07/05/gid_2013_07_05_oakmlb_kcamlb_1/,home,kca,kc,KC,118,"Kansas City","Kansas City Royals",Royals,40,43,202,103,AL
2013/07/05/gid_2013_07_05_oakmlb_kcamlb_1/,away,oak,oak,OAK,133,Oakland,"Oakland Athletics",Athletics,51,36,200,103,AL
2013/07/05/gid_2013_07_05_pitmlb_chnmlb_1/,home,chn,chc,CHC,112,"Chi Cubs","Chicago Cubs",Cubs,36,48,205,104,NL
2013/07/05/gid_2013_07_05_pitmlb_chnmlb_1/,away,pit,pit,PIT,134,Pittsburgh,"Pittsburgh Pirates",Pirates,53,32,205,104,NL
2013/07/05/gid_2013_07_05_sdnmlb_wasmlb_1/,home,was,was,WSH,120,Washington,"Washington Nationals",Nationals,44,42,204,104,NL
2013/07/05/gid_2013_07_05_sdnmlb_wasmlb_1/,away,sdn,sd,SD,135,"San Diego","San Diego Padres",Padres,40,47,203,104,NL
2013/07/05/gid_2013_07_05_seamlb_cinmlb_1/,home,cin,cin,CIN,113,Cincinnati,"Cincinnati Reds",Reds,49,37,205,104,NL
2013/07/05/gid_2013_07_05_seamlb_cinmlb_1/,away,sea,sea,SEA,136,Seattle,"Seattle Mariners",Mariners,38,48,200,103,AL
2013/07/06/gid_2013_07_06_atlmlb_phimlb_1/,home,phi,phi,PHI,143,Philadelphia,"Philadelphia Phillies",Phillies,42,46,204,104,NL
2013/07/06/gid_2013_07_06_atlmlb_phimlb_1/,away,atl,atl,ATL,144,Atlanta,"Atlanta Braves",Braves,50,37,204,104,NL
2013/07/06/gid_2013_07_06_balmlb_nyamlb_1/,away,bal,bal,BAL,110,Baltimore,"Baltimore Orioles",Orioles,48,40,201,103,AL
2013/07/06/gid_2013_07_06_balmlb_nyamlb_1/,home,nya,nyy,NYY,147,"NY Yankees","New York Yankees",Yankees,48,39,201,103,AL
2013/07/06/gid_2013_07_06_bosmlb_anamlb_1/,home,ana,ana,LAA,108,"LA Angels","Los Angeles Angels",Angels,42,45,200,103,AL
2013/07/06/gid_2013_07_06_bosmlb_anamlb_1/,away,bos,bos,BOS,111,Boston,"Boston Red Sox","Red Sox",54,35,201,103,AL
2013/07/06/gid_2013_07_06_chamlb_tbamlb_1/,home,tba,tb,TB,139,"Tampa Bay","Tampa Bay Rays",Rays,48,40,201,103,AL
2013/07/06/gid_2013_07_06_chamlb_tbamlb_1/,away,cha,cws,CWS,145,"Chi White Sox","Chicago White Sox","White Sox",34,50,202,103,AL
2013/07/06/gid_2013_07_06_colmlb_arimlb_1/,home,ari,ari,ARI,109,Arizona,"Arizona Diamondbacks",D-backs,46,41,203,104,NL
2013/07/06/gid_2013_07_06_colmlb_arimlb_1/,away,col,col,COL,115,Colorado,"Colorado Rockies",Rockies,42,46,203,104,NL
2013/07/06/gid_2013_07_06_detmlb_clemlb_1/,home,cle,cle,CLE,114,Cleveland,"Cleveland Indians",Indians,45,42,202,103,AL
2013/07/06/gid_2013_07_06_detmlb_clemlb_1/,away,det,det,DET,116,Detroit,"Detroit Tigers",Tigers,48,38,202,103,AL
2013/07/06/gid_2013_07_06_houmlb_texmlb_1/,away,hou,hou,HOU,117,Houston,"Houston Astros",Astros,32,56,200,103,AL
2013/07/06/gid_2013_07_06_houmlb_texmlb_1/,home,tex,tex,TEX,140,Texas,"Texas Rangers",Rangers,50,37,200,103,AL
2013/07/06/gid_2013_07_06_lanmlb_sfnmlb_1/,away,lan,la,LAD,119,"LA Dodgers","Los Angeles Dodgers",Dodgers,41,45,203,104,NL
2013/07/06/gid_2013_07_06_lanmlb_sfnmlb_1/,home,sfn,sf,SF,137,"San Francisco","San Francisco Giants",Giants,40,46,203,104,NL
2013/07/06/gid_2013_07_06_miamlb_slnmlb_1/,home,sln,stl,STL,138,"St. Louis","St. Louis Cardinals",Cardinals,52,34,205,104,NL
2013/07/06/gid_2013_07_06_miamlb_slnmlb_1/,away,mia,mia,MIA,146,Miami,"Miami Marlins",Marlins,32,54,204,104,NL
2013/07/06/gid_2013_07_06_minmlb_tormlb_1/,home,tor,tor,TOR,141,Toronto,"Toronto Blue Jays","Blue Jays",42,45,201,103,AL
2013/07/06/gid_2013_07_06_minmlb_tormlb_1/,away,min,min,MIN,142,Minnesota,"Minnesota Twins",Twins,37,47,202,103,AL
2013/07/06/gid_2013_07_06_nynmlb_milmlb_1/,away,nyn,nym,NYM,121,"NY Mets","New York Mets",Mets,36,48,204,104,NL
2013/07/06/gid_2013_07_06_nynmlb_milmlb_1/,home,mil,mil,MIL,158,Milwaukee,"Milwaukee Brewers",Brewers,35,51,205,104,NL
2013/07/06/gid_2013_07_06_oakmlb_kcamlb_1/,home,kca,kc,KC,118,"Kansas City","Kansas City Royals",Royals,41,43,202,103,AL
2013/07/06/gid_2013_07_06_oakmlb_kcamlb_1/,away,oak,oak,OAK,133,Oakland,"Oakland Athletics",Athletics,51,37,200,103,AL
2013/07/06/gid_2013_07_06_pitmlb_chnmlb_1/,home,chn,chc,CHC,112,"Chi Cubs","Chicago Cubs",Cubs,37,48,205,104,NL
2013/07/06/gid_2013_07_06_pitmlb_chnmlb_1/,away,pit,pit,PIT,134,Pittsburgh,"Pittsburgh Pirates",Pirates,53,33,205,104,NL
2013/07/06/gid_2013_07_06_sdnmlb_wasmlb_1/,home,was,was,WSH,120,Washington,"Washington Nationals",Nationals,45,42,204,104,NL
2013/07/06/gid_2013_07_06_sdnmlb_wasmlb_1/,away,sdn,sd,SD,135,"San Diego","San Diego Padres",Padres,40,48,203,104,NL
2013/07/06/gid_2013_07_06_seamlb_cinmlb_1/,home,cin,cin,CIN,113,Cincinnati,"Cincinnati Reds",Reds,50,37,205,104,NL
2013/07/06/gid_2013_07_06_seamlb_cinmlb_1/,away,sea,sea,SEA,136,Seattle,"Seattle Mariners",Mariners,38,49,200,103,AL
2013/07/07/gid_2013_07_07_atlmlb_phimlb_1/,home,phi,phi,PHI,143,Philadelphia,"Philadelphia Phillies",Phillies,43,46,204,104,NL
2013/07/07/gid_2013_07_07_atlmlb_phimlb_1/,away,atl,atl,ATL,144,Atlanta,"Atlanta Braves",Braves,50,38,204,104,NL
2013/07/07/gid_2013_07_07_balmlb_nyamlb_1/,away,bal,bal,BAL,110,Baltimore,"Baltimore Orioles",Orioles,49,40,201,103,AL
2013/07/07/gid_2013_07_07_balmlb_nyamlb_1/,home,nya,nyy,NYY,147,"NY Yankees","New York Yankees",Yankees,48,40,201,103,AL
2013/07/07/gid_2013_07_07_bosmlb_anamlb_1/,home,ana,ana,LAA,108,"LA Angels","Los Angeles Angels",Angels,43,45,200,103,AL
2013/07/07/gid_2013_07_07_bosmlb_anamlb_1/,away,bos,bos,BOS,111,Boston,"Boston Red Sox","Red Sox",54,36,201,103,AL
2013/07/07/gid_2013_07_07_chamlb_tbamlb_1/,home,tba,tb,TB,139,"Tampa Bay","Tampa Bay Rays",Rays,49,40,201,103,AL
2013/07/07/gid_2013_07_07_chamlb_tbamlb_1/,away,cha,cws,CWS,145,"Chi White Sox","Chicago White Sox","White Sox",34,51,202,103,AL
2013/07/07/gid_2013_07_07_colmlb_arimlb_1/,home,ari,ari,ARI,109,Arizona,"Arizona Diamondbacks",D-backs,47,41,203,104,NL
2013/07/07/gid_2013_07_07_colmlb_arimlb_1/,away,col,col,COL,115,Colorado,"Colorado Rockies",Rockies,42,47,203,104,NL
2013/07/07/gid_2013_07_07_detmlb_clemlb_1/,home,cle,cle,CLE,114,Cleveland,"Cleveland Indians",Indians,46,42,202,103,AL
2013/07/07/gid_2013_07_07_detmlb_clemlb_1/,away,det,det,DET,116,Detroit,"Detroit Tigers",Tigers,48,39,202,103,AL
2013/07/07/gid_2013_07_07_houmlb_texmlb_1/,away,hou,hou,HOU,117,Houston,"Houston Astros",Astros,32,57,200,103,AL
2013/07/07/gid_2013_07_07_houmlb_texmlb_1/,home,tex,tex,TEX,140,Texas,"Texas Rangers",Rangers,51,37,200,103,AL
2013/07/07/gid_2013_07_07_lanmlb_sfnmlb_1/,away,lan,la,LAD,119,"LA Dodgers","Los Angeles Dodgers",Dodgers,42,45,203,104,NL
2013/07/07/gid_2013_07_07_lanmlb_sfnmlb_1/,home,sfn,sf,SF,137,"San Francisco","San Francisco Giants",Giants,40,47,203,104,NL
2013/07/07/gid_2013_07_07_miamlb_slnmlb_1/,home,sln,stl,STL,138,"St. Louis","St. Louis Cardinals",Cardinals,53,34,205,104,NL
2013/07/07/gid_2013_07_07_miamlb_slnmlb_1/,away,mia,mia,MIA,146,Miami,"Miami Marlins",Marlins,32,55,204,104,NL
2013/07/07/gid_2013_07_07_minmlb_tormlb_1/,home,tor,tor,TOR,141,Toronto,"Toronto Blue Jays","Blue Jays",43,45,201,103,AL
2013/07/07/gid_2013_07_07_minmlb_tormlb_1/,away,min,min,MIN,142,Minnesota,"Minnesota Twins",Twins,37,48,202,103,AL
2013/07/07/gid_2013_07_07_nynmlb_milmlb_1/,away,nyn,nym,NYM,121,"NY Mets","New York Mets",Mets,37,48,204,104,NL
2013/07/07/gid_2013_07_07_nynmlb_milmlb_1/,home,mil,mil,MIL,158,Milwaukee,"Milwaukee Brewers",Brewers,35,52,205,104,NL
2013/07/07/gid_2013_07_07_oakmlb_kcamlb_1/,home,kca,kc,KC,118,"Kansas City","Kansas City Royals",Royals,41,44,202,103,AL
2013/07/07/gid_2013_07_07_oakmlb_kcamlb_1/,away,oak,oak,OAK,133,Oakland,"Oakland Athletics",Athletics,52,37,200,103,AL
2013/07/07/gid_2013_07_07_pitmlb_chnmlb_1/,home,chn,chc,CHC,112,"Chi Cubs","Chicago Cubs",Cubs,38,48,205,104,NL
2013/07/07/gid_2013_07_07_pitmlb_chnmlb_1/,away,pit,pit,PIT,134,Pittsburgh,"Pittsburgh Pirates",Pirates,53,34,205,104,NL
2013/07/07/gid_2013_07_07_sdnmlb_wasmlb_1/,home,was,was,WSH,120,Washington,"Washington Nationals",Nationals,46,42,204,104,NL
2013/07/07/gid_2013_07_07_sdnmlb_wasmlb_1/,away,sdn,sd,SD,135,"San Diego","San Diego Padres",Padres,40,49,203,104,NL
2013/07/07/gid_2013_07_07_seamlb_cinmlb_1/,home,cin,cin,CIN,113,Cincinnati,"Cincinnati Reds",Reds,50,38,205,104,NL
2013/07/07/gid_2013_07_07_seamlb_cinmlb_1/,away,sea,sea,SEA,136,Seattle,"Seattle Mariners",Mariners,39,49,200,103,AL
2013/07/08/gid_2013_07_08_atlmlb_miamlb_1/,away,atl,atl,ATL,144,Atlanta,"Atlanta Braves",Braves,51,38,204,104,NL
2013/07/08/gid_2013_07_08_atlmlb_miamlb_1/,home,mia,mia,MIA,146,Miami,"Miami Marlins",Marlins,32,56,204,104,NL
2013/07/08/gid_2013_07_08_bosmlb_seamlb_1/,away,bos,bos,BOS,111,Boston,"Boston Red Sox","Red Sox",54,37,201,103,AL
2013/07/08/gid_2013_07_08_bosmlb_seamlb_1/,home,sea,sea,SEA,136,Seattle,"Seattle Mariners",Mariners,40,49,200,103,AL
2013/07/08/gid_2013_07_08_chnmlb_chamlb_1/,away,chn,chc,CHC,112,"Chi Cubs","Chicago Cubs",Cubs,39,48,205,104,NL
2013/07/08/gid_2013_07_08_chnmlb_chamlb_1/,home,cha,cws,CWS,145,"Chi White Sox","Chicago White Sox","White Sox",34,52,202,103,AL
2013/07/08/gid_2013_07_08_cinmlb_milmlb_1/,away,cin,cin,CIN,113,Cincinnati,"Cincinnati Reds",Reds,50,39,205,104,NL
2013/07/08/gid_2013_07_08_cinmlb_milmlb_1/,home,mil,mil,MIL,158,Milwaukee,"Milwaukee Brewers",Brewers,36,52,205,104,NL
2013/07/08/gid_2013_07_08_colmlb_sdnmlb_1/,away,col,col,COL,115,Colorado,"Colorado Rockies",Rockies,43,47,203,104,NL
2013/07/08/gid_2013_07_08_colmlb_sdnmlb_1/,home,sdn,sd,SD,135,"San Diego","San Diego Padres",Padres,40,50,203,104,NL
2013/07/08/gid_2013_07_08_detmlb_clemlb_1/,home,cle,cle,CLE,114,Cleveland,"Cleveland Indians",Indians,46,43,202,103,AL
2013/07/08/gid_2013_07_08_detmlb_clemlb_1/,away,det,det,DET,116,Detroit,"Detroit Tigers",Tigers,49,39,202,103,AL
2013/07/08/gid_2013_07_08_kcamlb_nyamlb_1/,away,kca,kc,KC,118,"Kansas City","Kansas City Royals",Royals,42,44,202,103,AL
2013/07/08/gid_2013_07_08_kcamlb_nyamlb_1/,home,nya,nyy,NYY,147,"NY Yankees","New York Yankees",Yankees,48,41,201,103,AL
2013/07/08/gid_2013_07_08_lanmlb_arimlb_1/,home,ari,ari,ARI,109,Arizona,"Arizona Diamondbacks",D-backs,47,42,203,104,NL
2013/07/08/gid_2013_07_08_lanmlb_arimlb_1/,away,lan,la,LAD,119,"LA Dodgers","Los Angeles Dodgers",Dodgers,43,45,203,104,NL
2013/07/08/gid_2013_07_08_minmlb_tbamlb_1/,home,tba,tb,TB,139,"Tampa Bay","Tampa Bay Rays",Rays,50,40,201,103,AL
2013/07/08/gid_2013_07_08_minmlb_tbamlb_1/,away,min,min,MIN,142,Minnesota,"Minnesota Twins",Twins,37,49,202,103,AL
2013/07/08/gid_2013_07_08_nynmlb_sfnmlb_1/,away,nyn,nym,NYM,121,"NY Mets","New York Mets",Mets,38,48,204,104,NL
2013/07/08/gid_2013_07_08_nynmlb_sfnmlb_1/,home,sfn,sf,SF,137,"San Francisco","San Francisco Giants",Giants,40,48,203,104,NL
2013/07/08/gid_2013_07_08_oakmlb_pitmlb_1/,away,oak,oak,OAK,133,Oakland,"Oakland Athletics",Athletics,53,37,200,103,AL
2013/07/08/gid_2013_07_08_oakmlb_pitmlb_1/,home,pit,pit,PIT,134,Pittsburgh,"Pittsburgh Pirates",Pirates,53,35,205,104,NL
2013/07/08/gid_2013_07_08_texmlb_balmlb_1/,home,bal,bal,BAL,110,Baltimore,"Baltimore Orioles",Orioles,49,41,201,103,AL
2013/07/08/gid_2013_07_08_texmlb_balmlb_1/,away,tex,tex,TEX,140,Texas,"Texas Rangers",Rangers,52,37,200,103,AL
2013/07/08/gid_2013_07_08_wasmlb_phimlb_1/,away,was,was,WSH,120,Washington,"Washington Nationals",Nationals,46,43,204,104,NL
2013/07/08/gid_2013_07_08_wasmlb_phimlb_1/,home,phi,phi,PHI,143,Philadelphia,"Philadelphia Phillies",Phillies,44,46,204,104,NL
2013/07/09/gid_2013_07_09_anamlb_chnmlb_1/,away,ana,ana,LAA,108,"LA Angels","Los Angeles Angels",Angels,43,46,200,103,AL
2013/07/09/gid_2013_07_09_anamlb_chnmlb_1/,home,chn,chc,CHC,112,"Chi Cubs","Chicago Cubs",Cubs,40,48,205,104,NL
2013/07/09/gid_2013_07_09_atlmlb_miamlb_1/,away,atl,atl,ATL,144,Atlanta,"Atlanta Braves",Braves,52,38,204,104,NL
2013/07/09/gid_2013_07_09_atlmlb_miamlb_1/,home,mia,mia,MIA,146,Miami,"Miami Marlins",Marlins,32,57,204,104,NL
2013/07/09/gid_2013_07_09_bosmlb_seamlb_1/,away,bos,bos,BOS,111,Boston,"Boston Red Sox","Red Sox",55,37,201,103,AL
2013/07/09/gid_2013_07_09_bosmlb_seamlb_1/,home,sea,sea,SEA,136,Seattle,"Seattle Mariners",Mariners,40,50,200,103,AL
2013/07/09/gid_2013_07_09_chamlb_detmlb_1/,home,det,det,DET,116,Detroit,"Detroit Tigers",Tigers,49,40,202,103,AL
2013/07/09/gid_2013_07_09_chamlb_detmlb_1/,away,cha,cws,CWS,145,"Chi White Sox","Chicago White Sox","White Sox",35,52,202,103,AL
2013/07/09/gid_2013_07_09_cinmlb_milmlb_1/,away,cin,cin,CIN,113,Cincinnati,"Cincinnati Reds",Reds,50,40,205,104,NL
2013/07/09/gid_2013_07_09_cinmlb_milmlb_1/,home,mil,mil,MIL,158,Milwaukee,"Milwaukee Brewers",Brewers,37,52,205,104,NL
2013/07/09/gid_2013_07_09_colmlb_sdnmlb_1/,away,col,col,COL,115,Colorado,"Colorado Rockies",Rockies,43,48,203,104,NL
2013/07/09/gid_2013_07_09_colmlb_sdnmlb_1/,home,sdn,sd,SD,135,"San Diego","San Diego Padres",Padres,41,50,203,104,NL
2013/07/09/gid_2013_07_09_houmlb_slnmlb_1/,away,hou,hou,HOU,117,Houston,"Houston Astros",Astros,32,58,200,103,AL
2013/07/09/gid_2013_07_09_houmlb_slnmlb_1/,home,sln,stl,STL,138,"St. Louis","St. Louis Cardinals",Cardinals,54,34,205,104,NL
2013/07/09/gid_2013_07_09_kcamlb_nyamlb_1/,away,kca,kc,KC,118,"Kansas City","Kansas City Royals",Royals,43,44,202,103,AL
2013/07/09/gid_2013_07_09_kcamlb_nyamlb_1/,home,nya,nyy,NYY,147,"NY Yankees","New York Yankees",Yankees,48,42,201,103,AL
2013/07/09/gid_2013_07_09_lanmlb_arimlb_1/,home,ari,ari,ARI,109,Arizona,"Arizona Diamondbacks",D-backs,47,43,203,104,NL
2013/07/09/gid_2013_07_09_lanmlb_arimlb_1/,away,lan,la,LAD,119,"LA Dodgers","Los Angeles Dodgers",Dodgers,44,45,203,104,NL
2013/07/09/gid_2013_07_09_minmlb_tbamlb_1/,home,tba,tb,TB,139,"Tampa Bay","Tampa Bay Rays",Rays,51,40,201,103,AL
2013/07/09/gid_2013_07_09_minmlb_tbamlb_1/,away,min,min,MIN,142,Minnesota,"Minnesota Twins",Twins,37,50,202,103,AL
2013/07/09/gid_2013_07_09_nynmlb_sfnmlb_1/,away,nyn,nym,NYM,121,"NY Mets","New York Mets",Mets,39,48,204,104,NL
2013/07/09/gid_2013_07_09_nynmlb_sfnmlb_1/,home,sfn,sf,SF,137,"San Francisco","San Francisco Giants",Giants,40,49,203,104,NL
2013/07/09/gid_2013_07_09_oakmlb_pitmlb_1/,away,oak,oak,OAK,133,Oakland,"Oakland Athletics",Athletics,54,37,200,103,AL
2013/07/09/gid_2013_07_09_oakmlb_pitmlb_1/,home,pit,pit,PIT,134,Pittsburgh,"Pittsburgh Pirates",Pirates,53,36,205,104,NL
2013/07/09/gid_2013_07_09_texmlb_balmlb_1/,home,bal,bal,BAL,110,Baltimore,"Baltimore Orioles",Orioles,49,42,201,103,AL
2013/07/09/gid_2013_07_09_texmlb_balmlb_1/,away,tex,tex,TEX,140,Texas,"Texas Rangers",Rangers,53,37,200,103,AL
2013/07/09/gid_2013_07_09_tormlb_clemlb_1/,home,cle,cle,CLE,114,Cleveland,"Cleveland Indians",Indians,47,43,202,103,AL
2013/07/09/gid_2013_07_09_tormlb_clemlb_1/,away,tor,tor,TOR,141,Toronto,"Toronto Blue Jays","Blue Jays",43,46,201,103,AL
2013/07/09/gid_2013_07_09_wasmlb_phimlb_1/,away,was,was,WSH,120,Washington,"Washington Nationals",Nationals,46,44,204,104,NL
2013/07/09/gid_2013_07_09_wasmlb_phimlb_1/,home,phi,phi,PHI,143,Philadelphia,"Philadelphia Phillies",Phillies,45,46,204,104,NL
2013/07/10/gid_2013_07_10_anamlb_chnmlb_1/,away,ana,ana,LAA,108,"LA Angels","Los Angeles Angels",Angels,44,46,200,103,AL
2013/07/10/gid_2013_07_10_anamlb_chnmlb_1/,home,chn,chc,CHC,112,"Chi Cubs","Chicago Cubs",Cubs,40,49,205,104,NL
2013/07/10/gid_2013_07_10_atlmlb_miamlb_1/,away,atl,atl,ATL,144,Atlanta,"Atlanta Braves",Braves,52,39,204,104,NL
2013/07/10/gid_2013_07_10_atlmlb_miamlb_1/,home,mia,mia,MIA,146,Miami,"Miami Marlins",Marlins,33,57,204,104,NL
2013/07/10/gid_2013_07_10_bosmlb_seamlb_1/,away,bos,bos,BOS,111,Boston,"Boston Red Sox","Red Sox",56,37,201,103,AL
2013/07/10/gid_2013_07_10_bosmlb_seamlb_1/,home,sea,sea,SEA,136,Seattle,"Seattle Mariners",Mariners,40,51,200,103,AL
2013/07/10/gid_2013_07_10_chamlb_detmlb_1/,home,det,det,DET,116,Detroit,"Detroit Tigers",Tigers,50,40,202,103,AL
2013/07/10/gid_2013_07_10_chamlb_detmlb_1/,away,cha,cws,CWS,145,"Chi White Sox","Chicago White Sox","White Sox",35,53,202,103,AL
2013/07/10/gid_2013_07_10_cinmlb_milmlb_1/,away,cin,cin,CIN,113,Cincinnati,"Cincinnati Reds",Reds,51,40,205,104,NL
2013/07/10/gid_2013_07_10_cinmlb_milmlb_1/,home,mil,mil,MIL,158,Milwaukee,"Milwaukee Brewers",Brewers,37,53,205,104,NL
2013/07/10/gid_2013_07_10_colmlb_sdnmlb_1/,away,col,col,COL,115,Colorado,"Colorado Rockies",Rockies,44,48,203,104,NL
2013/07/10/gid_2013_07_10_colmlb_sdnmlb_1/,home,sdn,sd,SD,135,"San Diego","San Diego Padres",Padres,41,51,203,104,NL
2013/07/10/gid_2013_07_10_houmlb_slnmlb_1/,away,hou,hou,HOU,117,Houston,"Houston Astros",Astros,32,59,200,103,AL
2013/07/10/gid_2013_07_10_houmlb_slnmlb_1/,home,sln,stl,STL,138,"St. Louis","St. Louis Cardinals",Cardinals,55,34,205,104,NL
2013/07/10/gid_2013_07_10_kcamlb_nyamlb_1/,away,kca,kc,KC,118,"Kansas City","Kansas City Royals",Royals,43,45,202,103,AL
2013/07/10/gid_2013_07_10_kcamlb_nyamlb_1/,home,nya,nyy,NYY,147,"NY Yankees","New York Yankees",Yankees,49,42,201,103,AL
2013/07/10/gid_2013_07_10_lanmlb_arimlb_1/,home,ari,ari,ARI,109,Arizona,"Arizona Diamondbacks",D-backs,47,44,203,104,NL
2013/07/10/gid_2013_07_10_lanmlb_arimlb_1/,away,lan,la,LAD,119,"LA Dodgers","Los Angeles Dodgers",Dodgers,45,45,203,104,NL
2013/07/10/gid_2013_07_10_minmlb_tbamlb_1/,home,tba,tb,TB,139,"Tampa Bay","Tampa Bay Rays",Rays,52,40,201,103,AL
2013/07/10/gid_2013_07_10_minmlb_tbamlb_1/,away,min,min,MIN,142,Minnesota,"Minnesota Twins",Twins,37,51,202,103,AL
2013/07/10/gid_2013_07_10_nynmlb_sfnmlb_1/,away,nyn,nym,NYM,121,"NY Mets","New York Mets",Mets,40,48,204,104,NL
2013/07/10/gid_2013_07_10_nynmlb_sfnmlb_1/,home,sfn,sf,SF,137,"San Francisco","San Francisco Giants",Giants,40,50,203,104,NL
2013/07/10/gid_2013_07_10_oakmlb_pitmlb_1/,away,oak,oak,OAK,133,Oakland,"Oakland Athletics",Athletics,54,38,200,103,AL
2013/07/10/gid_2013_07_10_oakmlb_pitmlb_1/,home,pit,pit,PIT,134,Pittsburgh,"Pittsburgh Pirates",Pirates,54,36,205,104,NL
2013/07/10/gid_2013_07_10_texmlb_balmlb_1/,home,bal,bal,BAL,110,Baltimore,"Baltimore Orioles",Orioles,50,42,201,103,AL
2013/07/10/gid_2013_07_10_texmlb_balmlb_1/,away,tex,tex,TEX,140,Texas,"Texas Rangers",Rangers,53,38,200,103,AL
2013/07/10/gid_2013_07_10_tormlb_clemlb_1/,home,cle,cle,CLE,114,Cleveland,"Cleveland Indians",Indians,47,44,202,103,AL
2013/07/10/gid_2013_07_10_tormlb_clemlb_1/,away,tor,tor,TOR,141,Toronto,"Toronto Blue Jays","Blue Jays",44,46,201,103,AL
2013/07/10/gid_2013_07_10_wasmlb_phimlb_1/,away,was,was,WSH,120,Washington,"Washington Nationals",Nationals,47,44,204,104,NL
2013/07/10/gid_2013_07_10_wasmlb_phimlb_1/,home,phi,phi,PHI,143,Philadelphia,"Philadelphia Phillies",Phillies,45,47,204,104,NL
2013/07/11/gid_2013_07_11_bosmlb_seamlb_1/,away,bos,bos,BOS,111,Boston,"Boston Red Sox","Red Sox",57,37,201,103,AL
2013/07/11/gid_2013_07_11_bosmlb_seamlb_1/,home,sea,sea,SEA,136,Seattle,"Seattle Mariners",Mariners,40,52,200,103,AL
2013/07/11/gid_2013_07_11_chamlb_detmlb_1/,home,det,det,DET,116,Detroit,"Detroit Tigers",Tigers,50,41,202,103,AL
2013/07/11/gid_2013_07_11_chamlb_detmlb_1/,away,cha,cws,CWS,145,"Chi White Sox","Chicago White Sox","White Sox",36,53,202,103,AL
